"Notes","Year","Year Code","State","State Code",Deaths,Population,Crude Rate
,"1999","1999","Alabama","01",338,327789,103.1
,"1999","1999","Alaska","02",54,49732,108.6
,"1999","1999","Arizona","04",269,359836,74.8
,"1999","1999","Arkansas","05",175,200122,87.4
,"1999","1999","California","06",1320,2403117,54.9
,"1999","1999","Colorado","08",226,302365,74.7
,"1999","1999","Connecticut","09",95,213162,44.6
,"1999","1999","Delaware","10",25,54830,45.6
,"1999","1999","District of Columbia","11",58,36717,158.0
,"1999","1999","Florida","12",674,992265,67.9
,"1999","1999","Georgia","13",481,589632,81.6
,"1999","1999","Hawaii","15",36,81529,44.2
,"1999","1999","Idaho","16",96,111587,86.0
,"1999","1999","Illinois","17",673,893729,75.3
,"1999","1999","Indiana","18",339,455151,74.5
,"1999","1999","Iowa","19",154,228268,67.5
,"1999","1999","Kansas","20",148,210417,70.3
,"1999","1999","Kentucky","21",233,292505,79.7
,"1999","1999","Louisiana","22",336,369278,91.0
,"1999","1999","Maine","23",68,89060,76.4
,"1999","1999","Maryland","24",293,350607,83.6
,"1999","1999","Massachusetts","25",176,408407,43.1
,"1999","1999","Michigan","26",447,719576,62.1
,"1999","1999","Minnesota","27",216,371672,58.1
,"1999","1999","Mississippi","28",245,235795,103.9
,"1999","1999","Missouri","29",378,413460,91.4
,"1999","1999","Montana","30",70,71658,97.7
,"1999","1999","Nebraska","31",111,135215,82.1
,"1999","1999","Nevada","32",94,122575,76.7
,"1999","1999","New Hampshire","33",38,85086,44.7
,"1999","1999","New Jersey","34",228,521754,43.7
,"1999","1999","New Mexico","35",153,146003,104.8
,"1999","1999","New York","36",662,1275530,51.9
,"1999","1999","North Carolina","37",412,533703,77.2
,"1999","1999","North Dakota","38",38,54178,70.1
,"1999","1999","Ohio","39",529,820849,64.4
,"1999","1999","Oklahoma","40",235,270348,86.9
,"1999","1999","Oregon","41",134,244611,54.8
,"1999","1999","Pennsylvania","42",546,848682,64.3
,"1999","1999","Rhode Island","44",30,73898,40.6
,"1999","1999","South Carolina","45",244,295241,82.6
,"1999","1999","South Dakota","46",62,62829,98.7
,"1999","1999","Tennessee","47",360,395646,91.0
,"1999","1999","Texas","48",1153,1619632,71.2
,"1999","1999","Utah","49",126,219171,57.5
,"1999","1999","Vermont","50",26,45232,57.5
,"1999","1999","Virginia","51",304,478532,63.5
,"1999","1999","Washington","53",257,424735,60.5
,"1999","1999","West Virginia","54",112,129302,86.6
,"1999","1999","Wisconsin","55",256,407067,62.9
,"1999","1999","Wyoming","56",45,42523,105.8
"Total","1999","1999",,,13778,20084608,68.6
,"2000","2000","Alabama","01",299,324580,92.1
,"2000","2000","Alaska","02",71,50094,141.7
,"2000","2000","Arizona","04",291,367722,79.1
,"2000","2000","Arkansas","05",187,198765,94.1
,"2000","2000","California","06",1302,2450888,53.1
,"2000","2000","Colorado","08",184,307238,59.9
