"Notes"	"Month"	"Month Code"	Deaths	Population	Crude Rate
	"Jan., 1999"	"1999/01"	217982	Not Applicable	Not Applicable
	"Feb., 1999"	"1999/02"	199694	Not Applicable	Not Applicable
	"Mar., 1999"	"1999/03"	217351	Not Applicable	Not Applicable
	"Apr., 1999"	"1999/04"	188008	Not Applicable	Not Applicable
	"May, 1999"	"1999/05"	183254	Not Applicable	Not Applicable
	"Jun., 1999"	"1999/06"	171959	Not Applicable	Not Applicable
	"Jul., 1999"	"1999/07"	178296	Not Applicable	Not Applicable
	"Aug., 1999"	"1999/08"	174116	Not Applicable	Not Applicable
	"Sep., 1999"	"1999/09"	172103	Not Applicable	Not Applicable
	"Oct., 1999"	"1999/10"	186884	Not Applicable	Not Applicable
	"Nov., 1999"	"1999/11"	183486	Not Applicable	Not Applicable
	"Dec., 1999"	"1999/12"	213026	Not Applicable	Not Applicable
	"Jan., 2000"	"2000/01"	237530	Not Applicable	Not Applicable
	"Feb., 2000"	"2000/02"	194530	Not Applicable	Not Applicable
	"Mar., 2000"	"2000/03"	192820	Not Applicable	Not Applicable
	"Apr., 2000"	"2000/04"	182000	Not Applicable	Not Applicable
	"May, 2000"	"2000/05"	184239	Not Applicable	Not Applicable
	"Jun., 2000"	"2000/06"	174779	Not Applicable	Not Applicable
	"Jul., 2000"	"2000/07"	179855	Not Applicable	Not Applicable
	"Aug., 2000"	"2000/08"	180068	Not Applicable	Not Applicable
	"Sep., 2000"	"2000/09"	178530	Not Applicable	Not Applicable
	"Oct., 2000"	"2000/10"	190857	Not Applicable	Not Applicable
	"Nov., 2000"	"2000/11"	190400	Not Applicable	Not Applicable
	"Dec., 2000"	"2000/12"	210636	Not Applicable	Not Applicable
	"Jan., 2001"	"2001/01"	216765	Not Applicable	Not Applicable
	"Feb., 2001"	"2001/02"	189818	Not Applicable	Not Applicable
	"Mar., 2001"	"2001/03"	206040	Not Applicable	Not Applicable
	"Apr., 2001"	"2001/04"	193633	Not Applicable	Not Applicable
	"May, 2001"	"2001/05"	191571	Not Applicable	Not Applicable
	"Jun., 2001"	"2001/06"	182526	Not Applicable	Not Applicable
	"Jul., 2001"	"2001/07"	182248	Not Applicable	Not Applicable
	"Aug., 2001"	"2001/08"	182071	Not Applicable	Not Applicable
	"Sep., 2001"	"2001/09"	179874	Not Applicable	Not Applicable
	"Oct., 2001"	"2001/10"	193312	Not Applicable	Not Applicable
	"Nov., 2001"	"2001/11"	188052	Not Applicable	Not Applicable
	"Dec., 2001"	"2001/12"	200570	Not Applicable	Not Applicable
	"Jan., 2002"	"2002/01"	215701	Not Applicable	Not Applicable
	"Feb., 2002"	"2002/02"	200177	Not Applicable	Not Applicable
	"Mar., 2002"	"2002/03"	216329	Not Applicable	Not Applicable
	"Apr., 2002"	"2002/04"	190371	Not Applicable	Not Applicable
	"May, 2002"	"2002/05"	190175	Not Applicable	Not Applicable
	"Jun., 2002"	"2002/06"	178495	Not Applicable	Not Applicable
	"Jul., 2002"	"2002/07"	183599	Not Applicable	Not Applicable
	"Aug., 2002"	"2002/08"	181651	Not Applicable	Not Applicable
	"Sep., 2002"	"2002/09"	178371	Not Applicable	Not Applicable
	"Oct., 2002"	"2002/10"	190319	Not Applicable	Not Applicable
	"Nov., 2002"	"2002/11"	192702	Not Applicable	Not Applicable
	"Dec., 2002"	"2002/12"	209699	Not Applicable	Not Applicable
	"Jan., 2003"	"2003/01"	213586	Not Applicable	Not Applicable
	"Feb., 2003"	"2003/02"	191049	Not Applicable	Not Applicable
	"Mar., 2003"	"2003/03"	203186	Not Applicable	Not Applicable
	"Apr., 2003"	"2003/04"	189688	Not Applicable	Not Applicable
	"May, 2003"	"2003/05"	189340	Not Applicable	Not Applicable
	"Jun., 2003"	"2003/06"	181985	Not Applicable	Not Applicable
	"Jul., 2003"	"2003/07"	183745	Not Applicable	Not Applicable
	"Aug., 2003"	"2003/08"	182769	Not Applicable	Not Applicable
	"Sep., 2003"	"2003/09"	179045	Not Applicable	Not Applicable
	"Oct., 2003"	"2003/10"	192753	Not Applicable	Not Applicable
