"Notes","Year","Year Code",Deaths,Population,Crude Rate
,"2018","2018",10380,21097221,49.2
,"2019","2019",10258,21054570,48.7
,"2020","2020",12278,20960929,58.6
,"2021","2021",13407,21564666,62.2
"Total",,,46323,84677386,54.7
