"Notes","Month","Month Code",Deaths,Population,Crude Rate
,"Jan., 1999","1999/01",2813,Not Applicable,Not Applicable
,"Feb., 1999","1999/02",2426,Not Applicable,Not Applicable
,"Mar., 1999","1999/03",2863,Not Applicable,Not Applicable
,"Apr., 1999","1999/04",2766,Not Applicable,Not Applicable
,"May, 1999","1999/05",2917,Not Applicable,Not Applicable
,"Jun., 1999","1999/06",2908,Not Applicable,Not Applicable
,"Jul., 1999","1999/07",3154,Not Applicable,Not Applicable
,"Aug., 1999","1999/08",3077,Not Applicable,Not Applicable
,"Sep., 1999","1999/09",2795,Not Applicable,Not Applicable
,"Oct., 1999","1999/10",2988,Not Applicable,Not Applicable
,"Nov., 1999","1999/11",2882,Not Applicable,Not Applicable
,"Dec., 1999","1999/12",2992,Not Applicable,Not Applicable
,"Jan., 2000","2000/01",3082,Not Applicable,Not Applicable
,"Feb., 2000","2000/02",2613,Not Applicable,Not Applicable
,"Mar., 2000","2000/03",2890,Not Applicable,Not Applicable
,"Apr., 2000","2000/04",2809,Not Applicable,Not Applicable
,"May, 2000","2000/05",3117,Not Applicable,Not Applicable
,"Jun., 2000","2000/06",3021,Not Applicable,Not Applicable
,"Jul., 2000","2000/07",3204,Not Applicable,Not Applicable
,"Aug., 2000","2000/08",3039,Not Applicable,Not Applicable
,"Sep., 2000","2000/09",2945,Not Applicable,Not Applicable
,"Oct., 2000","2000/10",2964,Not Applicable,Not Applicable
,"Nov., 2000","2000/11",2773,Not Applicable,Not Applicable
,"Dec., 2000","2000/12",2968,Not Applicable,Not Applicable
,"Jan., 2001","2001/01",2933,Not Applicable,Not Applicable
,"Feb., 2001","2001/02",2600,Not Applicable,Not Applicable
,"Mar., 2001","2001/03",2903,Not Applicable,Not Applicable
,"Apr., 2001","2001/04",2957,Not Applicable,Not Applicable
,"May, 2001","2001/05",3130,Not Applicable,Not Applicable
,"Jun., 2001","2001/06",3199,Not Applicable,Not Applicable
,"Jul., 2001","2001/07",3323,Not Applicable,Not Applicable
,"Aug., 2001","2001/08",3219,Not Applicable,Not Applicable
,"Sep., 2001","2001/09",3468,Not Applicable,Not Applicable
,"Oct., 2001","2001/10",3067,Not Applicable,Not Applicable
,"Nov., 2001","2001/11",3033,Not Applicable,Not Applicable
,"Dec., 2001","2001/12",3076,Not Applicable,Not Applicable
,"Jan., 2002","2002/01",3007,Not Applicable,Not Applicable
,"Feb., 2002","2002/02",2632,Not Applicable,Not Applicable
,"Mar., 2002","2002/03",3072,Not Applicable,Not Applicable
,"Apr., 2002","2002/04",3065,Not Applicable,Not Applicable
,"May, 2002","2002/05",3238,Not Applicable,Not Applicable
,"Jun., 2002","2002/06",3097,Not Applicable,Not Applicable
,"Jul., 2002","2002/07",3450,Not Applicable,Not Applicable
,"Aug., 2002","2002/08",3200,Not Applicable,Not Applicable
,"Sep., 2002","2002/09",3217,Not Applicable,Not Applicable
,"Oct., 2002","2002/10",3115,Not Applicable,Not Applicable
,"Nov., 2002","2002/11",3022,Not Applicable,Not Applicable
,"Dec., 2002","2002/12",3078,Not Applicable,Not Applicable
,"Jan., 2003","2003/01",3008,Not Applicable,Not Applicable
,"Feb., 2003","2003/02",2771,Not Applicable,Not Applicable
,"Mar., 2003","2003/03",3163,Not Applicable,Not Applicable
,"Apr., 2003","2003/04",3000,Not Applicable,Not Applicable
,"May, 2003","2003/05",3194,Not Applicable,Not Applicable
,"Jun., 2003","2003/06",3332,Not Applicable,Not Applicable
,"Jul., 2003","2003/07",3447,Not Applicable,Not Applicable
,"Aug., 2003","2003/08",3402,Not Applicable,Not Applicable
,"Sep., 2003","2003/09",3159,Not Applicable,Not Applicable
,"Oct., 2003","2003/10",3248,Not Applicable,Not Applicable
,"Nov., 2003","2003/11",3235,Not Applicable,Not Applicable
,"Dec., 2003","2003/12",3264,Not Applicable,Not Applicable
,"Jan., 2004","2004/01",3158,Not Applicable,Not Applicable
,"Feb., 2004","2004/02",2854,Not Applicable,Not Applicable
,"Mar., 2004","2004/03",3175,Not Applicable,Not Applicable
,"Apr., 2004","2004/04",3065,Not Applicable,Not Applicable
,"May, 2004","2004/05",3343,Not Applicable,Not Applicable
,"Jun., 2004","2004/06",3210,Not Applicable,Not Applicable
,"Jul., 2004","2004/07",3622,Not Applicable,Not Applicable
,"Aug., 2004","2004/08",3491,Not Applicable,Not Applicable
,"Sep., 2004","2004/09",3154,Not Applicable,Not Applicable
,"Oct., 2004","2004/10",3235,Not Applicable,Not Applicable
,"Nov., 2004","2004/11",2966,Not Applicable,Not Applicable
,"Dec., 2004","2004/12",3213,Not Applicable,Not Applicable
,"Jan., 2005","2005/01",3196,Not Applicable,Not Applicable
,"Feb., 2005","2005/02",2852,Not Applicable,Not Applicable
,"Mar., 2005","2005/03",3191,Not Applicable,Not Applicable
,"Apr., 2005","2005/04",3276,Not Applicable,Not Applicable
,"May, 2005","2005/05",3388,Not Applicable,Not Applicable
,"Jun., 2005","2005/06",3346,Not Applicable,Not Applicable
,"Jul., 2005","2005/07",3798,Not Applicable,Not Applicable
,"Aug., 2005","2005/08",3470,Not Applicable,Not Applicable
,"Sep., 2005","2005/09",3364,Not Applicable,Not Applicable
,"Oct., 2005","2005/10",3560,Not Applicable,Not Applicable
,"Nov., 2005","2005/11",3317,Not Applicable,Not Applicable
,"Dec., 2005","2005/12",3341,Not Applicable,Not Applicable
,"Jan., 2006","2006/01",3290,Not Applicable,Not Applicable
,"Feb., 2006","2006/02",3035,Not Applicable,Not Applicable
,"Mar., 2006","2006/03",3370,Not Applicable,Not Applicable
,"Apr., 2006","2006/04",3531,Not Applicable,Not Applicable
,"May, 2006","2006/05",3648,Not Applicable,Not Applicable
,"Jun., 2006","2006/06",3624,Not Applicable,Not Applicable
,"Jul., 2006","2006/07",3940,Not Applicable,Not Applicable
,"Aug., 2006","2006/08",3634,Not Applicable,Not Applicable
,"Sep., 2006","2006/09",3461,Not Applicable,Not Applicable
,"Oct., 2006","2006/10",3628,Not Applicable,Not Applicable
,"Nov., 2006","2006/11",3359,Not Applicable,Not Applicable
,"Dec., 2006","2006/12",3525,Not Applicable,Not Applicable
,"Jan., 2007","2007/01",3405,Not Applicable,Not Applicable
,"Feb., 2007","2007/02",3002,Not Applicable,Not Applicable
,"Mar., 2007","2007/03",3525,Not Applicable,Not Applicable
,"Apr., 2007","2007/04",3467,Not Applicable,Not Applicable
,"May, 2007","2007/05",3572,Not Applicable,Not Applicable
,"Jun., 2007","2007/06",3586,Not Applicable,Not Applicable
,"Jul., 2007","2007/07",3800,Not Applicable,Not Applicable
,"Aug., 2007","2007/08",3560,Not Applicable,Not Applicable
,"Sep., 2007","2007/09",3468,Not Applicable,Not Applicable
,"Oct., 2007","2007/10",3457,Not Applicable,Not Applicable
,"Nov., 2007","2007/11",3325,Not Applicable,Not Applicable
,"Dec., 2007","2007/12",3447,Not Applicable,Not Applicable
,"Jan., 2008","2008/01",3370,Not Applicable,Not Applicable
,"Feb., 2008","2008/02",3218,Not Applicable,Not Applicable
,"Mar., 2008","2008/03",3432,Not Applicable,Not Applicable
,"Apr., 2008","2008/04",3282,Not Applicable,Not Applicable
,"May, 2008","2008/05",3516,Not Applicable,Not Applicable
,"Jun., 2008","2008/06",3437,Not Applicable,Not Applicable
,"Jul., 2008","2008/07",3557,Not Applicable,Not Applicable
,"Aug., 2008","2008/08",3602,Not Applicable,Not Applicable
,"Sep., 2008","2008/09",3346,Not Applicable,Not Applicable
,"Oct., 2008","2008/10",3300,Not Applicable,Not Applicable
,"Nov., 2008","2008/11",3267,Not Applicable,Not Applicable
,"Dec., 2008","2008/12",3250,Not Applicable,Not Applicable
,"Jan., 2009","2009/01",3201,Not Applicable,Not Applicable
,"Feb., 2009","2009/02",2998,Not Applicable,Not Applicable
,"Mar., 2009","2009/03",3299,Not Applicable,Not Applicable
,"Apr., 2009","2009/04",3164,Not Applicable,Not Applicable
,"May, 2009","2009/05",3383,Not Applicable,Not Applicable
,"Jun., 2009","2009/06",3333,Not Applicable,Not Applicable
,"Jul., 2009","2009/07",3497,Not Applicable,Not Applicable
,"Aug., 2009","2009/08",3506,Not Applicable,Not Applicable
,"Sep., 2009","2009/09",3336,Not Applicable,Not Applicable
,"Oct., 2009","2009/10",3393,Not Applicable,Not Applicable
,"Nov., 2009","2009/11",3205,Not Applicable,Not Applicable
,"Dec., 2009","2009/12",3193,Not Applicable,Not Applicable
,"Jan., 2010","2010/01",3117,Not Applicable,Not Applicable
,"Feb., 2010","2010/02",2812,Not Applicable,Not Applicable
,"Mar., 2010","2010/03",3235,Not Applicable,Not Applicable
,"Apr., 2010","2010/04",3259,Not Applicable,Not Applicable
,"May, 2010","2010/05",3528,Not Applicable,Not Applicable
,"Jun., 2010","2010/06",3151,Not Applicable,Not Applicable
,"Jul., 2010","2010/07",3503,Not Applicable,Not Applicable
,"Aug., 2010","2010/08",3481,Not Applicable,Not Applicable
,"Sep., 2010","2010/09",3148,Not Applicable,Not Applicable
,"Oct., 2010","2010/10",3311,Not Applicable,Not Applicable
,"Nov., 2010","2010/11",3155,Not Applicable,Not Applicable
,"Dec., 2010","2010/12",3227,Not Applicable,Not Applicable
,"Jan., 2011","2011/01",3151,Not Applicable,Not Applicable
,"Feb., 2011","2011/02",2992,Not Applicable,Not Applicable
,"Mar., 2011","2011/03",3307,Not Applicable,Not Applicable
,"Apr., 2011","2011/04",3289,Not Applicable,Not Applicable
,"May, 2011","2011/05",3409,Not Applicable,Not Applicable
,"Jun., 2011","2011/06",3301,Not Applicable,Not Applicable
,"Jul., 2011","2011/07",3722,Not Applicable,Not Applicable
,"Aug., 2011","2011/08",3526,Not Applicable,Not Applicable
,"Sep., 2011","2011/09",3215,Not Applicable,Not Applicable
,"Oct., 2011","2011/10",3309,Not Applicable,Not Applicable
,"Nov., 2011","2011/11",3176,Not Applicable,Not Applicable
,"Dec., 2011","2011/12",3248,Not Applicable,Not Applicable
,"Jan., 2012","2012/01",3219,Not Applicable,Not Applicable
,"Feb., 2012","2012/02",2942,Not Applicable,Not Applicable
,"Mar., 2012","2012/03",3347,Not Applicable,Not Applicable
,"Apr., 2012","2012/04",3267,Not Applicable,Not Applicable
,"May, 2012","2012/05",3423,Not Applicable,Not Applicable
,"Jun., 2012","2012/06",3488,Not Applicable,Not Applicable
,"Jul., 2012","2012/07",3604,Not Applicable,Not Applicable
,"Aug., 2012","2012/08",3419,Not Applicable,Not Applicable
,"Sep., 2012","2012/09",3409,Not Applicable,Not Applicable
,"Oct., 2012","2012/10",3315,Not Applicable,Not Applicable
