"Notes"	"MMWR Week"	"MMWR Week Code"	Deaths	Population	Crude Rate
	"2018 Week 01 ending January 06, 2018"	"2018/01"	55140	Not Applicable	Not Applicable
	"2018 Week 02 ending January 13, 2018"	"2018/02"	65145	Not Applicable	Not Applicable
	"2018 Week 03 ending January 20, 2018"	"2018/03"	62569	Not Applicable	Not Applicable
	"2018 Week 04 ending January 27, 2018"	"2018/04"	60665	Not Applicable	Not Applicable
	"2018 Week 05 ending February 03, 2018"	"2018/05"	58898	Not Applicable	Not Applicable
	"2018 Week 06 ending February 10, 2018"	"2018/06"	59054	Not Applicable	Not Applicable
	"2018 Week 07 ending February 17, 2018"	"2018/07"	57710	Not Applicable	Not Applicable
	"2018 Week 08 ending February 24, 2018"	"2018/08"	55855	Not Applicable	Not Applicable
	"2018 Week 09 ending March 03, 2018"	"2018/09"	54651	Not Applicable	Not Applicable
	"2018 Week 10 ending March 10, 2018"	"2018/10"	55058	Not Applicable	Not Applicable
	"2018 Week 11 ending March 17, 2018"	"2018/11"	54349	Not Applicable	Not Applicable
	"2018 Week 12 ending March 24, 2018"	"2018/12"	53842	Not Applicable	Not Applicable
	"2018 Week 13 ending March 31, 2018"	"2018/13"	53028	Not Applicable	Not Applicable
	"2018 Week 14 ending April 07, 2018"	"2018/14"	53347	Not Applicable	Not Applicable
	"2018 Week 15 ending April 14, 2018"	"2018/15"	53299	Not Applicable	Not Applicable
	"2018 Week 16 ending April 21, 2018"	"2018/16"	52168	Not Applicable	Not Applicable
	"2018 Week 17 ending April 28, 2018"	"2018/17"	51900	Not Applicable	Not Applicable
	"2018 Week 18 ending May 05, 2018"	"2018/18"	51843	Not Applicable	Not Applicable
	"2018 Week 19 ending May 12, 2018"	"2018/19"	50209	Not Applicable	Not Applicable
	"2018 Week 20 ending May 19, 2018"	"2018/20"	48804	Not Applicable	Not Applicable
	"2018 Week 21 ending May 26, 2018"	"2018/21"	49072	Not Applicable	Not Applicable
	"2018 Week 22 ending June 02, 2018"	"2018/22"	49169	Not Applicable	Not Applicable
	"2018 Week 23 ending June 09, 2018"	"2018/23"	50099	Not Applicable	Not Applicable
	"2018 Week 24 ending June 16, 2018"	"2018/24"	49468	Not Applicable	Not Applicable
	"2018 Week 25 ending June 23, 2018"	"2018/25"	49206	Not Applicable	Not Applicable
	"2018 Week 26 ending June 30, 2018"	"2018/26"	48993	Not Applicable	Not Applicable
	"2018 Week 27 ending July 07, 2018"	"2018/27"	49764	Not Applicable	Not Applicable
	"2018 Week 28 ending July 14, 2018"	"2018/28"	49279	Not Applicable	Not Applicable
	"2018 Week 29 ending July 21, 2018"	"2018/29"	48737	Not Applicable	Not Applicable
	"2018 Week 30 ending July 28, 2018"	"2018/30"	48403	Not Applicable	Not Applicable
	"2018 Week 31 ending August 04, 2018"	"2018/31"	48781	Not Applicable	Not Applicable
	"2018 Week 32 ending August 11, 2018"	"2018/32"	49022	Not Applicable	Not Applicable
	"2018 Week 33 ending August 18, 2018"	"2018/33"	48507	Not Applicable	Not Applicable
	"2018 Week 34 ending August 25, 2018"	"2018/34"	48600	Not Applicable	Not Applicable
	"2018 Week 35 ending September 01, 2018"	"2018/35"	48805	Not Applicable	Not Applicable
	"2018 Week 36 ending September 08, 2018"	"2018/36"	48443	Not Applicable	Not Applicable
	"2018 Week 37 ending September 15, 2018"	"2018/37"	49231	Not Applicable	Not Applicable
	"2018 Week 38 ending September 22, 2018"	"2018/38"	49674	Not Applicable	Not Applicable
	"2018 Week 39 ending September 29, 2018"	"2018/39"	49197	Not Applicable	Not Applicable
	"2018 Week 40 ending October 06, 2018"	"2018/40"	50543	Not Applicable	Not Applicable
	"2018 Week 41 ending October 13, 2018"	"2018/41"	50008	Not Applicable	Not Applicable
	"2018 Week 42 ending October 20, 2018"	"2018/42"	51149	Not Applicable	Not Applicable
	"2018 Week 43 ending October 27, 2018"	"2018/43"	51829	Not Applicable	Not Applicable
	"2018 Week 44 ending November 03, 2018"	"2018/44"	51816	Not Applicable	Not Applicable
	"2018 Week 45 ending November 10, 2018"	"2018/45"	51789	Not Applicable	Not Applicable
	"2018 Week 46 ending November 17, 2018"	"2018/46"	52808	Not Applicable	Not Applicable
	"2018 Week 47 ending November 24, 2018"	"2018/47"	52958	Not Applicable	Not Applicable
	"2018 Week 48 ending December 01, 2018"	"2018/48"	53192	Not Applicable	Not Applicable
	"2018 Week 49 ending December 08, 2018"	"2018/49"	54063	Not Applicable	Not Applicable
	"2018 Week 50 ending December 15, 2018"	"2018/50"	54428	Not Applicable	Not Applicable
	"2018 Week 51 ending December 22, 2018"	"2018/51"	54595	Not Applicable	Not Applicable
	"2018 Week 52 ending December 29, 2018"	"2018/52"	54149	Not Applicable	Not Applicable
	"2018 Week Not Available"	"2018/99"	148	Not Applicable	Not Applicable
	"2019 Week 01 ending January 05, 2019"	"2019/01"	56265	Not Applicable	Not Applicable
	"2019 Week 02 ending January 12, 2019"	"2019/02"	56418	Not Applicable	Not Applicable
	"2019 Week 03 ending January 19, 2019"	"2019/03"	56269	Not Applicable	Not Applicable
	"2019 Week 04 ending January 26, 2019"	"2019/04"	55925	Not Applicable	Not Applicable
	"2019 Week 05 ending February 02, 2019"	"2019/05"	56159	Not Applicable	Not Applicable
	"2019 Week 06 ending February 09, 2019"	"2019/06"	56552	Not Applicable	Not Applicable
	"2019 Week 07 ending February 16, 2019"	"2019/07"	56075	Not Applicable	Not Applicable
	"2019 Week 08 ending February 23, 2019"	"2019/08"	56097	Not Applicable	Not Applicable
	"2019 Week 09 ending March 02, 2019"	"2019/09"	56012	Not Applicable	Not Applicable
	"2019 Week 10 ending March 09, 2019"	"2019/10"	56592	Not Applicable	Not Applicable
	"2019 Week 11 ending March 16, 2019"	"2019/11"	55961	Not Applicable	Not Applicable
	"2019 Week 12 ending March 23, 2019"	"2019/12"	55187	Not Applicable	Not Applicable
	"2019 Week 13 ending March 30, 2019"	"2019/13"	54819	Not Applicable	Not Applicable
	"2019 Week 14 ending April 06, 2019"	"2019/14"	54682	Not Applicable	Not Applicable
	"2019 Week 15 ending April 13, 2019"	"2019/15"	53642	Not Applicable	Not Applicable
	"2019 Week 16 ending April 20, 2019"	"2019/16"	52632	Not Applicable	Not Applicable
	"2019 Week 17 ending April 27, 2019"	"2019/17"	51814	Not Applicable	Not Applicable
	"2019 Week 18 ending May 04, 2019"	"2019/18"	52165	Not Applicable	Not Applicable
	"2019 Week 19 ending May 11, 2019"	"2019/19"	51656	Not Applicable	Not Applicable
	"2019 Week 20 ending May 18, 2019"	"2019/20"	51755	Not Applicable	Not Applicable
	"2019 Week 21 ending May 25, 2019"	"2019/21"	51845	Not Applicable	Not Applicable
	"2019 Week 22 ending June 01, 2019"	"2019/22"	50773	Not Applicable	Not Applicable
	"2019 Week 23 ending June 08, 2019"	"2019/23"	51273	Not Applicable	Not Applicable
	"2019 Week 24 ending June 15, 2019"	"2019/24"	50908	Not Applicable	Not Applicable
	"2019 Week 25 ending June 22, 2019"	"2019/25"	50501	Not Applicable	Not Applicable
	"2019 Week 26 ending June 29, 2019"	"2019/26"	50409	Not Applicable	Not Applicable
	"2019 Week 27 ending July 06, 2019"	"2019/27"	50408	Not Applicable	Not Applicable
	"2019 Week 28 ending July 13, 2019"	"2019/28"	50093	Not Applicable	Not Applicable
	"2019 Week 29 ending July 20, 2019"	"2019/29"	49784	Not Applicable	Not Applicable
	"2019 Week 30 ending July 27, 2019"	"2019/30"	49800	Not Applicable	Not Applicable
	"2019 Week 31 ending August 03, 2019"	"2019/31"	49668	Not Applicable	Not Applicable
	"2019 Week 32 ending August 10, 2019"	"2019/32"	49995	Not Applicable	Not Applicable
	"2019 Week 33 ending August 17, 2019"	"2019/33"	49305	Not Applicable	Not Applicable
	"2019 Week 34 ending August 24, 2019"	"2019/34"	49229	Not Applicable	Not Applicable
	"2019 Week 35 ending August 31, 2019"	"2019/35"	49352	Not Applicable	Not Applicable
	"2019 Week 36 ending September 07, 2019"	"2019/36"	50018	Not Applicable	Not Applicable
	"2019 Week 37 ending September 14, 2019"	"2019/37"	49906	Not Applicable	Not Applicable
	"2019 Week 38 ending September 21, 2019"	"2019/38"	49983	Not Applicable	Not Applicable
	"2019 Week 39 ending September 28, 2019"	"2019/39"	51028	Not Applicable	Not Applicable
	"2019 Week 40 ending October 05, 2019"	"2019/40"	50751	Not Applicable	Not Applicable
	"2019 Week 41 ending October 12, 2019"	"2019/41"	51366	Not Applicable	Not Applicable
	"2019 Week 42 ending October 19, 2019"	"2019/42"	52492	Not Applicable	Not Applicable
	"2019 Week 43 ending October 26, 2019"	"2019/43"	52216	Not Applicable	Not Applicable
	"2019 Week 44 ending November 02, 2019"	"2019/44"	52246	Not Applicable	Not Applicable
	"2019 Week 45 ending November 09, 2019"	"2019/45"	53884	Not Applicable	Not Applicable
	"2019 Week 46 ending November 16, 2019"	"2019/46"	54070	Not Applicable	Not Applicable
	"2019 Week 47 ending November 23, 2019"	"2019/47"	54329	Not Applicable	Not Applicable
	"2019 Week 48 ending November 30, 2019"	"2019/48"	53665	Not Applicable	Not Applicable
	"2019 Week 49 ending December 07, 2019"	"2019/49"	55351	Not Applicable	Not Applicable
	"2019 Week 50 ending December 14, 2019"	"2019/50"	55775	Not Applicable	Not Applicable
	"2019 Week 51 ending December 21, 2019"	"2019/51"	55603	Not Applicable	Not Applicable
	"2019 Week 52 ending December 28, 2019"	"2019/52"	56610	Not Applicable	Not Applicable
	"2019 Week Not Available"	"2019/99"	129	Not Applicable	Not Applicable
	"2020 Week 01 ending January 04, 2020"	"2020/01"	58037	Not Applicable	Not Applicable
	"2020 Week 02 ending January 11, 2020"	"2020/02"	58602	Not Applicable	Not Applicable
	"2020 Week 03 ending January 18, 2020"	"2020/03"	57299	Not Applicable	Not Applicable
	"2020 Week 04 ending January 25, 2020"	"2020/04"	57103	Not Applicable	Not Applicable
	"2020 Week 05 ending February 01, 2020"	"2020/05"	56660	Not Applicable	Not Applicable
	"2020 Week 06 ending February 08, 2020"	"2020/06"	57443	Not Applicable	Not Applicable
	"2020 Week 07 ending February 15, 2020"	"2020/07"	56821	Not Applicable	Not Applicable
	"2020 Week 08 ending February 22, 2020"	"2020/08"	56787	Not Applicable	Not Applicable
	"2020 Week 09 ending February 29, 2020"	"2020/09"	57175	Not Applicable	Not Applicable
	"2020 Week 10 ending March 07, 2020"	"2020/10"	57659	Not Applicable	Not Applicable
	"2020 Week 11 ending March 14, 2020"	"2020/11"	56595	Not Applicable	Not Applicable
	"2020 Week 12 ending March 21, 2020"	"2020/12"	57144	Not Applicable	Not Applicable
	"2020 Week 13 ending March 28, 2020"	"2020/13"	60801	Not Applicable	Not Applicable
	"2020 Week 14 ending April 04, 2020"	"2020/14"	69695	Not Applicable	Not Applicable
	"2020 Week 15 ending April 11, 2020"	"2020/15"	76395	Not Applicable	Not Applicable
	"2020 Week 16 ending April 18, 2020"	"2020/16"	74258	Not Applicable	Not Applicable
	"2020 Week 17 ending April 25, 2020"	"2020/17"	71420	Not Applicable	Not Applicable
	"2020 Week 18 ending May 02, 2020"	"2020/18"	66934	Not Applicable	Not Applicable
	"2020 Week 19 ending May 09, 2020"	"2020/19"	64395	Not Applicable	Not Applicable
	"2020 Week 20 ending May 16, 2020"	"2020/20"	62187	Not Applicable	Not Applicable
	"2020 Week 21 ending May 23, 2020"	"2020/21"	59349	Not Applicable	Not Applicable
	"2020 Week 22 ending May 30, 2020"	"2020/22"	57444	Not Applicable	Not Applicable
	"2020 Week 23 ending June 06, 2020"	"2020/23"	56548	Not Applicable	Not Applicable
	"2020 Week 24 ending June 13, 2020"	"2020/24"	55760	Not Applicable	Not Applicable
	"2020 Week 25 ending June 20, 2020"	"2020/25"	55698	Not Applicable	Not Applicable
	"2020 Week 26 ending June 27, 2020"	"2020/26"	56265	Not Applicable	Not Applicable
	"2020 Week 27 ending July 04, 2020"	"2020/27"	57509	Not Applicable	Not Applicable
	"2020 Week 28 ending July 11, 2020"	"2020/28"	59461	Not Applicable	Not Applicable
	"2020 Week 29 ending July 18, 2020"	"2020/29"	60678	Not Applicable	Not Applicable
	"2020 Week 30 ending July 25, 2020"	"2020/30"	61881	Not Applicable	Not Applicable
	"2020 Week 31 ending August 01, 2020"	"2020/31"	61832	Not Applicable	Not Applicable
	"2020 Week 32 ending August 08, 2020"	"2020/32"	61289	Not Applicable	Not Applicable
	"2020 Week 33 ending August 15, 2020"	"2020/33"	61223	Not Applicable	Not Applicable
	"2020 Week 34 ending August 22, 2020"	"2020/34"	60200	Not Applicable	Not Applicable
	"2020 Week 35 ending August 29, 2020"	"2020/35"	58763	Not Applicable	Not Applicable
	"2020 Week 36 ending September 05, 2020"	"2020/36"	57936	Not Applicable	Not Applicable
	"2020 Week 37 ending September 12, 2020"	"2020/37"	57416	Not Applicable	Not Applicable
	"2020 Week 38 ending September 19, 2020"	"2020/38"	57600	Not Applicable	Not Applicable
	"2020 Week 39 ending September 26, 2020"	"2020/39"	58445	Not Applicable	Not Applicable
	"2020 Week 40 ending October 03, 2020"	"2020/40"	57645	Not Applicable	Not Applicable
	"2020 Week 41 ending October 10, 2020"	"2020/41"	59521	Not Applicable	Not Applicable
	"2020 Week 42 ending October 17, 2020"	"2020/42"	58472	Not Applicable	Not Applicable
	"2020 Week 43 ending October 24, 2020"	"2020/43"	60040	Not Applicable	Not Applicable
	"2020 Week 44 ending October 31, 2020"	"2020/44"	61237	Not Applicable	Not Applicable
	"2020 Week 45 ending November 07, 2020"	"2020/45"	65267	Not Applicable	Not Applicable
	"2020 Week 46 ending November 14, 2020"	"2020/46"	66453	Not Applicable	Not Applicable
	"2020 Week 47 ending November 21, 2020"	"2020/47"	69329	Not Applicable	Not Applicable
	"2020 Week 48 ending November 28, 2020"	"2020/48"	70911	Not Applicable	Not Applicable
	"2020 Week 49 ending December 05, 2020"	"2020/49"	74890	Not Applicable	Not Applicable
	"2020 Week 50 ending December 12, 2020"	"2020/50"	79318	Not Applicable	Not Applicable
	"2020 Week 51 ending December 19, 2020"	"2020/51"	80155	Not Applicable	Not Applicable
	"2020 Week 52 ending December 26, 2020"	"2020/52"	81482	Not Applicable	Not Applicable
	"2020 Week 53 ending January 02, 2021"	"2020/53"	84052	Not Applicable	Not Applicable
	"2020 Week Not Available"	"2020/99"	179	Not Applicable	Not Applicable
	"2021 Week 01 ending January 09, 2021"	"2021/01"	84057	Not Applicable	Not Applicable
	"2021 Week 02 ending January 16, 2021"	"2021/02"	84350	Not Applicable	Not Applicable
	"2021 Week 03 ending January 23, 2021"	"2021/03"	80828	Not Applicable	Not Applicable
	"2021 Week 04 ending January 30, 2021"	"2021/04"	76403	Not Applicable	Not Applicable
	"2021 Week 05 ending February 06, 2021"	"2021/05"	73810	Not Applicable	Not Applicable
	"2021 Week 06 ending February 13, 2021"	"2021/06"	68864	Not Applicable	Not Applicable
	"2021 Week 07 ending February 20, 2021"	"2021/07"	66960	Not Applicable	Not Applicable
	"2021 Week 08 ending February 27, 2021"	"2021/08"	64222	Not Applicable	Not Applicable
	"2021 Week 09 ending March 06, 2021"	"2021/09"	61323	Not Applicable	Not Applicable
	"2021 Week 10 ending March 13, 2021"	"2021/10"	59532	Not Applicable	Not Applicable
	"2021 Week 11 ending March 20, 2021"	"2021/11"	58055	Not Applicable	Not Applicable
	"2021 Week 12 ending March 27, 2021"	"2021/12"	58453	Not Applicable	Not Applicable
	"2021 Week 13 ending April 03, 2021"	"2021/13"	56354	Not Applicable	Not Applicable
	"2021 Week 14 ending April 10, 2021"	"2021/14"	58636	Not Applicable	Not Applicable
	"2021 Week 15 ending April 17, 2021"	"2021/15"	56772	Not Applicable	Not Applicable
	"2021 Week 16 ending April 24, 2021"	"2021/16"	57893	Not Applicable	Not Applicable
	"2021 Week 17 ending May 01, 2021"	"2021/17"	57492	Not Applicable	Not Applicable
	"2021 Week 18 ending May 08, 2021"	"2021/18"	56694	Not Applicable	Not Applicable
	"2021 Week 19 ending May 15, 2021"	"2021/19"	56156	Not Applicable	Not Applicable
	"2021 Week 20 ending May 22, 2021"	"2021/20"	56428	Not Applicable	Not Applicable
	"2021 Week 21 ending May 29, 2021"	"2021/21"	55118	Not Applicable	Not Applicable
	"2021 Week 22 ending June 05, 2021"	"2021/22"	55166	Not Applicable	Not Applicable
	"2021 Week 23 ending June 12, 2021"	"2021/23"	54868	Not Applicable	Not Applicable
	"2021 Week 24 ending June 19, 2021"	"2021/24"	55011	Not Applicable	Not Applicable
	"2021 Week 25 ending June 26, 2021"	"2021/25"	54664	Not Applicable	Not Applicable
	"2021 Week 26 ending July 03, 2021"	"2021/26"	55276	Not Applicable	Not Applicable
	"2021 Week 27 ending July 10, 2021"	"2021/27"	54901	Not Applicable	Not Applicable
	"2021 Week 28 ending July 17, 2021"	"2021/28"	54959	Not Applicable	Not Applicable
	"2021 Week 29 ending July 24, 2021"	"2021/29"	56197	Not Applicable	Not Applicable
