"Notes"	"Month"	"Month Code"	Deaths	Population	Crude Rate
	"Jan., 1999"	"1999/01"	17174	Not Applicable	Not Applicable
	"Feb., 1999"	"1999/02"	15270	Not Applicable	Not Applicable
	"Mar., 1999"	"1999/03"	16785	Not Applicable	Not Applicable
	"Apr., 1999"	"1999/04"	15324	Not Applicable	Not Applicable
	"May, 1999"	"1999/05"	15667	Not Applicable	Not Applicable
	"Jun., 1999"	"1999/06"	14880	Not Applicable	Not Applicable
	"Jul., 1999"	"1999/07"	15687	Not Applicable	Not Applicable
	"Aug., 1999"	"1999/08"	15060	Not Applicable	Not Applicable
	"Sep., 1999"	"1999/09"	15027	Not Applicable	Not Applicable
	"Oct., 1999"	"1999/10"	15909	Not Applicable	Not Applicable
	"Nov., 1999"	"1999/11"	15402	Not Applicable	Not Applicable
	"Dec., 1999"	"1999/12"	17553	Not Applicable	Not Applicable
	"Jan., 2000"	"2000/01"	18589	Not Applicable	Not Applicable
	"Feb., 2000"	"2000/02"	16071	Not Applicable	Not Applicable
	"Mar., 2000"	"2000/03"	16293	Not Applicable	Not Applicable
	"Apr., 2000"	"2000/04"	15334	Not Applicable	Not Applicable
	"May, 2000"	"2000/05"	16037	Not Applicable	Not Applicable
	"Jun., 2000"	"2000/06"	15436	Not Applicable	Not Applicable
	"Jul., 2000"	"2000/07"	16025	Not Applicable	Not Applicable
	"Aug., 2000"	"2000/08"	16037	Not Applicable	Not Applicable
	"Sep., 2000"	"2000/09"	15674	Not Applicable	Not Applicable
	"Oct., 2000"	"2000/10"	16429	Not Applicable	Not Applicable
	"Nov., 2000"	"2000/11"	16444	Not Applicable	Not Applicable
	"Dec., 2000"	"2000/12"	17891	Not Applicable	Not Applicable
	"Jan., 2001"	"2001/01"	18192	Not Applicable	Not Applicable
	"Feb., 2001"	"2001/02"	16391	Not Applicable	Not Applicable
	"Mar., 2001"	"2001/03"	17456	Not Applicable	Not Applicable
	"Apr., 2001"	"2001/04"	16813	Not Applicable	Not Applicable
	"May, 2001"	"2001/05"	16879	Not Applicable	Not Applicable
	"Jun., 2001"	"2001/06"	16203	Not Applicable	Not Applicable
	"Jul., 2001"	"2001/07"	16714	Not Applicable	Not Applicable
	"Aug., 2001"	"2001/08"	16590	Not Applicable	Not Applicable
	"Sep., 2001"	"2001/09"	16909	Not Applicable	Not Applicable
	"Oct., 2001"	"2001/10"	17147	Not Applicable	Not Applicable
	"Nov., 2001"	"2001/11"	16691	Not Applicable	Not Applicable
	"Dec., 2001"	"2001/12"	17919	Not Applicable	Not Applicable
	"Jan., 2002"	"2002/01"	18847	Not Applicable	Not Applicable
	"Feb., 2002"	"2002/02"	16898	Not Applicable	Not Applicable
	"Mar., 2002"	"2002/03"	18452	Not Applicable	Not Applicable
	"Apr., 2002"	"2002/04"	17129	Not Applicable	Not Applicable
	"May, 2002"	"2002/05"	17578	Not Applicable	Not Applicable
	"Jun., 2002"	"2002/06"	16822	Not Applicable	Not Applicable
	"Jul., 2002"	"2002/07"	17762	Not Applicable	Not Applicable
	"Aug., 2002"	"2002/08"	17190	Not Applicable	Not Applicable
	"Sep., 2002"	"2002/09"	16890	Not Applicable	Not Applicable
	"Oct., 2002"	"2002/10"	17739	Not Applicable	Not Applicable
	"Nov., 2002"	"2002/11"	17687	Not Applicable	Not Applicable
	"Dec., 2002"	"2002/12"	18767	Not Applicable	Not Applicable
	"Jan., 2003"	"2003/01"	19226	Not Applicable	Not Applicable
	"Feb., 2003"	"2003/02"	17251	Not Applicable	Not Applicable
	"Mar., 2003"	"2003/03"	18680	Not Applicable	Not Applicable
	"Apr., 2003"	"2003/04"	17735	Not Applicable	Not Applicable
	"May, 2003"	"2003/05"	17981	Not Applicable	Not Applicable
	"Jun., 2003"	"2003/06"	17231	Not Applicable	Not Applicable
	"Jul., 2003"	"2003/07"	17990	Not Applicable	Not Applicable
	"Aug., 2003"	"2003/08"	17921	Not Applicable	Not Applicable
	"Sep., 2003"	"2003/09"	17427	Not Applicable	Not Applicable
	"Oct., 2003"	"2003/10"	18224	Not Applicable	Not Applicable
	"Nov., 2003"	"2003/11"	17897	Not Applicable	Not Applicable
	"Dec., 2003"	"2003/12"	20384	Not Applicable	Not Applicable
	"Jan., 2004"	"2004/01"	19880	Not Applicable	Not Applicable
	"Feb., 2004"	"2004/02"	18016	Not Applicable	Not Applicable
	"Mar., 2004"	"2004/03"	18741	Not Applicable	Not Applicable
	"Apr., 2004"	"2004/04"	17764	Not Applicable	Not Applicable
	"May, 2004"	"2004/05"	18390	Not Applicable	Not Applicable
	"Jun., 2004"	"2004/06"	17548	Not Applicable	Not Applicable
	"Jul., 2004"	"2004/07"	18420	Not Applicable	Not Applicable
	"Aug., 2004"	"2004/08"	18267	Not Applicable	Not Applicable
	"Sep., 2004"	"2004/09"	17532	Not Applicable	Not Applicable
	"Oct., 2004"	"2004/10"	18580	Not Applicable	Not Applicable
	"Nov., 2004"	"2004/11"	18213	Not Applicable	Not Applicable
	"Dec., 2004"	"2004/12"	19582	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	20131	Not Applicable	Not Applicable
	"Feb., 2005"	"2005/02"	18660	Not Applicable	Not Applicable
	"Mar., 2005"	"2005/03"	20301	Not Applicable	Not Applicable
	"Apr., 2005"	"2005/04"	18780	Not Applicable	Not Applicable
	"May, 2005"	"2005/05"	19123	Not Applicable	Not Applicable
	"Jun., 2005"	"2005/06"	18312	Not Applicable	Not Applicable
	"Jul., 2005"	"2005/07"	19109	Not Applicable	Not Applicable
	"Aug., 2005"	"2005/08"	19022	Not Applicable	Not Applicable
	"Sep., 2005"	"2005/09"	18481	Not Applicable	Not Applicable
	"Oct., 2005"	"2005/10"	19306	Not Applicable	Not Applicable
	"Nov., 2005"	"2005/11"	19324	Not Applicable	Not Applicable
	"Dec., 2005"	"2005/12"	21076	Not Applicable	Not Applicable
	"Jan., 2006"	"2006/01"	20725	Not Applicable	Not Applicable
	"Feb., 2006"	"2006/02"	19248	Not Applicable	Not Applicable
	"Mar., 2006"	"2006/03"	20507	Not Applicable	Not Applicable
	"Apr., 2006"	"2006/04"	19579	Not Applicable	Not Applicable
	"May, 2006"	"2006/05"	20062	Not Applicable	Not Applicable
	"Jun., 2006"	"2006/06"	18952	Not Applicable	Not Applicable
	"Jul., 2006"	"2006/07"	20058	Not Applicable	Not Applicable
	"Aug., 2006"	"2006/08"	19584	Not Applicable	Not Applicable
	"Sep., 2006"	"2006/09"	18908	Not Applicable	Not Applicable
	"Oct., 2006"	"2006/10"	20162	Not Applicable	Not Applicable
	"Nov., 2006"	"2006/11"	19770	Not Applicable	Not Applicable
	"Dec., 2006"	"2006/12"	21261	Not Applicable	Not Applicable
	"Jan., 2007"	"2007/01"	21121	Not Applicable	Not Applicable
	"Feb., 2007"	"2007/02"	19863	Not Applicable	Not Applicable
	"Mar., 2007"	"2007/03"	20638	Not Applicable	Not Applicable
	"Apr., 2007"	"2007/04"	19635	Not Applicable	Not Applicable
	"May, 2007"	"2007/05"	19851	Not Applicable	Not Applicable
	"Jun., 2007"	"2007/06"	19016	Not Applicable	Not Applicable
	"Jul., 2007"	"2007/07"	19611	Not Applicable	Not Applicable
	"Aug., 2007"	"2007/08"	19776	Not Applicable	Not Applicable
	"Sep., 2007"	"2007/09"	19083	Not Applicable	Not Applicable
	"Oct., 2007"	"2007/10"	19971	Not Applicable	Not Applicable
	"Nov., 2007"	"2007/11"	19710	Not Applicable	Not Applicable
	"Dec., 2007"	"2007/12"	21131	Not Applicable	Not Applicable
	"Jan., 2008"	"2008/01"	21367	Not Applicable	Not Applicable
	"Feb., 2008"	"2008/02"	21051	Not Applicable	Not Applicable
	"Mar., 2008"	"2008/03"	21426	Not Applicable	Not Applicable
	"Apr., 2008"	"2008/04"	19997	Not Applicable	Not Applicable
	"May, 2008"	"2008/05"	20169	Not Applicable	Not Applicable
