"Notes","Year","Year Code",Deaths,Population,Crude Rate
,"2022 (provisional)","2022",1325260,64806641,2044.9
,"2023 (provisional and partial)","2023",968913,64806641,1495.1
"Total",,,2294173,129613282,1770.0
