"Notes","Year","Year Code","Residence State","Residence State Code",Deaths,Population,Crude Rate
,"2018","2018","Alabama","01",20255,188315,10755.9
,"2018","2018","Alaska","02",1282,14563,8803.1
,"2018","2018","Arizona","04",24817,292594,8481.7
,"2018","2018","Arkansas","05",12430,120582,10308.3
,"2018","2018","California","06",123340,1406893,8766.8
,"2018","2018","Colorado","08",16580,173324,9565.9
,"2018","2018","Connecticut","09",16259,164165,9904.1
,"2018","2018","Delaware","10",4031,40087,10055.6
,"2018","2018","District of Columbia","11",1780,21780,8172.6
,"2018","2018","Florida","12",92213,1126983,8182.3
,"2018","2018","Georgia","13",30769,305250,10079.9
,"2018","2018","Hawaii","15",5465,69639,7847.6
,"2018","2018","Idaho","16",6330,59873,10572.4
,"2018","2018","Illinois","17",49393,502287,9833.6
,"2018","2018","Indiana","18",27419,253527,10815.0
,"2018","2018","Iowa","19",15259,146270,10432.1
,"2018","2018","Kansas","20",12843,120973,10616.4
,"2018","2018","Kentucky","21",17920,164522,10892.2
,"2018","2018","Louisiana","22",16687,163853,10184.1
,"2018","2018","Maine","23",7017,65047,10787.6
,"2018","2018","Maryland","24",21572,222834,9680.7
,"2018","2018","Massachusetts","25",29944,291934,10257.1
,"2018","2018","Michigan","26",43491,409800,10612.7
,"2018","2018","Minnesota","27",22674,226468,10012.0
,"2018","2018","Mississippi","28",11462,108482,10565.8
,"2018","2018","Missouri","29",26336,255427,10310.6
,"2018","2018","Montana","30",4432,44641,9928.1
,"2018","2018","Nebraska","31",8240,79945,10307.1
,"2018","2018","Nevada","32",8723,94717,9209.5
,"2018","2018","New Hampshire","33",6052,57197,10581.0
,"2018","2018","New Jersey","34",36929,374794,9853.1
,"2018","2018","New Mexico","35",7518,83409,9013.4
,"2018","2018","New York","36",76508,844843,9055.9
,"2018","2018","North Carolina","37",37578,378136,9937.7
,"2018","2018","North Dakota","38",3188,33453,9529.8
,"2018","2018","Ohio","39",54318,494828,10977.1
,"2018","2018","Oklahoma","40",15632,147972,10564.2
,"2018","2018","Oregon","41",16371,162673,10063.7
,"2018","2018","Pennsylvania","42",64982,617542,10522.7
,"2018","2018","Rhode Island","44",5197,48918,10623.9
,"2018","2018","South Carolina","45",18987,186810,10163.8
,"2018","2018","South Dakota","46",3855,38138,10108.0
,"2018","2018","Tennessee","47",26358,246760,10681.6
,"2018","2018","Texas","48",78348,808475,9690.8
,"2018","2018","Utah","49",8057,78580,10253.2
,"2018","2018","Vermont","50",2915,27604,10560.1
,"2018","2018","Virginia","51",29320,301170,9735.4
,"2018","2018","Washington","53",25136,257332,9767.9
,"2018","2018","West Virginia","54",9010,82668,10899.0
,"2018","2018","Wisconsin","55",26393,244730,10784.5
,"2018","2018","Wyoming","56",2125,21004,10117.1
"Total","2018","2018",,,1233740,12671811,9736.1
,"2019","2019","Alabama","01",19937,192576,10352.8
,"2019","2019","Alaska","02",1316,15210,8652.2
,"2019","2019","Arizona","04",24941,304267,8197.1
,"2019","2019","Arkansas","05",12663,122966,10298.0
,"2019","2019","California","06",123293,1433764,8599.3
,"2019","2019","Colorado","08",16749,178483,9384.1
,"2019","2019","Connecticut","09",16270,165141,9852.2
,"2019","2019","Delaware","10",3929,41396,9491.3
,"2019","2019","District of Columbia","11",1732,22114,7832.1
,"2019","2019","Florida","12",92734,1161601,7983.3
,"2019","2019","Georgia","13",30659,317392,9659.7
,"2019","2019","Hawaii","15",5583,70857,7879.2
