"Notes","Month","Month Code",Deaths,Population,Crude Rate
,"Jan., 1999","1999/01",27740,Not Applicable,Not Applicable
,"Feb., 1999","1999/02",24848,Not Applicable,Not Applicable
,"Mar., 1999","1999/03",27276,Not Applicable,Not Applicable
,"Apr., 1999","1999/04",25201,Not Applicable,Not Applicable
,"May, 1999","1999/05",25697,Not Applicable,Not Applicable
,"Jun., 1999","1999/06",24577,Not Applicable,Not Applicable
,"Jul., 1999","1999/07",25902,Not Applicable,Not Applicable
,"Aug., 1999","1999/08",24902,Not Applicable,Not Applicable
,"Sep., 1999","1999/09",24696,Not Applicable,Not Applicable
,"Oct., 1999","1999/10",25943,Not Applicable,Not Applicable
,"Nov., 1999","1999/11",25193,Not Applicable,Not Applicable
,"Dec., 1999","1999/12",28335,Not Applicable,Not Applicable
,"Jan., 2000","2000/01",29915,Not Applicable,Not Applicable
,"Feb., 2000","2000/02",25984,Not Applicable,Not Applicable
,"Mar., 2000","2000/03",26419,Not Applicable,Not Applicable
,"Apr., 2000","2000/04",25388,Not Applicable,Not Applicable
,"May, 2000","2000/05",26353,Not Applicable,Not Applicable
,"Jun., 2000","2000/06",25536,Not Applicable,Not Applicable
,"Jul., 2000","2000/07",26457,Not Applicable,Not Applicable
,"Aug., 2000","2000/08",26305,Not Applicable,Not Applicable
,"Sep., 2000","2000/09",25749,Not Applicable,Not Applicable
,"Oct., 2000","2000/10",26907,Not Applicable,Not Applicable
,"Nov., 2000","2000/11",26817,Not Applicable,Not Applicable
,"Dec., 2000","2000/12",28920,Not Applicable,Not Applicable
,"Jan., 2001","2001/01",29473,Not Applicable,Not Applicable
,"Feb., 2001","2001/02",26396,Not Applicable,Not Applicable
,"Mar., 2001","2001/03",28303,Not Applicable,Not Applicable
,"Apr., 2001","2001/04",27165,Not Applicable,Not Applicable
,"May, 2001","2001/05",27491,Not Applicable,Not Applicable
,"Jun., 2001","2001/06",26589,Not Applicable,Not Applicable
,"Jul., 2001","2001/07",27310,Not Applicable,Not Applicable
