"Notes"	"Month"	"Month Code"	"State"	"State Code"	Deaths	Population	Crude Rate
	"Jan., 1999"	"1999/01"	"Alabama"	"01"	3594	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"Alaska"	"02"	212	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"Arizona"	"04"	3355	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"Arkansas"	"05"	2354	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"California"	"06"	18654	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"Colorado"	"08"	2064	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"Connecticut"	"09"	2508	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"Delaware"	"10"	562	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"District of Columbia"	"11"	497	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"Florida"	"12"	12919	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"Georgia"	"13"	5189	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"Hawaii"	"15"	675	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"Idaho"	"16"	650	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"Illinois"	"17"	8994	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"Indiana"	"18"	4586	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"Iowa"	"19"	2210	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"Kansas"	"20"	1846	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"Kentucky"	"21"	3093	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"Louisiana"	"22"	3357	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"Maine"	"23"	977	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"Maryland"	"24"	3389	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"Massachusetts"	"25"	4607	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"Michigan"	"26"	7035	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"Minnesota"	"27"	3050	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"Mississippi"	"28"	2206	Not Applicable	Not Applicable
