"Notes"	"Month"	"Month Code"	"State"	"State Code"	Deaths	Population	Crude Rate
	"Jan., 1999"	"1999/01"	"Alabama"	"01"	358	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"Alaska"	"02"	24	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"Arizona"	"04"	344	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"Arkansas"	"05"	232	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"California"	"06"	1528	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"Colorado"	"08"	150	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"Connecticut"	"09"	199	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"Delaware"	"10"	52	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"District of Columbia"	"11"	46	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"Florida"	"12"	1217	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"Georgia"	"13"	533	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"Hawaii"	"15"	56	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"Idaho"	"16"	56	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"Illinois"	"17"	783	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"Indiana"	"18"	426	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"Iowa"	"19"	174	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"Kansas"	"20"	149	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"Kentucky"	"21"	308	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"Louisiana"	"22"	304	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"Maine"	"23"	86	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"Maryland"	"24"	310	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"Massachusetts"	"25"	357	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"Michigan"	"26"	662	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"Minnesota"	"27"	219	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"Mississippi"	"28"	216	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"Missouri"	"29"	408	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"Montana"	"30"	50	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"Nebraska"	"31"	100	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"Nevada"	"32"	149	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"New Hampshire"	"33"	77	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"New Jersey"	"34"	547	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"New Mexico"	"35"	100	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"New York"	"36"	1185	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"North Carolina"	"37"	552	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"North Dakota"	"38"	40	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"Ohio"	"39"	781	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"Oklahoma"	"40"	260	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"Oregon"	"41"	171	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"Pennsylvania"	"42"	932	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"Rhode Island"	"44"	60	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"South Carolina"	"45"	288	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"South Dakota"	"46"	43	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"Tennessee"	"47"	398	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"Texas"	"48"	1138	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"Utah"	"49"	83	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"Vermont"	"50"	32	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"Virginia"	"51"	472	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"Washington"	"53"	266	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"West Virginia"	"54"	168	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"Wisconsin"	"55"	307	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"Wyoming"	"56"	27	Not Applicable	Not Applicable
	"Feb., 1999"	"1999/02"	"Alabama"	"01"	337	Not Applicable	Not Applicable
	"Feb., 1999"	"1999/02"	"Alaska"	"02"	29	Not Applicable	Not Applicable
	"Feb., 1999"	"1999/02"	"Arizona"	"04"	279	Not Applicable	Not Applicable
	"Feb., 1999"	"1999/02"	"Arkansas"	"05"	189	Not Applicable	Not Applicable
	"Feb., 1999"	"1999/02"	"California"	"06"	1479	Not Applicable	Not Applicable
	"Feb., 1999"	"1999/02"	"Colorado"	"08"	191	Not Applicable	Not Applicable
	"Feb., 1999"	"1999/02"	"Connecticut"	"09"	148	Not Applicable	Not Applicable
	"Feb., 1999"	"1999/02"	"Delaware"	"10"	60	Not Applicable	Not Applicable
	"Feb., 1999"	"1999/02"	"District of Columbia"	"11"	47	Not Applicable	Not Applicable
	"Feb., 1999"	"1999/02"	"Florida"	"12"	1023	Not Applicable	Not Applicable
	"Feb., 1999"	"1999/02"	"Georgia"	"13"	441	Not Applicable	Not Applicable
	"Feb., 1999"	"1999/02"	"Hawaii"	"15"	37	Not Applicable	Not Applicable
	"Feb., 1999"	"1999/02"	"Idaho"	"16"	70	Not Applicable	Not Applicable
	"Feb., 1999"	"1999/02"	"Illinois"	"17"	709	Not Applicable	Not Applicable
	"Feb., 1999"	"1999/02"	"Indiana"	"18"	421	Not Applicable	Not Applicable
	"Feb., 1999"	"1999/02"	"Iowa"	"19"	158	Not Applicable	Not Applicable
	"Feb., 1999"	"1999/02"	"Kansas"	"20"	147	Not Applicable	Not Applicable
	"Feb., 1999"	"1999/02"	"Kentucky"	"21"	280	Not Applicable	Not Applicable
