"Notes"	"Month"	"Month Code"	Deaths	Population	Crude Rate
	"Jan., 1999"	"1999/01"	224753	Not Applicable	Not Applicable
	"Feb., 1999"	"1999/02"	205537	Not Applicable	Not Applicable
	"Mar., 1999"	"1999/03"	223869	Not Applicable	Not Applicable
	"Apr., 1999"	"1999/04"	193765	Not Applicable	Not Applicable
	"May, 1999"	"1999/05"	189168	Not Applicable	Not Applicable
	"Jun., 1999"	"1999/06"	177350	Not Applicable	Not Applicable
	"Jul., 1999"	"1999/07"	184046	Not Applicable	Not Applicable
	"Aug., 1999"	"1999/08"	179720	Not Applicable	Not Applicable
	"Sep., 1999"	"1999/09"	177553	Not Applicable	Not Applicable
	"Oct., 1999"	"1999/10"	192788	Not Applicable	Not Applicable
	"Nov., 1999"	"1999/11"	189431	Not Applicable	Not Applicable
	"Dec., 1999"	"1999/12"	219877	Not Applicable	Not Applicable
	"Jan., 2000"	"2000/01"	244908	Not Applicable	Not Applicable
	"Feb., 2000"	"2000/02"	200645	Not Applicable	Not Applicable
	"Mar., 2000"	"2000/03"	198966	Not Applicable	Not Applicable
	"Apr., 2000"	"2000/04"	187623	Not Applicable	Not Applicable
	"May, 2000"	"2000/05"	190317	Not Applicable	Not Applicable
	"Jun., 2000"	"2000/06"	180319	Not Applicable	Not Applicable
	"Jul., 2000"	"2000/07"	185786	Not Applicable	Not Applicable
	"Aug., 2000"	"2000/08"	185954	Not Applicable	Not Applicable
	"Sep., 2000"	"2000/09"	184245	Not Applicable	Not Applicable
	"Oct., 2000"	"2000/10"	197036	Not Applicable	Not Applicable
	"Nov., 2000"	"2000/11"	196671	Not Applicable	Not Applicable
	"Dec., 2000"	"2000/12"	217511	Not Applicable	Not Applicable
	"Jan., 2001"	"2001/01"	223708	Not Applicable	Not Applicable
	"Feb., 2001"	"2001/02"	195924	Not Applicable	Not Applicable
	"Mar., 2001"	"2001/03"	212643	Not Applicable	Not Applicable
	"Apr., 2001"	"2001/04"	199995	Not Applicable	Not Applicable
	"May, 2001"	"2001/05"	197777	Not Applicable	Not Applicable
	"Jun., 2001"	"2001/06"	188619	Not Applicable	Not Applicable
	"Jul., 2001"	"2001/07"	188532	Not Applicable	Not Applicable
	"Aug., 2001"	"2001/08"	188204	Not Applicable	Not Applicable
	"Sep., 2001"	"2001/09"	186205	Not Applicable	Not Applicable
	"Oct., 2001"	"2001/10"	199679	Not Applicable	Not Applicable
	"Nov., 2001"	"2001/11"	194474	Not Applicable	Not Applicable
	"Dec., 2001"	"2001/12"	207568	Not Applicable	Not Applicable
	"Jan., 2002"	"2002/01"	223109	Not Applicable	Not Applicable
	"Feb., 2002"	"2002/02"	206808	Not Applicable	Not Applicable
	"Mar., 2002"	"2002/03"	223518	Not Applicable	Not Applicable
	"Apr., 2002"	"2002/04"	196938	Not Applicable	Not Applicable
	"May, 2002"	"2002/05"	197063	Not Applicable	Not Applicable
	"Jun., 2002"	"2002/06"	184907	Not Applicable	Not Applicable
	"Jul., 2002"	"2002/07"	190499	Not Applicable	Not Applicable
	"Aug., 2002"	"2002/08"	188294	Not Applicable	Not Applicable
	"Sep., 2002"	"2002/09"	184873	Not Applicable	Not Applicable
	"Oct., 2002"	"2002/10"	197251	Not Applicable	Not Applicable
	"Nov., 2002"	"2002/11"	199631	Not Applicable	Not Applicable
	"Dec., 2002"	"2002/12"	217247	Not Applicable	Not Applicable
	"Jan., 2003"	"2003/01"	221302	Not Applicable	Not Applicable
	"Feb., 2003"	"2003/02"	197936	Not Applicable	Not Applicable
	"Mar., 2003"	"2003/03"	210732	Not Applicable	Not Applicable
	"Apr., 2003"	"2003/04"	196613	Not Applicable	Not Applicable
	"May, 2003"	"2003/05"	196351	Not Applicable	Not Applicable
	"Jun., 2003"	"2003/06"	188690	Not Applicable	Not Applicable
	"Jul., 2003"	"2003/07"	190751	Not Applicable	Not Applicable
	"Aug., 2003"	"2003/08"	189700	Not Applicable	Not Applicable
	"Sep., 2003"	"2003/09"	185858	Not Applicable	Not Applicable
	"Oct., 2003"	"2003/10"	200027	Not Applicable	Not Applicable
	"Nov., 2003"	"2003/11"	198444	Not Applicable	Not Applicable
	"Dec., 2003"	"2003/12"	238552	Not Applicable	Not Applicable
	"Jan., 2004"	"2004/01"	234839	Not Applicable	Not Applicable
