"Notes"	"Year"	"Year Code"	"Single-Year Ages"	"Single-Year Ages Code"	Deaths	Population	Crude Rate
	"2018"	"2018"	"< 1 year"	"0"	149	25809	577.3
	"2018"	"2018"	"17 years"	"17"	17	25882	Unreliable
	"2018"	"2018"	"18 years"	"18"	13	25929	Unreliable
	"2018"	"2018"	"19 years"	"19"	17	27599	Unreliable
	"2018"	"2018"	"20 years"	"20"	15	27915	Unreliable
	"2018"	"2018"	"21 years"	"21"	17	27844	Unreliable
	"2018"	"2018"	"22 years"	"22"	27	27210	99.2
	"2018"	"2018"	"23 years"	"23"	13	27343	Unreliable
	"2018"	"2018"	"24 years"	"24"	18	26868	Unreliable
	"2018"	"2018"	"25 years"	"25"	23	26587	86.5
	"2018"	"2018"	"26 years"	"26"	27	27094	99.7
	"2018"	"2018"	"27 years"	"27"	21	25492	82.4
	"2018"	"2018"	"28 years"	"28"	21	24978	84.1
	"2018"	"2018"	"29 years"	"29"	13	24324	Unreliable
	"2018"	"2018"	"30 years"	"30"	31	24789	125.1
	"2018"	"2018"	"31 years"	"31"	18	25108	Unreliable
	"2018"	"2018"	"32 years"	"32"	29	25410	114.1
	"2018"	"2018"	"33 years"	"33"	23	26296	87.5
	"2018"	"2018"	"34 years"	"34"	38	25645	148.2
	"2018"	"2018"	"35 years"	"35"	26	26330	98.7
	"2018"	"2018"	"36 years"	"36"	26	26238	99.1
	"2018"	"2018"	"37 years"	"37"	47	25982	180.9
	"2018"	"2018"	"38 years"	"38"	34	26016	130.7
	"2018"	"2018"	"39 years"	"39"	45	23773	189.3
	"2018"	"2018"	"40 years"	"40"	32	23142	138.3
	"2018"	"2018"	"41 years"	"41"	38	22603	168.1
	"2018"	"2018"	"42 years"	"42"	53	21684	244.4
	"2018"	"2018"	"43 years"	"43"	36	22419	160.6
	"2018"	"2018"	"44 years"	"44"	61	21124	288.8
	"2018"	"2018"	"45 years"	"45"	50	20845	239.9
	"2018"	"2018"	"46 years"	"46"	58	22035	263.2
	"2018"	"2018"	"47 years"	"47"	75	22500	333.3
	"2018"	"2018"	"48 years"	"48"	75	22753	329.6
	"2018"	"2018"	"49 years"	"49"	70	21557	324.7
	"2018"	"2018"	"50 years"	"50"	71	20673	343.4
	"2018"	"2018"	"51 years"	"51"	94	20873	450.3
	"2018"	"2018"	"52 years"	"52"	104	21477	484.2
	"2018"	"2018"	"53 years"	"53"	95	23142	410.5
	"2018"	"2018"	"54 years"	"54"	134	24116	555.6
	"2018"	"2018"	"55 years"	"55"	150	24542	611.2
	"2018"	"2018"	"56 years"	"56"	150	24974	600.6
	"2018"	"2018"	"57 years"	"57"	168	25364	662.4
	"2018"	"2018"	"58 years"	"58"	178	25741	691.5
	"2018"	"2018"	"59 years"	"59"	188	24926	754.2
	"2018"	"2018"	"60 years"	"60"	206	24436	843.0
	"2018"	"2018"	"61 years"	"61"	194	24174	802.5
	"2018"	"2018"	"62 years"	"62"	227	23503	965.8
	"2018"	"2018"	"63 years"	"63"	244	23126	1055.1
	"2018"	"2018"	"64 years"	"64"	254	22262	1141.0
	"2018"	"2018"	"65 years"	"65"	259	21259	1218.3
	"2018"	"2018"	"66 years"	"66"	274	20782	1318.4
	"2018"	"2018"	"67 years"	"67"	279	19954	1398.2
	"2018"	"2018"	"68 years"	"68"	277	19013	1456.9
	"2018"	"2018"	"69 years"	"69"	311	18304	1699.1
	"2018"	"2018"	"70 years"	"70"	332	17357	1912.8
	"2018"	"2018"	"71 years"	"71"	351	17876	1963.5
	"2018"	"2018"	"72 years"	"72"	324	12745	2542.2
	"2018"	"2018"	"73 years"	"73"	314	12634	2485.4
	"2018"	"2018"	"74 years"	"74"	343	12603	2721.6
	"2018"	"2018"	"75 years"	"75"	347	12463	2784.2
	"2018"	"2018"	"76 years"	"76"	393	10849	3622.5
	"2018"	"2018"	"77 years"	"77"	331	9791	3380.7
	"2018"	"2018"	"78 years"	"78"	361	9293	3884.6
	"2018"	"2018"	"79 years"	"79"	372	8798	4228.2
	"2018"	"2018"	"80 years"	"80"	373	8378	4452.1
	"2018"	"2018"	"81 years"	"81"	414	7897	5242.5
	"2018"	"2018"	"82 years"	"82"	456	7330	6221.0
	"2018"	"2018"	"83 years"	"83"	422	6991	6036.3
	"2018"	"2018"	"84 years"	"84"	430	6271	6857.0
	"2018"	"2018"	"85 years"	"85"	507	Not Applicable	Not Applicable
	"2018"	"2018"	"86 years"	"86"	472	Not Applicable	Not Applicable
	"2018"	"2018"	"87 years"	"87"	509	Not Applicable	Not Applicable
	"2018"	"2018"	"88 years"	"88"	538	Not Applicable	Not Applicable
	"2018"	"2018"	"89 years"	"89"	549	Not Applicable	Not Applicable
	"2018"	"2018"	"90 years"	"90"	546	Not Applicable	Not Applicable
	"2018"	"2018"	"91 years"	"91"	472	Not Applicable	Not Applicable
	"2018"	"2018"	"92 years"	"92"	468	Not Applicable	Not Applicable
	"2018"	"2018"	"93 years"	"93"	447	Not Applicable	Not Applicable
	"2018"	"2018"	"94 years"	"94"	332	Not Applicable	Not Applicable
	"2018"	"2018"	"95 years"	"95"	313	Not Applicable	Not Applicable
	"2018"	"2018"	"96 years"	"96"	279	Not Applicable	Not Applicable
	"2018"	"2018"	"97 years"	"97"	211	Not Applicable	Not Applicable
	"2018"	"2018"	"98 years"	"98"	163	Not Applicable	Not Applicable
	"2018"	"2018"	"99 years"	"99"	119	Not Applicable	Not Applicable
	"2018"	"2018"	"100+ years"	"100"	220	Not Applicable	Not Applicable
	"2018"	"2018"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"2019"	"2019"	"< 1 year"	"0"	125	25252	495.0
	"2019"	"2019"	"16 years"	"16"	10	26405	Unreliable
	"2019"	"2019"	"18 years"	"18"	23	25727	89.4
	"2019"	"2019"	"19 years"	"19"	15	28020	Unreliable
	"2019"	"2019"	"20 years"	"20"	14	28017	Unreliable
	"2019"	"2019"	"21 years"	"21"	23	27520	83.6
	"2019"	"2019"	"22 years"	"22"	18	26899	Unreliable
	"2019"	"2019"	"23 years"	"23"	21	26587	79.0
	"2019"	"2019"	"24 years"	"24"	19	26528	Unreliable
	"2019"	"2019"	"25 years"	"25"	23	26357	87.3
	"2019"	"2019"	"26 years"	"26"	24	26174	91.7
	"2019"	"2019"	"27 years"	"27"	26	26787	97.1
	"2019"	"2019"	"28 years"	"28"	21	25415	82.6
	"2019"	"2019"	"29 years"	"29"	29	24976	116.1
	"2019"	"2019"	"30 years"	"30"	22	24331	90.4
	"2019"	"2019"	"31 years"	"31"	25	24726	101.1
	"2019"	"2019"	"32 years"	"32"	40	25014	159.9
	"2019"	"2019"	"33 years"	"33"	24	25361	94.6
	"2019"	"2019"	"34 years"	"34"	22	26197	84.0
