"Notes"	"Year"	"Year Code"	"Single-Year Ages"	"Single-Year Ages Code"	Deaths	Population	Crude Rate
	"2018"	"2018"	"< 1 year"	"0"	805	135446	594.3
	"2018"	"2018"	"1 year"	"1"	54	138131	39.1
	"2018"	"2018"	"2 years"	"2"	37	141576	26.1
	"2018"	"2018"	"3 years"	"3"	25	143556	17.4
	"2018"	"2018"	"4 years"	"4"	13	144288	Unreliable
	"2018"	"2018"	"5 years"	"5"	18	144015	Unreliable
	"2018"	"2018"	"7 years"	"7"	22	145349	15.1
	"2018"	"2018"	"8 years"	"8"	12	145946	Unreliable
	"2018"	"2018"	"9 years"	"9"	18	145859	Unreliable
	"2018"	"2018"	"10 years"	"10"	15	150169	Unreliable
	"2018"	"2018"	"11 years"	"11"	18	150806	Unreliable
	"2018"	"2018"	"12 years"	"12"	21	150355	14.0
	"2018"	"2018"	"13 years"	"13"	27	151090	17.9
	"2018"	"2018"	"14 years"	"14"	41	152813	26.8
	"2018"	"2018"	"15 years"	"15"	37	153378	24.1
	"2018"	"2018"	"16 years"	"16"	45	153162	29.4
	"2018"	"2018"	"17 years"	"17"	65	158527	41.0
	"2018"	"2018"	"18 years"	"18"	89	170254	52.3
	"2018"	"2018"	"19 years"	"19"	113	174979	64.6
	"2018"	"2018"	"20 years"	"20"	142	167211	84.9
	"2018"	"2018"	"21 years"	"21"	135	163141	82.8
	"2018"	"2018"	"22 years"	"22"	176	159899	110.1
	"2018"	"2018"	"23 years"	"23"	180	159843	112.6
	"2018"	"2018"	"24 years"	"24"	220	164955	133.4
	"2018"	"2018"	"25 years"	"25"	241	167718	143.7
	"2018"	"2018"	"26 years"	"26"	257	172266	149.2
	"2018"	"2018"	"27 years"	"27"	276	175315	157.4
	"2018"	"2018"	"28 years"	"28"	277	179588	154.2
	"2018"	"2018"	"29 years"	"29"	267	175861	151.8
	"2018"	"2018"	"30 years"	"30"	300	171964	174.5
	"2018"	"2018"	"31 years"	"31"	290	168443	172.2
	"2018"	"2018"	"32 years"	"32"	314	167137	187.9
	"2018"	"2018"	"33 years"	"33"	282	164411	171.5
	"2018"	"2018"	"34 years"	"34"	319	158403	201.4
	"2018"	"2018"	"35 years"	"35"	318	159345	199.6
	"2018"	"2018"	"36 years"	"36"	352	159000	221.4
	"2018"	"2018"	"37 years"	"37"	293	156566	187.1
	"2018"	"2018"	"38 years"	"38"	319	158406	201.4
	"2018"	"2018"	"39 years"	"39"	335	149449	224.2
	"2018"	"2018"	"40 years"	"40"	314	146685	214.1
	"2018"	"2018"	"41 years"	"41"	316	144400	218.8
	"2018"	"2018"	"42 years"	"42"	326	139564	233.6
	"2018"	"2018"	"43 years"	"43"	333	143788	231.6
	"2018"	"2018"	"44 years"	"44"	379	141342	268.1
	"2018"	"2018"	"45 years"	"45"	430	145093	296.4
	"2018"	"2018"	"46 years"	"46"	490	154956	316.2
	"2018"	"2018"	"47 years"	"47"	479	166532	287.6
	"2018"	"2018"	"48 years"	"48"	542	168404	321.8
	"2018"	"2018"	"49 years"	"49"	568	162608	349.3
	"2018"	"2018"	"50 years"	"50"	644	161778	398.1
	"2018"	"2018"	"51 years"	"51"	738	164969	447.4
	"2018"	"2018"	"52 years"	"52"	851	168303	505.6
	"2018"	"2018"	"53 years"	"53"	903	178527	505.8
	"2018"	"2018"	"54 years"	"54"	948	181611	522.0
	"2018"	"2018"	"55 years"	"55"	1068	180562	591.5
	"2018"	"2018"	"56 years"	"56"	1265	181637	696.4
	"2018"	"2018"	"57 years"	"57"	1427	186547	765.0
	"2018"	"2018"	"58 years"	"58"	1491	187604	794.8
	"2018"	"2018"	"59 years"	"59"	1551	185445	836.4
	"2018"	"2018"	"60 years"	"60"	1648	187015	881.2
	"2018"	"2018"	"61 years"	"61"	1748	184159	949.2
	"2018"	"2018"	"62 years"	"62"	1893	175979	1075.7
	"2018"	"2018"	"63 years"	"63"	1945	173908	1118.4
	"2018"	"2018"	"64 years"	"64"	1934	166949	1158.4
	"2018"	"2018"	"65 years"	"65"	2037	160483	1269.3
	"2018"	"2018"	"66 years"	"66"	2066	153686	1344.3
	"2018"	"2018"	"67 years"	"67"	2197	146680	1497.8
	"2018"	"2018"	"68 years"	"68"	2088	140443	1486.7
	"2018"	"2018"	"69 years"	"69"	2390	136606	1749.6
	"2018"	"2018"	"70 years"	"70"	2545	135798	1874.1
	"2018"	"2018"	"71 years"	"71"	2889	143322	2015.7
	"2018"	"2018"	"72 years"	"72"	2389	100270	2382.6
	"2018"	"2018"	"73 years"	"73"	2565	97087	2642.0
	"2018"	"2018"	"74 years"	"74"	2766	96375	2870.0
	"2018"	"2018"	"75 years"	"75"	2998	101615	2950.4
	"2018"	"2018"	"76 years"	"76"	2894	86937	3328.8
	"2018"	"2018"	"77 years"	"77"	2955	78121	3782.6
	"2018"	"2018"	"78 years"	"78"	2851	72269	3945.0
	"2018"	"2018"	"79 years"	"79"	3058	68396	4471.0
	"2018"	"2018"	"80 years"	"80"	3103	65765	4718.3
	"2018"	"2018"	"81 years"	"81"	3226	60033	5373.7
	"2018"	"2018"	"82 years"	"82"	3450	56752	6079.1
	"2018"	"2018"	"83 years"	"83"	3525	53704	6563.8
	"2018"	"2018"	"84 years"	"84"	3535	47045	7514.1
	"2018"	"2018"	"85 years"	"85"	3786	Not Applicable	Not Applicable
	"2018"	"2018"	"86 years"	"86"	4060	Not Applicable	Not Applicable
	"2018"	"2018"	"87 years"	"87"	4210	Not Applicable	Not Applicable
	"2018"	"2018"	"88 years"	"88"	4335	Not Applicable	Not Applicable
	"2018"	"2018"	"89 years"	"89"	4195	Not Applicable	Not Applicable
	"2018"	"2018"	"90 years"	"90"	4139	Not Applicable	Not Applicable
	"2018"	"2018"	"91 years"	"91"	4059	Not Applicable	Not Applicable
	"2018"	"2018"	"92 years"	"92"	3593	Not Applicable	Not Applicable
	"2018"	"2018"	"93 years"	"93"	3250	Not Applicable	Not Applicable
	"2018"	"2018"	"94 years"	"94"	2902	Not Applicable	Not Applicable
	"2018"	"2018"	"95 years"	"95"	2374	Not Applicable	Not Applicable
	"2018"	"2018"	"96 years"	"96"	2023	Not Applicable	Not Applicable
	"2018"	"2018"	"97 years"	"97"	1628	Not Applicable	Not Applicable
	"2018"	"2018"	"98 years"	"98"	1189	Not Applicable	Not Applicable
	"2018"	"2018"	"99 years"	"99"	801	Not Applicable	Not Applicable
	"2018"	"2018"	"100+ years"	"100"	1599	Not Applicable	Not Applicable
	"2018"	"2018"	"Not Stated"	"NS"	24	Not Applicable	Not Applicable
	"2019"	"2019"	"< 1 year"	"0"	788	134712	585.0
	"2019"	"2019"	"1 year"	"1"	44	137402	32.0
	"2019"	"2019"	"2 years"	"2"	24	139553	17.2
	"2019"	"2019"	"3 years"	"3"	28	142257	19.7
	"2019"	"2019"	"4 years"	"4"	25	144000	17.4
	"2019"	"2019"	"5 years"	"5"	22	144818	15.2
	"2019"	"2019"	"6 years"	"6"	23	144426	15.9
	"2019"	"2019"	"7 years"	"7"	13	144836	Unreliable
	"2019"	"2019"	"8 years"	"8"	18	145799	Unreliable
	"2019"	"2019"	"9 years"	"9"	15	146174	Unreliable
	"2019"	"2019"	"11 years"	"11"	25	150263	16.6
	"2019"	"2019"	"12 years"	"12"	19	150821	Unreliable
	"2019"	"2019"	"13 years"	"13"	32	150640	21.2
	"2019"	"2019"	"14 years"	"14"	26	151644	17.1
	"2019"	"2019"	"15 years"	"15"	32	153418	20.9
	"2019"	"2019"	"16 years"	"16"	43	154083	27.9
	"2019"	"2019"	"17 years"	"17"	59	153548	38.4
	"2019"	"2019"	"18 years"	"18"	94	166574	56.4
	"2019"	"2019"	"19 years"	"19"	96	176355	54.4
	"2019"	"2019"	"20 years"	"20"	128	165849	77.2
	"2019"	"2019"	"21 years"	"21"	151	161620	93.4
	"2019"	"2019"	"22 years"	"22"	142	156758	90.6
	"2019"	"2019"	"23 years"	"23"	168	155082	108.3
	"2019"	"2019"	"24 years"	"24"	174	159921	108.8
	"2019"	"2019"	"25 years"	"25"	224	164801	135.9
	"2019"	"2019"	"26 years"	"26"	207	168443	122.9
	"2019"	"2019"	"27 years"	"27"	263	173371	151.7
	"2019"	"2019"	"28 years"	"28"	261	175204	149.0
	"2019"	"2019"	"29 years"	"29"	244	179553	135.9
	"2019"	"2019"	"30 years"	"30"	285	175940	162.0
	"2019"	"2019"	"31 years"	"31"	283	172193	164.4
	"2019"	"2019"	"32 years"	"32"	288	168255	171.2
	"2019"	"2019"	"33 years"	"33"	291	166865	174.4
	"2019"	"2019"	"34 years"	"34"	282	164511	171.4
	"2019"	"2019"	"35 years"	"35"	306	158514	193.0
	"2019"	"2019"	"36 years"	"36"	330	159238	207.2
	"2019"	"2019"	"37 years"	"37"	320	158904	201.4
	"2019"	"2019"	"38 years"	"38"	338	156490	216.0
	"2019"	"2019"	"39 years"	"39"	355	158369	224.2
	"2019"	"2019"	"40 years"	"40"	333	149126	223.3
	"2019"	"2019"	"41 years"	"41"	330	146413	225.4
	"2019"	"2019"	"42 years"	"42"	344	144026	238.8
	"2019"	"2019"	"43 years"	"43"	331	139239	237.7
	"2019"	"2019"	"44 years"	"44"	331	143420	230.8
	"2019"	"2019"	"45 years"	"45"	372	140755	264.3
	"2019"	"2019"	"46 years"	"46"	425	144836	293.4
	"2019"	"2019"	"47 years"	"47"	521	154266	337.7
	"2019"	"2019"	"48 years"	"48"	565	165941	340.5
	"2019"	"2019"	"49 years"	"49"	624	167798	371.9
	"2019"	"2019"	"50 years"	"50"	642	161946	396.4
	"2019"	"2019"	"51 years"	"51"	766	160753	476.5
	"2019"	"2019"	"52 years"	"52"	772	163586	471.9
	"2019"	"2019"	"53 years"	"53"	823	167119	492.5
	"2019"	"2019"	"54 years"	"54"	1033	177097	583.3
	"2019"	"2019"	"55 years"	"55"	1168	180049	648.7
	"2019"	"2019"	"56 years"	"56"	1205	178990	673.2
	"2019"	"2019"	"57 years"	"57"	1304	180014	724.4
	"2019"	"2019"	"58 years"	"58"	1424	184871	770.3
	"2019"	"2019"	"59 years"	"59"	1532	185773	824.7
	"2019"	"2019"	"60 years"	"60"	1596	183305	870.7
	"2019"	"2019"	"61 years"	"61"	1806	184777	977.4
	"2019"	"2019"	"62 years"	"62"	1932	181883	1062.2
	"2019"	"2019"	"63 years"	"63"	1980	173839	1139.0
	"2019"	"2019"	"64 years"	"64"	1994	171382	1163.5
	"2019"	"2019"	"65 years"	"65"	2007	164248	1221.9
	"2019"	"2019"	"66 years"	"66"	2070	157840	1311.5
	"2019"	"2019"	"67 years"	"67"	2250	151213	1488.0
	"2019"	"2019"	"68 years"	"68"	2156	144150	1495.7
	"2019"	"2019"	"69 years"	"69"	2264	137852	1642.3
	"2019"	"2019"	"70 years"	"70"	2526	133921	1886.2
	"2019"	"2019"	"71 years"	"71"	2713	132811	2042.8
	"2019"	"2019"	"72 years"	"72"	3011	140075	2149.6
	"2019"	"2019"	"73 years"	"73"	2462	97582	2523.0
	"2019"	"2019"	"74 years"	"74"	2573	94401	2725.6
	"2019"	"2019"	"75 years"	"75"	2847	93253	3053.0
	"2019"	"2019"	"76 years"	"76"	3239	98097	3301.8
	"2019"	"2019"	"77 years"	"77"	3013	83858	3593.0
	"2019"	"2019"	"78 years"	"78"	2988	75119	3977.7
	"2019"	"2019"	"79 years"	"79"	2983	69196	4310.9
	"2019"	"2019"	"80 years"	"80"	3221	65405	4924.7
	"2019"	"2019"	"81 years"	"81"	3473	62447	5561.5
	"2019"	"2019"	"82 years"	"82"	3472	56777	6115.2
	"2019"	"2019"	"83 years"	"83"	3519	53142	6621.9
	"2019"	"2019"	"84 years"	"84"	3582	49863	7183.7
	"2019"	"2019"	"85 years"	"85"	3543	Not Applicable	Not Applicable
	"2019"	"2019"	"86 years"	"86"	3745	Not Applicable	Not Applicable
	"2019"	"2019"	"87 years"	"87"	3908	Not Applicable	Not Applicable
	"2019"	"2019"	"88 years"	"88"	4024	Not Applicable	Not Applicable
	"2019"	"2019"	"89 years"	"89"	4208	Not Applicable	Not Applicable
	"2019"	"2019"	"90 years"	"90"	4003	Not Applicable	Not Applicable
	"2019"	"2019"	"91 years"	"91"	3916	Not Applicable	Not Applicable
	"2019"	"2019"	"92 years"	"92"	3758	Not Applicable	Not Applicable
	"2019"	"2019"	"93 years"	"93"	3221	Not Applicable	Not Applicable
	"2019"	"2019"	"94 years"	"94"	2918	Not Applicable	Not Applicable
	"2019"	"2019"	"95 years"	"95"	2461	Not Applicable	Not Applicable
	"2019"	"2019"	"96 years"	"96"	2052	Not Applicable	Not Applicable
	"2019"	"2019"	"97 years"	"97"	1565	Not Applicable	Not Applicable
	"2019"	"2019"	"98 years"	"98"	1248	Not Applicable	Not Applicable
	"2019"	"2019"	"99 years"	"99"	795	Not Applicable	Not Applicable
	"2019"	"2019"	"100+ years"	"100"	1592	Not Applicable	Not Applicable
	"2019"	"2019"	"Not Stated"	"NS"	30	Not Applicable	Not Applicable
	"2020"	"2020"	"< 1 year"	"0"	726	133055	545.6
	"2020"	"2020"	"1 year"	"1"	50	135082	37.0
	"2020"	"2020"	"2 years"	"2"	44	138541	31.8
	"2020"	"2020"	"3 years"	"3"	29	139644	20.8
	"2020"	"2020"	"4 years"	"4"	21	142782	14.7
	"2020"	"2020"	"5 years"	"5"	17	144198	Unreliable
	"2020"	"2020"	"6 years"	"6"	17	145116	Unreliable
	"2020"	"2020"	"7 years"	"7"	21	144868	14.5
	"2020"	"2020"	"8 years"	"8"	11	145196	Unreliable
	"2020"	"2020"	"9 years"	"9"	11	146089	Unreliable
	"2020"	"2020"	"10 years"	"10"	14	146279	Unreliable
	"2020"	"2020"	"11 years"	"11"	18	146324	Unreliable
	"2020"	"2020"	"12 years"	"12"	17	150514	Unreliable
	"2020"	"2020"	"13 years"	"13"	24	151153	15.9
	"2020"	"2020"	"14 years"	"14"	32	151075	21.2
	"2020"	"2020"	"15 years"	"15"	43	152121	28.3
	"2020"	"2020"	"16 years"	"16"	50	154133	32.4
	"2020"	"2020"	"17 years"	"17"	65	154587	42.0
	"2020"	"2020"	"18 years"	"18"	116	160962	72.1
	"2020"	"2020"	"19 years"	"19"	134	171487	78.1
	"2020"	"2020"	"20 years"	"20"	126	166700	75.6
	"2020"	"2020"	"21 years"	"21"	166	160159	103.6
	"2020"	"2020"	"22 years"	"22"	173	155110	111.5
	"2020"	"2020"	"23 years"	"23"	169	151990	111.2
	"2020"	"2020"	"24 years"	"24"	198	155882	127.0
	"2020"	"2020"	"25 years"	"25"	225	160271	140.4
	"2020"	"2020"	"26 years"	"26"	250	165542	151.0
	"2020"	"2020"	"27 years"	"27"	258	169367	152.3
	"2020"	"2020"	"28 years"	"28"	272	173066	157.2
	"2020"	"2020"	"29 years"	"29"	321	175452	183.0
	"2020"	"2020"	"30 years"	"30"	344	179610	191.5
	"2020"	"2020"	"31 years"	"31"	315	176347	178.6
	"2020"	"2020"	"32 years"	"32"	355	172153	206.2
	"2020"	"2020"	"33 years"	"33"	329	168347	195.4
	"2020"	"2020"	"34 years"	"34"	343	166896	205.5
	"2020"	"2020"	"35 years"	"35"	332	164623	201.7
	"2020"	"2020"	"36 years"	"36"	351	158665	221.2
	"2020"	"2020"	"37 years"	"37"	354	159381	222.1
	"2020"	"2020"	"38 years"	"38"	419	158845	263.8
	"2020"	"2020"	"39 years"	"39"	397	156438	253.8
	"2020"	"2020"	"40 years"	"40"	458	158124	289.6
	"2020"	"2020"	"41 years"	"41"	390	148883	262.0
