"Notes"	"Year"	"Year Code"	"Single-Year Ages"	"Single-Year Ages Code"	Deaths	Population	Crude Rate
	"2018"	"2018"	"< 1 year"	"0"	176	45259	388.9
	"2018"	"2018"	"1 year"	"1"	11	45898	Unreliable
	"2018"	"2018"	"2 years"	"2"	13	47148	Unreliable
	"2018"	"2018"	"12 years"	"12"	10	49649	Unreliable
	"2018"	"2018"	"14 years"	"14"	14	49490	Unreliable
	"2018"	"2018"	"15 years"	"15"	16	49061	Unreliable
	"2018"	"2018"	"16 years"	"16"	18	48561	Unreliable
	"2018"	"2018"	"17 years"	"17"	23	49942	46.1
	"2018"	"2018"	"18 years"	"18"	32	50416	63.5
	"2018"	"2018"	"19 years"	"19"	24	48855	49.1
	"2018"	"2018"	"20 years"	"20"	33	49963	66.0
	"2018"	"2018"	"21 years"	"21"	53	51595	102.7
	"2018"	"2018"	"22 years"	"22"	37	53361	69.3
	"2018"	"2018"	"23 years"	"23"	35	54903	63.7
	"2018"	"2018"	"24 years"	"24"	38	55951	67.9
	"2018"	"2018"	"25 years"	"25"	33	57210	57.7
	"2018"	"2018"	"26 years"	"26"	53	59787	88.6
	"2018"	"2018"	"27 years"	"27"	80	62956	127.1
	"2018"	"2018"	"28 years"	"28"	59	62757	94.0
	"2018"	"2018"	"29 years"	"29"	49	60034	81.6
	"2018"	"2018"	"30 years"	"30"	55	58601	93.9
	"2018"	"2018"	"31 years"	"31"	72	58208	123.7
	"2018"	"2018"	"32 years"	"32"	53	58934	89.9
	"2018"	"2018"	"33 years"	"33"	70	59764	117.1
	"2018"	"2018"	"34 years"	"34"	69	58234	118.5
	"2018"	"2018"	"35 years"	"35"	57	59546	95.7
	"2018"	"2018"	"36 years"	"36"	71	59771	118.8
	"2018"	"2018"	"37 years"	"37"	80	58809	136.0
	"2018"	"2018"	"38 years"	"38"	77	60130	128.1
	"2018"	"2018"	"39 years"	"39"	79	56092	140.8
	"2018"	"2018"	"40 years"	"40"	77	55295	139.3
	"2018"	"2018"	"41 years"	"41"	90	54134	166.3
	"2018"	"2018"	"42 years"	"42"	88	52404	167.9
	"2018"	"2018"	"43 years"	"43"	98	52990	184.9
	"2018"	"2018"	"44 years"	"44"	96	50596	189.7
	"2018"	"2018"	"45 years"	"45"	110	50121	219.5
	"2018"	"2018"	"46 years"	"46"	131	51606	253.8
	"2018"	"2018"	"47 years"	"47"	140	55046	254.3
	"2018"	"2018"	"48 years"	"48"	178	55385	321.4
	"2018"	"2018"	"49 years"	"49"	169	52150	324.1
	"2018"	"2018"	"50 years"	"50"	165	48994	336.8
	"2018"	"2018"	"51 years"	"51"	191	48534	393.5
	"2018"	"2018"	"52 years"	"52"	214	48609	440.2
	"2018"	"2018"	"53 years"	"53"	237	50696	467.5
	"2018"	"2018"	"54 years"	"54"	267	51533	518.1
	"2018"	"2018"	"55 years"	"55"	312	52605	593.1
	"2018"	"2018"	"56 years"	"56"	344	53485	643.2
	"2018"	"2018"	"57 years"	"57"	384	54542	704.0
	"2018"	"2018"	"58 years"	"58"	393	55484	708.3
	"2018"	"2018"	"59 years"	"59"	404	53913	749.4
	"2018"	"2018"	"60 years"	"60"	478	54673	874.3
	"2018"	"2018"	"61 years"	"61"	513	55426	925.6
	"2018"	"2018"	"62 years"	"62"	503	54371	925.1
	"2018"	"2018"	"63 years"	"63"	571	55027	1037.7
	"2018"	"2018"	"64 years"	"64"	586	54959	1066.2
	"2018"	"2018"	"65 years"	"65"	665	54174	1227.5
	"2018"	"2018"	"66 years"	"66"	645	52226	1235.0
	"2018"	"2018"	"67 years"	"67"	697	50472	1381.0
	"2018"	"2018"	"68 years"	"68"	698	49144	1420.3
	"2018"	"2018"	"69 years"	"69"	703	47252	1487.8
	"2018"	"2018"	"70 years"	"70"	752	46117	1630.6
	"2018"	"2018"	"71 years"	"71"	820	48236	1700.0
	"2018"	"2018"	"72 years"	"72"	688	34279	2007.1
	"2018"	"2018"	"73 years"	"73"	767	33782	2270.4
	"2018"	"2018"	"74 years"	"74"	818	32510	2516.1
	"2018"	"2018"	"75 years"	"75"	876	32447	2699.8
	"2018"	"2018"	"76 years"	"76"	794	27368	2901.2
	"2018"	"2018"	"77 years"	"77"	842	24472	3440.7
	"2018"	"2018"	"78 years"	"78"	845	22757	3713.1
	"2018"	"2018"	"79 years"	"79"	933	20782	4489.5
	"2018"	"2018"	"80 years"	"80"	909	18946	4797.8
	"2018"	"2018"	"81 years"	"81"	897	17149	5230.6
	"2018"	"2018"	"82 years"	"82"	896	15652	5724.5
	"2018"	"2018"	"83 years"	"83"	896	14353	6242.6
	"2018"	"2018"	"84 years"	"84"	941	12548	7499.2
	"2018"	"2018"	"85 years"	"85"	974	Not Applicable	Not Applicable
	"2018"	"2018"	"86 years"	"86"	1032	Not Applicable	Not Applicable
	"2018"	"2018"	"87 years"	"87"	1020	Not Applicable	Not Applicable
	"2018"	"2018"	"88 years"	"88"	1003	Not Applicable	Not Applicable
	"2018"	"2018"	"89 years"	"89"	971	Not Applicable	Not Applicable
	"2018"	"2018"	"90 years"	"90"	956	Not Applicable	Not Applicable
	"2018"	"2018"	"91 years"	"91"	947	Not Applicable	Not Applicable
	"2018"	"2018"	"92 years"	"92"	943	Not Applicable	Not Applicable
	"2018"	"2018"	"93 years"	"93"	810	Not Applicable	Not Applicable
	"2018"	"2018"	"94 years"	"94"	733	Not Applicable	Not Applicable
	"2018"	"2018"	"95 years"	"95"	593	Not Applicable	Not Applicable
	"2018"	"2018"	"96 years"	"96"	516	Not Applicable	Not Applicable
	"2018"	"2018"	"97 years"	"97"	402	Not Applicable	Not Applicable
	"2018"	"2018"	"98 years"	"98"	313	Not Applicable	Not Applicable
	"2018"	"2018"	"99 years"	"99"	209	Not Applicable	Not Applicable
	"2018"	"2018"	"100+ years"	"100"	410	Not Applicable	Not Applicable
	"2018"	"2018"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"2019"	"2019"	"< 1 year"	"0"	203	43312	468.7
	"2019"	"2019"	"1 year"	"1"	13	44026	Unreliable
	"2019"	"2019"	"14 years"	"14"	12	49084	Unreliable
	"2019"	"2019"	"15 years"	"15"	12	49498	Unreliable
	"2019"	"2019"	"16 years"	"16"	15	49026	Unreliable
	"2019"	"2019"	"17 years"	"17"	13	48691	Unreliable
	"2019"	"2019"	"18 years"	"18"	25	49397	50.6
	"2019"	"2019"	"19 years"	"19"	44	49521	88.9
	"2019"	"2019"	"20 years"	"20"	39	50075	77.9
	"2019"	"2019"	"21 years"	"21"	40	51116	78.3
	"2019"	"2019"	"22 years"	"22"	41	53123	77.2
	"2019"	"2019"	"23 years"	"23"	41	54324	75.5
	"2019"	"2019"	"24 years"	"24"	44	55466	79.3
	"2019"	"2019"	"25 years"	"25"	51	57135	89.3
	"2019"	"2019"	"26 years"	"26"	41	58442	70.2
	"2019"	"2019"	"27 years"	"27"	58	60960	95.1
	"2019"	"2019"	"28 years"	"28"	48	64192	74.8
	"2019"	"2019"	"29 years"	"29"	64	63802	100.3
	"2019"	"2019"	"30 years"	"30"	63	61126	103.1
	"2019"	"2019"	"31 years"	"31"	65	59413	109.4
	"2019"	"2019"	"32 years"	"32"	59	59089	99.8
	"2019"	"2019"	"33 years"	"33"	69	59680	115.6
	"2019"	"2019"	"34 years"	"34"	74	60445	122.4
	"2019"	"2019"	"35 years"	"35"	81	58736	137.9
	"2019"	"2019"	"36 years"	"36"	82	59883	136.9
	"2019"	"2019"	"37 years"	"37"	72	59785	120.4
	"2019"	"2019"	"38 years"	"38"	75	59004	127.1
	"2019"	"2019"	"39 years"	"39"	105	60133	174.6
	"2019"	"2019"	"40 years"	"40"	86	56383	152.5
	"2019"	"2019"	"41 years"	"41"	82	55245	148.4
	"2019"	"2019"	"42 years"	"42"	103	54306	189.7
	"2019"	"2019"	"43 years"	"43"	102	52271	195.1
	"2019"	"2019"	"44 years"	"44"	102	52966	192.6
	"2019"	"2019"	"45 years"	"45"	123	50354	244.3
	"2019"	"2019"	"46 years"	"46"	105	49959	210.2
	"2019"	"2019"	"47 years"	"47"	140	51358	272.6
	"2019"	"2019"	"48 years"	"48"	182	54927	331.3
	"2019"	"2019"	"49 years"	"49"	158	55280	285.8
	"2019"	"2019"	"50 years"	"50"	183	52030	351.7
	"2019"	"2019"	"51 years"	"51"	177	48704	363.4
	"2019"	"2019"	"52 years"	"52"	206	48403	425.6
	"2019"	"2019"	"53 years"	"53"	223	48535	459.5
	"2019"	"2019"	"54 years"	"54"	266	50577	525.9
	"2019"	"2019"	"55 years"	"55"	303	51368	589.9
	"2019"	"2019"	"56 years"	"56"	340	52452	648.2
	"2019"	"2019"	"57 years"	"57"	390	53404	730.3
	"2019"	"2019"	"58 years"	"58"	387	54294	712.8
	"2019"	"2019"	"59 years"	"59"	469	55195	849.7
	"2019"	"2019"	"60 years"	"60"	453	53624	844.8
	"2019"	"2019"	"61 years"	"61"	511	54326	940.6
	"2019"	"2019"	"62 years"	"62"	550	55302	994.5
	"2019"	"2019"	"63 years"	"63"	604	54263	1113.1
	"2019"	"2019"	"64 years"	"64"	595	54722	1087.3
	"2019"	"2019"	"65 years"	"65"	639	54602	1170.3
	"2019"	"2019"	"66 years"	"66"	684	53728	1273.1
	"2019"	"2019"	"67 years"	"67"	657	51781	1268.8
	"2019"	"2019"	"68 years"	"68"	672	49928	1345.9
	"2019"	"2019"	"69 years"	"69"	764	48530	1574.3
	"2019"	"2019"	"70 years"	"70"	795	46653	1704.1
	"2019"	"2019"	"71 years"	"71"	817	45485	1796.2
	"2019"	"2019"	"72 years"	"72"	993	47393	2095.2
	"2019"	"2019"	"73 years"	"73"	833	33514	2485.5
	"2019"	"2019"	"74 years"	"74"	805	32984	2440.6
	"2019"	"2019"	"75 years"	"75"	911	31658	2877.6
	"2019"	"2019"	"76 years"	"76"	920	31464	2924.0
	"2019"	"2019"	"77 years"	"77"	938	26467	3544.0
	"2019"	"2019"	"78 years"	"78"	897	23576	3804.7
	"2019"	"2019"	"79 years"	"79"	853	21870	3900.3
	"2019"	"2019"	"80 years"	"80"	930	19759	4706.7
	"2019"	"2019"	"81 years"	"81"	938	17988	5214.6
	"2019"	"2019"	"82 years"	"82"	966	16188	5967.4
	"2019"	"2019"	"83 years"	"83"	925	14625	6324.8
	"2019"	"2019"	"84 years"	"84"	919	13349	6884.4
	"2019"	"2019"	"85 years"	"85"	921	Not Applicable	Not Applicable
	"2019"	"2019"	"86 years"	"86"	964	Not Applicable	Not Applicable
	"2019"	"2019"	"87 years"	"87"	1035	Not Applicable	Not Applicable
	"2019"	"2019"	"88 years"	"88"	1073	Not Applicable	Not Applicable
	"2019"	"2019"	"89 years"	"89"	1066	Not Applicable	Not Applicable
	"2019"	"2019"	"90 years"	"90"	886	Not Applicable	Not Applicable
	"2019"	"2019"	"91 years"	"91"	1002	Not Applicable	Not Applicable
	"2019"	"2019"	"92 years"	"92"	949	Not Applicable	Not Applicable
	"2019"	"2019"	"93 years"	"93"	833	Not Applicable	Not Applicable
	"2019"	"2019"	"94 years"	"94"	726	Not Applicable	Not Applicable
	"2019"	"2019"	"95 years"	"95"	661	Not Applicable	Not Applicable
