"Notes"	"Year"	"Year Code"	"Single-Year Ages"	"Single-Year Ages Code"	Deaths	Population	Crude Rate
	"2018"	"2018"	"< 1 year"	"0"	460	72258	636.6
	"2018"	"2018"	"1 year"	"1"	38	73835	51.5
	"2018"	"2018"	"2 years"	"2"	21	75014	28.0
	"2018"	"2018"	"3 years"	"3"	16	75700	Unreliable
	"2018"	"2018"	"4 years"	"4"	10	75906	Unreliable
	"2018"	"2018"	"5 years"	"5"	15	75069	Unreliable
	"2018"	"2018"	"6 years"	"6"	11	75023	Unreliable
	"2018"	"2018"	"7 years"	"7"	Suppressed	75766	Suppressed
	"2018"	"2018"	"8 years"	"8"	14	75828	Unreliable
	"2018"	"2018"	"9 years"	"9"	Suppressed	76261	Suppressed
	"2018"	"2018"	"10 years"	"10"	13	78657	Unreliable
	"2018"	"2018"	"11 years"	"11"	Suppressed	78907	Suppressed
	"2018"	"2018"	"12 years"	"12"	Suppressed	78490	Suppressed
	"2018"	"2018"	"13 years"	"13"	17	77947	Unreliable
	"2018"	"2018"	"14 years"	"14"	18	77939	Unreliable
	"2018"	"2018"	"15 years"	"15"	39	77693	50.2
	"2018"	"2018"	"16 years"	"16"	53	77211	68.6
	"2018"	"2018"	"17 years"	"17"	54	79326	68.1
	"2018"	"2018"	"18 years"	"18"	69	77779	88.7
	"2018"	"2018"	"19 years"	"19"	78	79378	98.3
	"2018"	"2018"	"20 years"	"20"	84	80665	104.1
	"2018"	"2018"	"21 years"	"21"	103	81401	126.5
	"2018"	"2018"	"22 years"	"22"	115	81843	140.5
	"2018"	"2018"	"23 years"	"23"	113	82196	137.5
	"2018"	"2018"	"24 years"	"24"	118	83123	142.0
	"2018"	"2018"	"25 years"	"25"	111	84322	131.6
	"2018"	"2018"	"26 years"	"26"	139	87711	158.5
	"2018"	"2018"	"27 years"	"27"	174	87530	198.8
	"2018"	"2018"	"28 years"	"28"	136	85341	159.4
	"2018"	"2018"	"29 years"	"29"	148	81664	181.2
	"2018"	"2018"	"30 years"	"30"	142	78862	180.1
	"2018"	"2018"	"31 years"	"31"	157	78652	199.6
	"2018"	"2018"	"32 years"	"32"	141	80355	175.5
	"2018"	"2018"	"33 years"	"33"	157	80838	194.2
	"2018"	"2018"	"34 years"	"34"	133	78230	170.0
	"2018"	"2018"	"35 years"	"35"	173	80561	214.7
	"2018"	"2018"	"36 years"	"36"	183	79741	229.5
	"2018"	"2018"	"37 years"	"37"	193	79150	243.8
	"2018"	"2018"	"38 years"	"38"	194	80369	241.4
	"2018"	"2018"	"39 years"	"39"	173	74521	232.1
	"2018"	"2018"	"40 years"	"40"	190	72853	260.8
	"2018"	"2018"	"41 years"	"41"	185	71304	259.5
	"2018"	"2018"	"42 years"	"42"	186	68208	272.7
	"2018"	"2018"	"43 years"	"43"	197	70350	280.0
	"2018"	"2018"	"44 years"	"44"	198	67482	293.4
