"Notes","State","State Code","Year","Year Code",Deaths,Population,Crude Rate
,"Alabama","01","1999","1999",6214,76876,8083.1
,"Alabama","01","2000","2000",6354,77641,8183.8
,"Alabama","01","2001","2001",6385,79883,7992.9
,"Alabama","01","2002","2002",6692,81123,8249.2
,"Alabama","01","2003","2003",6854,83097,8248.2
,"Alabama","01","2004","2004",6724,84290,7977.2
,"Alabama","01","2005","2005",6850,84762,8081.5
,"Alabama","01","2006","2006",6643,85688,7752.5
,"Alabama","01","2007","2007",6573,86812,7571.5
,"Alabama","01","2008","2008",6627,88254,7509.0
,"Alabama","01","2009","2009",6584,88283,7457.8
,"Alabama","01","2010","2010",6662,88771,7504.7
,"Alabama","01","2011","2011",6594,89920,7333.2
,"Alabama","01","2012","2012",6626,90299,7337.8
,"Alabama","01","2013","2013",6587,90645,7266.8
,"Alabama","01","2014","2014",6437,91279,7052.0
,"Alabama","01","2015","2015",6716,92438,7265.4
,"Alabama","01","2016","2016",6551,94173,6956.3
,"Alabama","01","2017","2017",6842,95101,7194.5
,"Alabama","01","2018","2018",6984,98450,7094.0
,"Alabama","01","2019","2019",6857,101033,6786.9
,"Alabama","01","2020 ","2020",8271,103319,8005.3
"Total","Alabama","01",,,147627,1952137,7562.3
,"Alaska","02","1999","1999",266,3527,7541.8
,"Alaska","02","2000","2000",311,3695,8416.8
,"Alaska","02","2001","2001",312,4026,7749.6
,"Alaska","02","2002","2002",318,4325,7352.6
,"Alaska","02","2003","2003",319,4641,6873.5
,"Alaska","02","2004","2004",317,4946,6409.2
,"Alaska","02","2005","2005",360,5137,7008.0
,"Alaska","02","2006","2006",362,5214,6942.8
,"Alaska","02","2007","2007",334,5383,6204.7
,"Alaska","02","2008","2008",375,5513,6802.1
,"Alaska","02","2009","2009",390,5754,6777.9
,"Alaska","02","2010","2010",376,5985,6282.4
,"Alaska","02","2011","2011",383,6253,6125.1
,"Alaska","02","2012","2012",405,6527,6205.0
,"Alaska","02","2013","2013",382,6597,5790.5
,"Alaska","02","2014","2014",444,6561,6767.3
,"Alaska","02","2015","2015",436,6716,6492.0
,"Alaska","02","2016","2016",448,6844,6545.9
,"Alaska","02","2017","2017",419,7339,5709.2
,"Alaska","02","2018","2018",461,7710,5979.2
,"Alaska","02","2019","2019",490,8029,6102.9
,"Alaska","02","2020 ","2020",511,8441,6053.8
"Total","Alaska","02",,,8419,129163,6518.1
,"Arizona","04","1999","1999",6135,89282,6871.5
,"Arizona","04","2000","2000",6099,91272,6682.2
,"Arizona","04","2001","2001",6204,96357,6438.6
,"Arizona","04","2002","2002",6580,100369,6555.8
,"Arizona","04","2003","2003",6747,102729,6567.8
,"Arizona","04","2004","2004",6647,106529,6239.6
,"Arizona","04","2005","2005",6938,110622,6271.8
,"Arizona","04","2006","2006",6935,112528,6162.9
,"Arizona","04","2007","2007",6666,113548,5870.6
,"Arizona","04","2008","2008",6702,115594,5797.9
,"Arizona","04","2009","2009",6510,116341,5595.6
,"Arizona","04","2010","2010",6482,118278,5480.3
,"Arizona","04","2011","2011",6709,122634,5470.8
,"Arizona","04","2012","2012",6802,125194,5433.2
,"Arizona","04","2013","2013",6739,128310,5252.1
,"Arizona","04","2014","2014",6756,131002,5157.2
,"Arizona","04","2015","2015",7060,134831,5236.2
,"Arizona","04","2016","2016",7083,139521,5076.7
,"Arizona","04","2017","2017",7404,142462,5197.2
,"Arizona","04","2018","2018",7629,150319,5075.2
,"Arizona","04","2019","2019",7872,158530,4965.6
,"Arizona","04","2020 ","2020",9789,167934,5829.1
"Total","Arizona","04",,,152488,2674186,5702.2
,"Arkansas","05","1999","1999",4197,52465,7999.6
,"Arkansas","05","2000","2000",4255,52676,8077.7
,"Arkansas","05","2001","2001",4085,53545,7629.1
,"Arkansas","05","2002","2002",4193,54113,7748.6
,"Arkansas","05","2003","2003",4128,54473,7578.1
,"Arkansas","05","2004","2004",4016,54778,7331.4
,"Arkansas","05","2005","2005",3995,55141,7245.1
,"Arkansas","05","2006","2006",4054,55823,7262.2
,"Arkansas","05","2007","2007",4053,56093,7225.5
,"Arkansas","05","2008","2008",4050,56188,7207.9
,"Arkansas","05","2009","2009",3924,56303,6969.4
,"Arkansas","05","2010","2010",3985,56236,7086.2
,"Arkansas","05","2011","2011",3908,56659,6897.4
,"Arkansas","05","2012","2012",4009,56435,7103.7
,"Arkansas","05","2013","2013",4024,57151,7041.0
,"Arkansas","05","2014","2014",3953,57722,6848.3
,"Arkansas","05","2015","2015",4148,58474,7093.8
,"Arkansas","05","2016","2016",3994,59014,6767.9
