"Notes","State","State Code","Year","Year Code",Deaths,Population,Crude Rate
,"Alabama","01","1999","1999",486,301295,161.3
,"Alabama","01","2000","2000",467,301819,154.7
,"Alabama","01","2001","2001",480,302186,158.8
,"Alabama","01","2002","2002",493,302668,162.9
,"Alabama","01","2003","2003",467,302722,154.3
,"Alabama","01","2004","2004",476,299896,158.7
,"Alabama","01","2005","2005",505,295263,171.0
,"Alabama","01","2006","2006",563,288248,195.3
,"Alabama","01","2007","2007",514,286033,179.7
,"Alabama","01","2008","2008",491,287272,170.9
,"Alabama","01","2009","2009",496,293352,169.1
,"Alabama","01","2010","2010",547,297888,183.6
,"Alabama","01","2011","2011",563,304515,184.9
,"Alabama","01","2012","2012",535,307602,173.9
,"Alabama","01","2013","2013",580,309441,187.4
,"Alabama","01","2014","2014",594,309736,191.8
,"Alabama","01","2015","2015",570,307522,185.4
,"Alabama","01","2016","2016",632,305352,207.0
,"Alabama","01","2017","2017",628,302151,207.8
,"Alabama","01","2018","2018",607,303526,200.0
,"Alabama","01","2019","2019",660,309091,213.5
,"Alabama","01","2020 ","2020",793,318647,248.9
"Total","Alabama","01",,,12147,6636225,183.0
,"Alaska","02","1999","1999",74,48329,153.1
,"Alaska","02","2000","2000",57,46486,122.6
,"Alaska","02","2001","2001",67,46006,145.6
,"Alaska","02","2002","2002",56,45497,123.1
,"Alaska","02","2003","2003",58,44958,129.0
,"Alaska","02","2004","2004",63,44478,141.6
,"Alaska","02","2005","2005",58,43739,132.6
,"Alaska","02","2006","2006",68,43369,156.8
,"Alaska","02","2007","2007",65,43446,149.6
,"Alaska","02","2008","2008",61,44137,138.2
,"Alaska","02","2009","2009",68,45643,149.0
,"Alaska","02","2010","2010",71,47706,148.8
,"Alaska","02","2011","2011",64,49672,128.8
,"Alaska","02","2012","2012",98,52123,188.0
,"Alaska","02","2013","2013",85,53897,157.7
,"Alaska","02","2014","2014",80,55960,143.0
,"Alaska","02","2015","2015",84,56718,148.1
,"Alaska","02","2016","2016",112,57655,194.3
,"Alaska","02","2017","2017",116,57495,201.8
,"Alaska","02","2018","2018",106,57193,185.3
,"Alaska","02","2019","2019",117,57161,204.7
,"Alaska","02","2020 ","2020",139,57802,240.5
"Total","Alaska","02",,,1767,1099470,160.7
,"Arizona","04","1999","1999",477,367109,129.9
,"Arizona","04","2000","2000",503,368559,136.5
,"Arizona","04","2001","2001",495,377471,131.1
,"Arizona","04","2002","2002",506,385105,131.4
,"Arizona","04","2003","2003",519,387476,133.9
,"Arizona","04","2004","2004",447,389610,114.7
,"Arizona","04","2005","2005",523,392959,133.1
,"Arizona","04","2006","2006",516,396538,130.1
,"Arizona","04","2007","2007",545,400894,135.9
,"Arizona","04","2008","2008",480,406053,118.2
,"Arizona","04","2009","2009",505,412192,122.5
,"Arizona","04","2010","2010",540,416695,129.6
,"Arizona","04","2011","2011",509,427026,119.2
,"Arizona","04","2012","2012",577,433933,133.0
,"Arizona","04","2013","2013",570,440480,129.4
,"Arizona","04","2014","2014",565,445593,126.8
,"Arizona","04","2015","2015",629,447120,140.7
,"Arizona","04","2016","2016",719,448721,160.2
,"Arizona","04","2017","2017",690,455962,151.3
,"Arizona","04","2018","2018",744,467865,159.0
,"Arizona","04","2019","2019",784,481214,162.9
,"Arizona","04","2020 ","2020",1162,501041,231.9
"Total","Arizona","04",,,13005,9249616,140.6
,"Arkansas","05","1999","1999",261,174957,149.2
,"Arkansas","05","2000","2000",283,176171,160.6
,"Arkansas","05","2001","2001",289,176768,163.5
,"Arkansas","05","2002","2002",278,177053,157.0
,"Arkansas","05","2003","2003",267,176867,151.0
,"Arkansas","05","2004","2004",299,176072,169.8
,"Arkansas","05","2005","2005",286,174746,163.7
,"Arkansas","05","2006","2006",321,172938,185.6
,"Arkansas","05","2007","2007",259,172858,149.8
