"Notes","State","State Code","Year","Year Code",Deaths,Population,Crude Rate
,"Alabama","01","1999","1999",736,342932,214.6
,"Alabama","01","2000","2000",709,340300,208.3
,"Alabama","01","2001","2001",698,330870,211.0
,"Alabama","01","2002","2002",754,321114,234.8
,"Alabama","01","2003","2003",728,312160,233.2
,"Alabama","01","2004","2004",678,305558,221.9
,"Alabama","01","2005","2005",660,303456,217.5
,"Alabama","01","2006","2006",722,308663,233.9
,"Alabama","01","2007","2007",727,312470,232.7
,"Alabama","01","2008","2008",654,313869,208.4
,"Alabama","01","2009","2009",729,312797,233.1
,"Alabama","01","2010","2010",671,308430,217.6
,"Alabama","01","2011","2011",659,295883,222.7
,"Alabama","01","2012","2012",687,292125,235.2
,"Alabama","01","2013","2013",678,291746,232.4
,"Alabama","01","2014","2014",745,293677,253.7
,"Alabama","01","2015","2015",694,297279,233.5
,"Alabama","01","2016","2016",801,301057,266.1
,"Alabama","01","2017","2017",777,302111,257.2
,"Alabama","01","2018","2018",828,303994,272.4
,"Alabama","01","2019","2019",809,304145,266.0
,"Alabama","01","2020 ","2020",972,302872,320.9
"Total","Alabama","01",,,16116,6797508,237.1
,"Alaska","02","1999","1999",105,57719,181.9
,"Alaska","02","2000","2000",105,55723,188.4
,"Alaska","02","2001","2001",107,52983,202.0
,"Alaska","02","2002","2002",114,50767,224.6
,"Alaska","02","2003","2003",82,48476,169.2
,"Alaska","02","2004","2004",102,47010,217.0
,"Alaska","02","2005","2005",88,46466,189.4
,"Alaska","02","2006","2006",87,46633,186.6
,"Alaska","02","2007","2007",88,46472,189.4
,"Alaska","02","2008","2008",94,46213,203.4
,"Alaska","02","2009","2009",85,45566,186.5
,"Alaska","02","2010","2010",81,45833,176.7
,"Alaska","02","2011","2011",90,44698,201.4
,"Alaska","02","2012","2012",87,45083,193.0
,"Alaska","02","2013","2013",73,45101,161.9
,"Alaska","02","2014","2014",82,45544,180.0
,"Alaska","02","2015","2015",92,46936,196.0
,"Alaska","02","2016","2016",90,49056,183.5
,"Alaska","02","2017","2017",107,50424,212.2
,"Alaska","02","2018","2018",109,51672,210.9
,"Alaska","02","2019","2019",128,52421,244.2
,"Alaska","02","2020 ","2020",151,53686,281.3
"Total","Alaska","02",,,2147,1074482,199.8
,"Arizona","04","1999","1999",721,393281,183.3
,"Arizona","04","2000","2000",675,392687,171.9
,"Arizona","04","2001","2001",740,389659,189.9
,"Arizona","04","2002","2002",727,384764,188.9
,"Arizona","04","2003","2003",683,381549,179.0
,"Arizona","04","2004","2004",699,382433,182.8
,"Arizona","04","2005","2005",671,393196,170.7
,"Arizona","04","2006","2006",759,408786,185.7
,"Arizona","04","2007","2007",659,418635,157.4
,"Arizona","04","2008","2008",624,422417,147.7
,"Arizona","04","2009","2009",661,420284,157.3
,"Arizona","04","2010","2010",597,415693,143.6
,"Arizona","04","2011","2011",610,406294,150.1
,"Arizona","04","2012","2012",627,405470,154.6
,"Arizona","04","2013","2013",675,408618,165.2
,"Arizona","04","2014","2014",674,415114,162.4
,"Arizona","04","2015","2015",683,423232,161.4
,"Arizona","04","2016","2016",754,433471,173.9
,"Arizona","04","2017","2017",806,444880,181.2
,"Arizona","04","2018","2018",835,458887,182.0
,"Arizona","04","2019","2019",936,466981,200.4
,"Arizona","04","2020 ","2020",1277,472582,270.2
"Total","Arizona","04",,,16093,9138913,176.1
,"Arkansas","05","1999","1999",393,199896,196.6
,"Arkansas","05","2000","2000",389,200340,194.2
,"Arkansas","05","2001","2001",400,194910,205.2
,"Arkansas","05","2002","2002",419,189601,221.0
