"Notes","State","State Code","Year","Year Code",Deaths,Population,Crude Rate
,"Alabama","01","1999","1999",3833,167363,2290.2
,"Alabama","01","2000","2000",3925,167968,2336.8
,"Alabama","01","2001","2001",3826,169261,2260.4
,"Alabama","01","2002","2002",3679,170495,2157.8
,"Alabama","01","2003","2003",3756,173635,2163.2
,"Alabama","01","2004","2004",3756,176683,2125.8
,"Alabama","01","2005","2005",3747,179942,2082.3
,"Alabama","01","2006","2006",3703,184594,2006.0
,"Alabama","01","2007","2007",3863,189797,2035.3
,"Alabama","01","2008","2008",3966,198122,2001.8
,"Alabama","01","2009","2009",4050,205667,1969.2
,"Alabama","01","2010","2010",4182,209637,1994.9
,"Alabama","01","2011","2011",4208,215066,1956.6
,"Alabama","01","2012","2012",4452,232410,1915.6
,"Alabama","01","2013","2013",4686,240542,1948.1
,"Alabama","01","2014","2014",4899,250989,1951.9
,"Alabama","01","2015","2015",4884,260960,1871.6
,"Alabama","01","2016","2016",5312,271310,1957.9
,"Alabama","01","2017","2017",5251,268693,1954.3
,"Alabama","01","2018","2018",5399,270799,1993.7
,"Alabama","01","2019","2019",5581,275448,2026.2
,"Alabama","01","2020 ","2020",6487,281928,2300.9
"Total","Alabama","01",,,97445,4761309,2046.6
,"Alaska","02","1999","1999",236,12219,1931.4
,"Alaska","02","2000","2000",233,12626,1845.4
,"Alaska","02","2001","2001",226,13037,1733.5
,"Alaska","02","2002","2002",213,13659,1559.4
,"Alaska","02","2003","2003",235,14287,1644.9
,"Alaska","02","2004","2004",251,14904,1684.1
,"Alaska","02","2005","2005",237,15605,1518.7
,"Alaska","02","2006","2006",272,16669,1631.8
,"Alaska","02","2007","2007",278,18006,1543.9
,"Alaska","02","2008","2008",327,19549,1672.7
,"Alaska","02","2009","2009",336,21053,1596.0
,"Alaska","02","2010","2010",339,22202,1526.9
,"Alaska","02","2011","2011",362,23462,1542.9
,"Alaska","02","2012","2012",365,25628,1424.2
,"Alaska","02","2013","2013",381,27250,1398.2
,"Alaska","02","2014","2014",387,29015,1333.8
,"Alaska","02","2015","2015",411,30536,1346.0
,"Alaska","02","2016","2016",460,32828,1401.2
,"Alaska","02","2017","2017",470,33860,1388.1
,"Alaska","02","2018","2018",478,35078,1362.7
,"Alaska","02","2019","2019",515,36261,1420.3
,"Alaska","02","2020 ","2020",546,37529,1454.9
"Total","Alaska","02",,,7558,505263,1495.9
,"Arizona","04","1999","1999",3263,188248,1733.4
,"Arizona","04","2000","2000",3264,189007,1726.9
,"Arizona","04","2001","2001",3121,191895,1626.4
,"Arizona","04","2002","2002",3156,196606,1605.2
,"Arizona","04","2003","2003",3175,202879,1565.0
,"Arizona","04","2004","2004",3264,212176,1538.3
,"Arizona","04","2005","2005",3378,222232,1520.0
,"Arizona","04","2006","2006",3458,232855,1485.0
