"Notes","State","State Code","Year","Year Code",Deaths,Population,Crude Rate
,"Delaware","10","2000","2000",195,54775,356.0
,"Delaware","10","2001","2001",212,56935,372.4
,"Delaware","10","2002","2002",230,59229,388.3
,"Delaware","10","2003","2003",262,61309,427.3
,"Delaware","10","2004","2004",239,63228,378.0
,"Delaware","10","2005","2005",254,64735,392.4
,"Delaware","10","2006","2006",239,66035,361.9
,"Delaware","10","2007","2007",274,66829,410.0
,"Delaware","10","2008","2008",274,67105,408.3
,"Delaware","10","2009","2009",259,67718,382.5
,"Delaware","10","2010","2010",266,67556,393.7
,"Delaware","10","2011","2011",237,66375,357.1
,"Delaware","10","2012","2012",226,65092,347.2
,"Delaware","10","2013","2013",216,63182,341.9
,"Delaware","10","2014","2014",207,61693,335.5
,"Delaware","10","2015","2015",188,60891,308.7
,"Delaware","10","2016","2016",201,60690,331.2
,"Delaware","10","2017","2017",231,59724,386.8
,"Delaware","10","2018","2018",189,58432,323.5
,"Delaware","10","2019","2019",211,56685,372.2
,"Delaware","10","2020 ","2020",219,55020,398.0
"Total","Delaware","10",,,5015,1356589,369.7
,"District of Columbia","11","1999","1999",302,38726,779.8
,"District of Columbia","11","2000","2000",304,39397,771.6
,"District of Columbia","11","2001","2001",318,39238,810.4
,"District of Columbia","11","2002","2002",320,39402,812.1
,"District of Columbia","11","2003","2003",328,38801,845.3
,"District of Columbia","11","2004","2004",266,38353,693.6
,"District of Columbia","11","2005","2005",276,38304,720.6
,"District of Columbia","11","2006","2006",250,38310,652.6
,"District of Columbia","11","2007","2007",218,37883,575.5
,"District of Columbia","11","2008","2008",223,38290,582.4
,"District of Columbia","11","2009","2009",200,38956,513.4
,"District of Columbia","11","2010","2010",182,38539,472.2
,"District of Columbia","11","2011","2011",169,38372,440.4
,"District of Columbia","11","2012","2012",169,38178,442.7
,"District of Columbia","11","2013","2013",150,37946,395.3
,"District of Columbia","11","2014","2014",164,37647,435.6
,"District of Columbia","11","2015","2015",133,38488,345.6
,"District of Columbia","11","2016","2016",171,39000,438.5
,"District of Columbia","11","2017","2017",159,38821,409.6
,"District of Columbia","11","2018","2018",163,38787,420.2
,"District of Columbia","11","2019","2019",146,38462,379.6
,"District of Columbia","11","2020 ","2020",145,38442,377.2
"Total","District of Columbia","11",,,4756,848342,560.6
,"Florida","12","1999","1999",4083,1049792,388.9
,"Florida","12","2000","2000",4600,1085400,423.8
,"Florida","12","2001","2001",4673,1134584,411.9
,"Florida","12","2002","2002",4942,1183444,417.6
,"Florida","12","2003","2003",5132,1227078,418.2
,"Florida","12","2004","2004",5210,1270404,410.1
,"Florida","12","2005","2005",5364,1317206,407.2
,"Florida","12","2006","2006",5341,1357641,393.4
,"Florida","12","2007","2007",5253,1375257,382.0
,"Florida","12","2008","2008",5172,1388103,372.6
,"Florida","12","2009","2009",4952,1400748,353.5
,"Florida","12","2010","2010",4874,1401202,347.8
,"Florida","12","2011","2011",4679,1378499,339.4
,"Florida","12","2012","2012",4454,1357305,328.2
,"Florida","12","2013","2013",4318,1325661,325.7
,"Florida","12","2014","2014",4042,1307145,309.2
,"Florida","12","2015","2015",4089,1309842,312.2
,"Florida","12","2016","2016",4409,1326511,332.4
,"Florida","12","2017","2017",4296,1348105,318.7
,"Florida","12","2018","2018",4295,1351855,317.7
,"Florida","12","2019","2019",4224,1340417,315.1
,"Florida","12","2020 ","2020",4839,1323586,365.6
"Total","Florida","12",,,103241,28559785,361.5
,"Georgia","13","1999","1999",2245,559425,401.3
,"Georgia","13","2000","2000",2463,573017,429.8
,"Georgia","13","2001","2001",2439,594742,410.1
,"Georgia","13","2002","2002",2630,615253,427.5
,"Georgia","13","2003","2003",2633,632620,416.2
,"Georgia","13","2004","2004",2698,646664,417.2
,"Georgia","13","2005","2005",2780,664994,418.0
,"Georgia","13","2006","2006",2716,682560,397.9
,"Georgia","13","2007","2007",2690,696382,386.3
,"Georgia","13","2008","2008",2641,707031,373.5
,"Georgia","13","2009","2009",2711,718047,377.6
,"Georgia","13","2010","2010",2647,722661,366.3
,"Georgia","13","2011","2011",2593,714715,362.8
,"Georgia","13","2012","2012",2422,706699,342.7
,"Georgia","13","2013","2013",2475,698419,354.4
,"Georgia","13","2014","2014",2368,692418,342.0
,"Georgia","13","2015","2015",2285,697483,327.6
,"Georgia","13","2016","2016",2352,709859,331.3
,"Georgia","13","2017","2017",2395,717726,333.7
,"Georgia","13","2018","2018",2425,718419,337.5
,"Georgia","13","2019","2019",2355,712696,330.4
,"Georgia","13","2020 ","2020",2911,698848,416.5
"Total","Georgia","13",,,55874,14880678,375.5
,"Hawaii","15","1999","1999",264,89327,295.5
,"Hawaii","15","2000","2000",270,90404,298.7
,"Hawaii","15","2001","2001",323,92368,349.7
,"Hawaii","15","2002","2002",289,93689,308.5
,"Hawaii","15","2003","2003",273,94638,288.5
,"Hawaii","15","2004","2004",291,95879,303.5
,"Hawaii","15","2005","2005",299,96587,309.6
,"Hawaii","15","2006","2006",313,96670,323.8
,"Hawaii","15","2007","2007",301,96616,311.5
,"Hawaii","15","2008","2008",289,96427,299.7
,"Hawaii","15","2009","2009",292,96076,303.9
,"Hawaii","15","2010","2010",285,95787,297.5
,"Hawaii","15","2011","2011",289,93017,310.7
,"Hawaii","15","2012","2012",227,90642,250.4
,"Hawaii","15","2013","2013",253,87226,290.1
,"Hawaii","15","2014","2014",264,86027,306.9
,"Hawaii","15","2015","2015",239,85808,278.5
,"Hawaii","15","2016","2016",223,87599,254.6
,"Hawaii","15","2017","2017",231,87097,265.2
,"Hawaii","15","2018","2018",228,85505,266.7
,"Hawaii","15","2019","2019",259,84135,307.8
,"Hawaii","15","2020 ","2020",251,81388,308.4
"Total","Hawaii","15",,,5953,2002912,297.2
,"Idaho","16","1999","1999",233,90083,258.7
,"Idaho","16","2000","2000",250,92172,271.2
,"Idaho","16","2001","2001",252,95053,265.1
,"Idaho","16","2002","2002",312,97189,321.0
,"Idaho","16","2003","2003",310,98546,314.6
,"Idaho","16","2004","2004",321,99430,322.8
,"Idaho","16","2005","2005",271,101642,266.6
,"Idaho","16","2006","2006",306,103951,294.4
,"Idaho","16","2007","2007",309,104831,294.8
,"Idaho","16","2008","2008",283,105115,269.2
,"Idaho","16","2009","2009",330,104871,314.7
,"Idaho","16","2010","2010",307,103560,296.4
,"Idaho","16","2011","2011",315,100091,314.7
,"Idaho","16","2012","2012",299,97266,307.4
,"Idaho","16","2013","2013",301,95048,316.7
,"Idaho","16","2014","2014",248,94642,262.0
,"Idaho","16","2015","2015",261,95984,271.9
,"Idaho","16","2016","2016",257,98182,261.8
,"Idaho","16","2017","2017",277,100265,276.3
,"Idaho","16","2018","2018",285,101672,280.3
,"Idaho","16","2019","2019",273,102792,265.6
,"Idaho","16","2020 ","2020",325,104222,311.8
"Total","Idaho","16",,,6325,2186607,289.3
,"Illinois","17","1999","1999",3139,857556,366.0
,"Illinois","17","2000","2000",3128,873812,358.0
,"Illinois","17","2001","2001",3126,894624,349.4
,"Illinois","17","2002","2002",3238,914730,354.0
,"Illinois","17","2003","2003",3246,932188,348.2
,"Illinois","17","2004","2004",3192,944741,337.9
,"Illinois","17","2005","2005",3134,956112,327.8
,"Illinois","17","2006","2006",3123,964149,323.9
,"Illinois","17","2007","2007",3131,963025,325.1
,"Illinois","17","2008","2008",3125,956686,326.6
,"Illinois","17","2009","2009",2977,951529,312.9
,"Illinois","17","2010","2010",2837,940094,301.8
,"Illinois","17","2011","2011",2562,912123,280.9
,"Illinois","17","2012","2012",2560,889116,287.9
,"Illinois","17","2013","2013",2435,868469,280.4
,"Illinois","17","2014","2014",2358,851753,276.8
,"Illinois","17","2015","2015",2379,844829,281.6
,"Illinois","17","2016","2016",2368,840657,281.7
,"Illinois","17","2017","2017",2351,834022,281.9
,"Illinois","17","2018","2018",2367,817893,289.4
,"Illinois","17","2019","2019",2429,799928,303.7
,"Illinois","17","2020 ","2020",2889,777065,371.8
"Total","Illinois","17",,,62094,19585101,317.0
,"Indiana","18","1999","1999",1452,429304,338.2
,"Indiana","18","2000","2000",1537,437122,351.6
,"Indiana","18","2001","2001",1615,448933,359.7
,"Indiana","18","2002","2002",1654,458164,361.0
,"Indiana","18","2003","2003",1696,467213,363.0
,"Indiana","18","2004","2004",1677,471559,355.6
,"Indiana","18","2005","2005",1742,477254,365.0
,"Indiana","18","2006","2006",1798,482820,372.4
,"Indiana","18","2007","2007",1754,482191,363.8
,"Indiana","18","2008","2008",1691,479291,352.8
,"Indiana","18","2009","2009",1785,478546,373.0
,"Indiana","18","2010","2010",1762,473946,371.8
,"Indiana","18","2011","2011",1683,458170,367.3
,"Indiana","18","2012","2012",1604,445602,360.0
,"Indiana","18","2013","2013",1557,433545,359.1
,"Indiana","18","2014","2014",1514,422569,358.3
,"Indiana","18","2015","2015",1499,418732,358.0
,"Indiana","18","2016","2016",1558,420760,370.3
,"Indiana","18","2017","2017",1595,421091,378.8
,"Indiana","18","2018","2018",1540,419086,367.5
,"Indiana","18","2019","2019",1543,413889,372.8
,"Indiana","18","2020 ","2020",1784,405826,439.6
"Total","Indiana","18",,,36040,9845613,366.1
,"Iowa","19","1999","1999",518,209662,247.1
,"Iowa","19","2000","2000",569,212663,267.6
,"Iowa","19","2001","2001",551,216605,254.4
,"Iowa","19","2002","2002",623,219091,284.4
,"Iowa","19","2003","2003",628,221433,283.6
,"Iowa","19","2004","2004",601,222716,269.9
,"Iowa","19","2005","2005",690,224101,307.9
,"Iowa","19","2006","2006",612,225787,271.1
,"Iowa","19","2007","2007",634,224481,282.4
,"Iowa","19","2008","2008",647,222692,290.5
,"Iowa","19","2009","2009",582,220705,263.7
,"Iowa","19","2010","2010",638,216482,294.7
,"Iowa","19","2011","2011",614,207442,296.0
,"Iowa","19","2012","2012",556,200092,277.9
,"Iowa","19","2013","2013",547,193363,282.9
,"Iowa","19","2014","2014",546,188522,289.6
,"Iowa","19","2015","2015",493,186780,263.9
,"Iowa","19","2016","2016",534,186541,286.3
,"Iowa","19","2017","2017",541,185137,292.2
,"Iowa","19","2018","2018",524,182267,287.5
,"Iowa","19","2019","2019",540,178216,303.0
,"Iowa","19","2020 ","2020",582,175188,332.2
"Total","Iowa","19",,,12770,4519966,282.5
,"Kansas","20","1999","1999",596,188648,315.9
,"Kansas","20","2000","2000",566,192679,293.8
,"Kansas","20","2001","2001",623,198465,313.9
,"Kansas","20","2002","2002",653,203215,321.3
,"Kansas","20","2003","2003",659,206310,319.4
,"Kansas","20","2004","2004",685,207160,330.7
,"Kansas","20","2005","2005",752,208165,361.3
,"Kansas","20","2006","2006",716,208950,342.7
,"Kansas","20","2007","2007",718,208241,344.8
,"Kansas","20","2008","2008",660,206631,319.4
,"Kansas","20","2009","2009",653,205510,317.7
,"Kansas","20","2010","2010",660,201830,327.0
,"Kansas","20","2011","2011",648,193012,335.7
,"Kansas","20","2012","2012",573,184944,309.8
,"Kansas","20","2013","2013",575,175623,327.4
,"Kansas","20","2014","2014",576,170437,338.0
,"Kansas","20","2015","2015",539,168695,319.5
,"Kansas","20","2016","2016",520,169490,306.8
,"Kansas","20","2017","2017",528,168668,313.0
,"Kansas","20","2018","2018",511,166989,306.0
,"Kansas","20","2019","2019",497,164064,302.9
,"Kansas","20","2020 ","2020",627,161696,387.8
"Total","Kansas","20",,,13535,4159422,325.4
,"Kentucky","21","1999","1999",1081,288496,374.7
,"Kentucky","21","2000","2000",1139,293976,387.4
,"Kentucky","21","2001","2001",1235,300584,410.9
,"Kentucky","21","2002","2002",1255,307095,408.7
,"Kentucky","21","2003","2003",1325,314054,421.9
,"Kentucky","21","2004","2004",1374,317466,432.8
,"Kentucky","21","2005","2005",1349,320751,420.6
,"Kentucky","21","2006","2006",1393,324805,428.9
,"Kentucky","21","2007","2007",1310,324881,403.2
,"Kentucky","21","2008","2008",1447,324724,445.6
,"Kentucky","21","2009","2009",1453,324971,447.1
,"Kentucky","21","2010","2010",1516,323642,468.4
,"Kentucky","21","2011","2011",1464,314960,464.8
,"Kentucky","21","2012","2012",1418,306308,462.9
,"Kentucky","21","2013","2013",1294,299095,432.6
,"Kentucky","21","2014","2014",1336,291579,458.2
,"Kentucky","21","2015","2015",1386,287996,481.3
,"Kentucky","21","2016","2016",1393,289109,481.8
,"Kentucky","21","2017","2017",1377,288769,476.9
,"Kentucky","21","2018","2018",1362,285632,476.8
,"Kentucky","21","2019","2019",1276,280688,454.6
,"Kentucky","21","2020 ","2020",1526,275000,554.9
"Total","Kentucky","21",,,29709,6684581,444.4
,"Louisiana","22","1999","1999",1418,309679,457.9
,"Louisiana","22","2000","2000",1498,315768,474.4
,"Louisiana","22","2001","2001",1471,323567,454.6
,"Louisiana","22","2002","2002",1575,331266,475.4
,"Louisiana","22","2003","2003",1651,337580,489.1
,"Louisiana","22","2004","2004",1666,341201,488.3
,"Louisiana","22","2005","2005",1852,344385,537.8
,"Louisiana","22","2006","2006",1643,328225,500.6
,"Louisiana","22","2007","2007",1501,329081,456.1
,"Louisiana","22","2008","2008",1564,329184,475.1
,"Louisiana","22","2009","2009",1551,328422,472.3
,"Louisiana","22","2010","2010",1443,325046,443.9
,"Louisiana","22","2011","2011",1360,314691,432.2
,"Louisiana","22","2012","2012",1338,305609,437.8
,"Louisiana","22","2013","2013",1312,297473,441.0
,"Louisiana","22","2014","2014",1317,289940,454.2
,"Louisiana","22","2015","2015",1263,285238,442.8
,"Louisiana","22","2016","2016",1249,284453,439.1
,"Louisiana","22","2017","2017",1213,281186,431.4
,"Louisiana","22","2018","2018",1210,275446,439.3
,"Louisiana","22","2019","2019",1160,269497,430.4
,"Louisiana","22","2020 ","2020",1498,263611,568.3
"Total","Louisiana","22",,,31753,6810548,466.2
,"Maine","23","1999","1999",258,99910,258.2
,"Maine","23","2000","2000",292,101921,286.5
,"Maine","23","2001","2001",296,104393,283.5
,"Maine","23","2002","2002",260,106861,243.3
,"Maine","23","2003","2003",282,109113,258.4
,"Maine","23","2004","2004",302,109928,274.7
,"Maine","23","2005","2005",315,110896,284.0
,"Maine","23","2006","2006",337,111597,302.0
,"Maine","23","2007","2007",309,111318,277.6
,"Maine","23","2008","2008",318,110517,287.7
,"Maine","23","2009","2009",314,109186,287.6
,"Maine","23","2010","2010",310,107619,288.1
,"Maine","23","2011","2011",284,103247,275.1
,"Maine","23","2012","2012",304,99569,305.3
,"Maine","23","2013","2013",300,95855,313.0
,"Maine","23","2014","2014",293,92418,317.0
,"Maine","23","2015","2015",291,90340,322.1
,"Maine","23","2016","2016",290,89225,325.0
,"Maine","23","2017","2017",295,87947,335.4
,"Maine","23","2018","2018",251,85710,292.8
,"Maine","23","2019","2019",284,83308,340.9
,"Maine","23","2020 ","2020",299,80488,371.5
"Total","Maine","23",,,6484,2201366,294.5
,"Maryland","24","1999","1999",1440,391066,368.2
,"Maryland","24","2000","2000",1507,399390,377.3
,"Maryland","24","2001","2001",1567,411187,381.1
,"Maryland","24","2002","2002",1586,423267,374.7
,"Maryland","24","2003","2003",1623,433562,374.3
,"Maryland","24","2004","2004",1630,442911,368.0
,"Maryland","24","2005","2005",1616,450675,358.6
,"Maryland","24","2006","2006",1631,457583,356.4
,"Maryland","24","2007","2007",1579,459445,343.7
,"Maryland","24","2008","2008",1632,459719,355.0
,"Maryland","24","2009","2009",1520,462717,328.5
,"Maryland","24","2010","2010",1451,461585,314.4
,"Maryland","24","2011","2011",1290,452214,285.3
,"Maryland","24","2012","2012",1306,444088,294.1
,"Maryland","24","2013","2013",1242,433498,286.5
,"Maryland","24","2014","2014",1198,422360,283.6
,"Maryland","24","2015","2015",1215,416404,291.8
,"Maryland","24","2016","2016",1330,412617,322.3
,"Maryland","24","2017","2017",1271,409559,310.3
,"Maryland","24","2018","2018",1263,397341,317.9
,"Maryland","24","2019","2019",1171,385774,303.5
,"Maryland","24","2020 ","2020",1386,373482,371.1
"Total","Maryland","24",,,31454,9400444,334.6
,"Massachusetts","25","1999","1999",1244,452495,274.9
,"Massachusetts","25","2000","2000",1329,461945,287.7
,"Massachusetts","25","2001","2001",1414,473772,298.5
,"Massachusetts","25","2002","2002",1479,484600,305.2
,"Massachusetts","25","2003","2003",1541,493214,312.4
,"Massachusetts","25","2004","2004",1483,500324,296.4
,"Massachusetts","25","2005","2005",1404,506191,277.4
,"Massachusetts","25","2006","2006",1443,511381,282.2
,"Massachusetts","25","2007","2007",1403,513270,273.3
,"Massachusetts","25","2008","2008",1380,514728,268.1
,"Massachusetts","25","2009","2009",1366,517144,264.1
,"Massachusetts","25","2010","2010",1256,515434,243.7
,"Massachusetts","25","2011","2011",1270,505409,251.3
,"Massachusetts","25","2012","2012",1213,497671,243.7
,"Massachusetts","25","2013","2013",1207,486707,248.0
,"Massachusetts","25","2014","2014",1235,475213,259.9
,"Massachusetts","25","2015","2015",1198,468631,255.6
,"Massachusetts","25","2016","2016",1175,461885,254.4
,"Massachusetts","25","2017","2017",1187,455142,260.8
,"Massachusetts","25","2018","2018",1096,443793,247.0
,"Massachusetts","25","2019","2019",1081,429056,251.9
,"Massachusetts","25","2020 ","2020",1130,414222,272.8
"Total","Massachusetts","25",,,28534,10582227,269.6
,"Michigan","26","1999","1999",2684,721311,372.1
,"Michigan","26","2000","2000",2677,734905,364.3
,"Michigan","26","2001","2001",2779,752117,369.5
,"Michigan","26","2002","2002",2858,768119,372.1
,"Michigan","26","2003","2003",2865,782215,366.3
,"Michigan","26","2004","2004",2877,789495,364.4
,"Michigan","26","2005","2005",2784,792317,351.4
,"Michigan","26","2006","2006",2799,791945,353.4
,"Michigan","26","2007","2007",2777,781618,355.3
,"Michigan","26","2008","2008",2743,767728,357.3
,"Michigan","26","2009","2009",2587,757780,341.4
,"Michigan","26","2010","2010",2630,744581,353.2
,"Michigan","26","2011","2011",2550,718152,355.1
,"Michigan","26","2012","2012",2329,698214,333.6
,"Michigan","26","2013","2013",2278,677691,336.1
,"Michigan","26","2014","2014",2178,659065,330.5
,"Michigan","26","2015","2015",2221,652016,340.6
,"Michigan","26","2016","2016",2177,648400,335.7
,"Michigan","26","2017","2017",2208,642154,343.8
,"Michigan","26","2018","2018",2212,629912,351.2
,"Michigan","26","2019","2019",1967,612531,321.1
,"Michigan","26","2020 ","2020",2489,589665,422.1
"Total","Michigan","26",,,55669,15711931,354.3
,"Minnesota","27","1999","1999",899,355713,252.7
,"Minnesota","27","2000","2000",910,364247,249.8
,"Minnesota","27","2001","2001",911,375881,242.4
,"Minnesota","27","2002","2002",975,384283,253.7
,"Minnesota","27","2003","2003",993,393150,252.6
,"Minnesota","27","2004","2004",950,400062,237.5
,"Minnesota","27","2005","2005",1009,407265,247.8
,"Minnesota","27","2006","2006",954,414542,230.1
,"Minnesota","27","2007","2007",940,416502,225.7
,"Minnesota","27","2008","2008",990,416150,237.9
,"Minnesota","27","2009","2009",970,412841,235.0
,"Minnesota","27","2010","2010",962,406203,236.8
,"Minnesota","27","2011","2011",921,390578,235.8
,"Minnesota","27","2012","2012",871,376991,231.0
,"Minnesota","27","2013","2013",822,362639,226.7
,"Minnesota","27","2014","2014",787,353350,222.7
,"Minnesota","27","2015","2015",793,349074,227.2
,"Minnesota","27","2016","2016",790,346823,227.8
,"Minnesota","27","2017","2017",831,343687,241.8
,"Minnesota","27","2018","2018",774,336922,229.7
,"Minnesota","27","2019","2019",800,328843,243.3
,"Minnesota","27","2020 ","2020",869,321235,270.5
"Total","Minnesota","27",,,19721,8256981,238.8
,"Mississippi","28","1999","1999",910,187919,484.3
,"Mississippi","28","2000","2000",962,192111,500.8
,"Mississippi","28","2001","2001",967,197610,489.3
,"Mississippi","28","2002","2002",1048,202795,516.8
,"Mississippi","28","2003","2003",1073,207332,517.5
,"Mississippi","28","2004","2004",1147,209966,546.3
,"Mississippi","28","2005","2005",1177,211801,555.7
