"Notes","Residence County","Residence County Code","MMWR Week","MMWR Week Code",Deaths,Population,Crude Rate
,"Autauga County, AL","01001","2018 Week 01 ending January 06, 2018","2018/01",16,Not Applicable,Not Applicable
,"Autauga County, AL","01001","2018 Week 02 ending January 13, 2018","2018/02",17,Not Applicable,Not Applicable
,"Autauga County, AL","01001","2018 Week 03 ending January 20, 2018","2018/03",15,Not Applicable,Not Applicable
,"Autauga County, AL","01001","2018 Week 04 ending January 27, 2018","2018/04",10,Not Applicable,Not Applicable
,"Autauga County, AL","01001","2018 Week 05 ending February 03, 2018","2018/05",15,Not Applicable,Not Applicable
,"Autauga County, AL","01001","2018 Week 07 ending February 17, 2018","2018/07",11,Not Applicable,Not Applicable
,"Autauga County, AL","01001","2018 Week 10 ending March 10, 2018","2018/10",12,Not Applicable,Not Applicable
,"Autauga County, AL","01001","2018 Week 11 ending March 17, 2018","2018/11",12,Not Applicable,Not Applicable
,"Autauga County, AL","01001","2018 Week 12 ending March 24, 2018","2018/12",13,Not Applicable,Not Applicable
,"Autauga County, AL","01001","2018 Week 13 ending March 31, 2018","2018/13",10,Not Applicable,Not Applicable
,"Autauga County, AL","01001","2018 Week 14 ending April 07, 2018","2018/14",14,Not Applicable,Not Applicable
,"Autauga County, AL","01001","2018 Week 17 ending April 28, 2018","2018/17",13,Not Applicable,Not Applicable
,"Autauga County, AL","01001","2018 Week 19 ending May 12, 2018","2018/19",13,Not Applicable,Not Applicable
,"Autauga County, AL","01001","2018 Week 23 ending June 09, 2018","2018/23",12,Not Applicable,Not Applicable
,"Autauga County, AL","01001","2018 Week 24 ending June 16, 2018","2018/24",12,Not Applicable,Not Applicable
,"Autauga County, AL","01001","2018 Week 25 ending June 23, 2018","2018/25",10,Not Applicable,Not Applicable
,"Autauga County, AL","01001","2018 Week 26 ending June 30, 2018","2018/26",10,Not Applicable,Not Applicable
,"Autauga County, AL","01001","2018 Week 27 ending July 07, 2018","2018/27",10,Not Applicable,Not Applicable
,"Autauga County, AL","01001","2018 Week 28 ending July 14, 2018","2018/28",12,Not Applicable,Not Applicable
,"Autauga County, AL","01001","2018 Week 30 ending July 28, 2018","2018/30",12,Not Applicable,Not Applicable
,"Autauga County, AL","01001","2018 Week 32 ending August 11, 2018","2018/32",12,Not Applicable,Not Applicable
,"Autauga County, AL","01001","2018 Week 33 ending August 18, 2018","2018/33",13,Not Applicable,Not Applicable
,"Autauga County, AL","01001","2018 Week 34 ending August 25, 2018","2018/34",11,Not Applicable,Not Applicable
,"Autauga County, AL","01001","2018 Week 38 ending September 22, 2018","2018/38",10,Not Applicable,Not Applicable
,"Autauga County, AL","01001","2018 Week 42 ending October 20, 2018","2018/42",13,Not Applicable,Not Applicable
,"Autauga County, AL","01001","2018 Week 45 ending November 10, 2018","2018/45",15,Not Applicable,Not Applicable
,"Autauga County, AL","01001","2018 Week 46 ending November 17, 2018","2018/46",13,Not Applicable,Not Applicable
,"Autauga County, AL","01001","2018 Week 47 ending November 24, 2018","2018/47",10,Not Applicable,Not Applicable
,"Autauga County, AL","01001","2018 Week 48 ending December 01, 2018","2018/48",10,Not Applicable,Not Applicable
,"Autauga County, AL","01001","2018 Week 49 ending December 08, 2018","2018/49",12,Not Applicable,Not Applicable
,"Autauga County, AL","01001","2018 Week 50 ending December 15, 2018","2018/50",11,Not Applicable,Not Applicable
,"Autauga County, AL","01001","2018 Week 51 ending December 22, 2018","2018/51",11,Not Applicable,Not Applicable
,"Autauga County, AL","01001","2018 Week 52 ending December 29, 2018","2018/52",14,Not Applicable,Not Applicable
,"Autauga County, AL","01001","2019 Week 02 ending January 12, 2019","2019/02",14,Not Applicable,Not Applicable
,"Autauga County, AL","01001","2019 Week 03 ending January 19, 2019","2019/03",16,Not Applicable,Not Applicable
,"Autauga County, AL","01001","2019 Week 04 ending January 26, 2019","2019/04",15,Not Applicable,Not Applicable
,"Autauga County, AL","01001","2019 Week 11 ending March 16, 2019","2019/11",12,Not Applicable,Not Applicable
,"Autauga County, AL","01001","2019 Week 12 ending March 23, 2019","2019/12",11,Not Applicable,Not Applicable
,"Autauga County, AL","01001","2019 Week 14 ending April 06, 2019","2019/14",16,Not Applicable,Not Applicable
,"Autauga County, AL","01001","2019 Week 15 ending April 13, 2019","2019/15",15,Not Applicable,Not Applicable
,"Autauga County, AL","01001","2019 Week 17 ending April 27, 2019","2019/17",12,Not Applicable,Not Applicable
,"Autauga County, AL","01001","2019 Week 19 ending May 11, 2019","2019/19",17,Not Applicable,Not Applicable
,"Autauga County, AL","01001","2019 Week 20 ending May 18, 2019","2019/20",10,Not Applicable,Not Applicable
,"Autauga County, AL","01001","2019 Week 21 ending May 25, 2019","2019/21",12,Not Applicable,Not Applicable
,"Autauga County, AL","01001","2019 Week 22 ending June 01, 2019","2019/22",15,Not Applicable,Not Applicable
,"Autauga County, AL","01001","2019 Week 25 ending June 22, 2019","2019/25",12,Not Applicable,Not Applicable
,"Autauga County, AL","01001","2019 Week 27 ending July 06, 2019","2019/27",15,Not Applicable,Not Applicable
,"Autauga County, AL","01001","2019 Week 30 ending July 27, 2019","2019/30",15,Not Applicable,Not Applicable
,"Autauga County, AL","01001","2019 Week 36 ending September 07, 2019","2019/36",16,Not Applicable,Not Applicable
,"Autauga County, AL","01001","2019 Week 37 ending September 14, 2019","2019/37",14,Not Applicable,Not Applicable
,"Autauga County, AL","01001","2019 Week 38 ending September 21, 2019","2019/38",13,Not Applicable,Not Applicable
,"Autauga County, AL","01001","2019 Week 40 ending October 05, 2019","2019/40",12,Not Applicable,Not Applicable
,"Autauga County, AL","01001","2019 Week 41 ending October 12, 2019","2019/41",10,Not Applicable,Not Applicable
,"Autauga County, AL","01001","2019 Week 42 ending October 19, 2019","2019/42",16,Not Applicable,Not Applicable
,"Autauga County, AL","01001","2019 Week 43 ending October 26, 2019","2019/43",10,Not Applicable,Not Applicable
,"Autauga County, AL","01001","2019 Week 45 ending November 09, 2019","2019/45",14,Not Applicable,Not Applicable
,"Autauga County, AL","01001","2019 Week 47 ending November 23, 2019","2019/47",12,Not Applicable,Not Applicable
,"Autauga County, AL","01001","2019 Week 49 ending December 07, 2019","2019/49",12,Not Applicable,Not Applicable
,"Autauga County, AL","01001","2019 Week 50 ending December 14, 2019","2019/50",13,Not Applicable,Not Applicable
,"Autauga County, AL","01001","2019 Week 51 ending December 21, 2019","2019/51",14,Not Applicable,Not Applicable
,"Autauga County, AL","01001","2020 Week 01 ending January 04, 2020","2020/01",10,Not Applicable,Not Applicable
,"Autauga County, AL","01001","2020 Week 04 ending January 25, 2020","2020/04",11,Not Applicable,Not Applicable
