"Notes"	"Residence County"	"Residence County Code"	"MMWR Week"	"MMWR Week Code"	Deaths	Population	Crude Rate
	"Aitkin County, MN"	"27001"	"2019 Week 41 ending October 12, 2019"	"2019/41"	11	Not Applicable	Not Applicable
	"Aitkin County, MN"	"27001"	"2019 Week 49 ending December 07, 2019"	"2019/49"	11	Not Applicable	Not Applicable
	"Aitkin County, MN"	"27001"	"2020 Week 09 ending February 29, 2020"	"2020/09"	10	Not Applicable	Not Applicable
	"Aitkin County, MN"	"27001"	"2020 Week 44 ending October 31, 2020"	"2020/44"	12	Not Applicable	Not Applicable
	"Aitkin County, MN"	"27001"	"2020 Week 46 ending November 14, 2020"	"2020/46"	13	Not Applicable	Not Applicable
	"Aitkin County, MN"	"27001"	"2020 Week 47 ending November 21, 2020"	"2020/47"	14	Not Applicable	Not Applicable
	"Aitkin County, MN"	"27001"	"2020 Week 52 ending December 26, 2020"	"2020/52"	10	Not Applicable	Not Applicable
	"Aitkin County, MN"	"27001"	"2021 Week 45 ending November 13, 2021"	"2021/45"	10	Not Applicable	Not Applicable
	"Aitkin County, MN"	"27001"	"2021 Week 48 ending December 04, 2021"	"2021/48"	10	Not Applicable	Not Applicable
	"Anoka County, MN"	"27003"	"2018 Week 01 ending January 06, 2018"	"2018/01"	58	Not Applicable	Not Applicable
	"Anoka County, MN"	"27003"	"2018 Week 02 ending January 13, 2018"	"2018/02"	58	Not Applicable	Not Applicable
	"Anoka County, MN"	"27003"	"2018 Week 03 ending January 20, 2018"	"2018/03"	74	Not Applicable	Not Applicable
	"Anoka County, MN"	"27003"	"2018 Week 04 ending January 27, 2018"	"2018/04"	36	Not Applicable	Not Applicable
	"Anoka County, MN"	"27003"	"2018 Week 05 ending February 03, 2018"	"2018/05"	50	Not Applicable	Not Applicable
	"Anoka County, MN"	"27003"	"2018 Week 06 ending February 10, 2018"	"2018/06"	39	Not Applicable	Not Applicable
	"Anoka County, MN"	"27003"	"2018 Week 07 ending February 17, 2018"	"2018/07"	52	Not Applicable	Not Applicable
	"Anoka County, MN"	"27003"	"2018 Week 08 ending February 24, 2018"	"2018/08"	48	Not Applicable	Not Applicable
	"Anoka County, MN"	"27003"	"2018 Week 09 ending March 03, 2018"	"2018/09"	46	Not Applicable	Not Applicable
	"Anoka County, MN"	"27003"	"2018 Week 10 ending March 10, 2018"	"2018/10"	43	Not Applicable	Not Applicable
	"Anoka County, MN"	"27003"	"2018 Week 11 ending March 17, 2018"	"2018/11"	42	Not Applicable	Not Applicable
	"Anoka County, MN"	"27003"	"2018 Week 12 ending March 24, 2018"	"2018/12"	37	Not Applicable	Not Applicable
	"Anoka County, MN"	"27003"	"2018 Week 13 ending March 31, 2018"	"2018/13"	39	Not Applicable	Not Applicable
	"Anoka County, MN"	"27003"	"2018 Week 14 ending April 07, 2018"	"2018/14"	45	Not Applicable	Not Applicable
	"Anoka County, MN"	"27003"	"2018 Week 15 ending April 14, 2018"	"2018/15"	33	Not Applicable	Not Applicable
	"Anoka County, MN"	"27003"	"2018 Week 16 ending April 21, 2018"	"2018/16"	44	Not Applicable	Not Applicable
	"Anoka County, MN"	"27003"	"2018 Week 17 ending April 28, 2018"	"2018/17"	54	Not Applicable	Not Applicable
	"Anoka County, MN"	"27003"	"2018 Week 18 ending May 05, 2018"	"2018/18"	52	Not Applicable	Not Applicable
	"Anoka County, MN"	"27003"	"2018 Week 19 ending May 12, 2018"	"2018/19"	36	Not Applicable	Not Applicable
	"Anoka County, MN"	"27003"	"2018 Week 20 ending May 19, 2018"	"2018/20"	43	Not Applicable	Not Applicable
	"Anoka County, MN"	"27003"	"2018 Week 21 ending May 26, 2018"	"2018/21"	38	Not Applicable	Not Applicable
	"Anoka County, MN"	"27003"	"2018 Week 22 ending June 02, 2018"	"2018/22"	31	Not Applicable	Not Applicable
	"Anoka County, MN"	"27003"	"2018 Week 23 ending June 09, 2018"	"2018/23"	41	Not Applicable	Not Applicable
	"Anoka County, MN"	"27003"	"2018 Week 24 ending June 16, 2018"	"2018/24"	53	Not Applicable	Not Applicable
	"Anoka County, MN"	"27003"	"2018 Week 25 ending June 23, 2018"	"2018/25"	36	Not Applicable	Not Applicable
	"Anoka County, MN"	"27003"	"2018 Week 26 ending June 30, 2018"	"2018/26"	16	Not Applicable	Not Applicable
	"Anoka County, MN"	"27003"	"2018 Week 27 ending July 07, 2018"	"2018/27"	38	Not Applicable	Not Applicable
	"Anoka County, MN"	"27003"	"2018 Week 28 ending July 14, 2018"	"2018/28"	28	Not Applicable	Not Applicable
	"Anoka County, MN"	"27003"	"2018 Week 29 ending July 21, 2018"	"2018/29"	36	Not Applicable	Not Applicable
	"Anoka County, MN"	"27003"	"2018 Week 30 ending July 28, 2018"	"2018/30"	39	Not Applicable	Not Applicable
	"Anoka County, MN"	"27003"	"2018 Week 31 ending August 04, 2018"	"2018/31"	31	Not Applicable	Not Applicable
	"Anoka County, MN"	"27003"	"2018 Week 32 ending August 11, 2018"	"2018/32"	41	Not Applicable	Not Applicable
