"Notes"	"Residence County"	"Residence County Code"	"MMWR Week"	"MMWR Week Code"	Deaths	Population	Crude Rate
	"Acadia Parish, LA"	"22001"	"2018 Week 01 ending January 06, 2018"	"2018/01"	16	Not Applicable	Not Applicable
	"Acadia Parish, LA"	"22001"	"2018 Week 02 ending January 13, 2018"	"2018/02"	14	Not Applicable	Not Applicable
	"Acadia Parish, LA"	"22001"	"2018 Week 03 ending January 20, 2018"	"2018/03"	23	Not Applicable	Not Applicable
	"Acadia Parish, LA"	"22001"	"2018 Week 04 ending January 27, 2018"	"2018/04"	18	Not Applicable	Not Applicable
	"Acadia Parish, LA"	"22001"	"2018 Week 05 ending February 03, 2018"	"2018/05"	15	Not Applicable	Not Applicable
	"Acadia Parish, LA"	"22001"	"2018 Week 06 ending February 10, 2018"	"2018/06"	13	Not Applicable	Not Applicable
	"Acadia Parish, LA"	"22001"	"2018 Week 07 ending February 17, 2018"	"2018/07"	14	Not Applicable	Not Applicable
	"Acadia Parish, LA"	"22001"	"2018 Week 08 ending February 24, 2018"	"2018/08"	13	Not Applicable	Not Applicable
	"Acadia Parish, LA"	"22001"	"2018 Week 09 ending March 03, 2018"	"2018/09"	12	Not Applicable	Not Applicable
	"Acadia Parish, LA"	"22001"	"2018 Week 10 ending March 10, 2018"	"2018/10"	12	Not Applicable	Not Applicable
	"Acadia Parish, LA"	"22001"	"2018 Week 11 ending March 17, 2018"	"2018/11"	16	Not Applicable	Not Applicable
	"Acadia Parish, LA"	"22001"	"2018 Week 12 ending March 24, 2018"	"2018/12"	12	Not Applicable	Not Applicable
	"Acadia Parish, LA"	"22001"	"2018 Week 14 ending April 07, 2018"	"2018/14"	10	Not Applicable	Not Applicable
	"Acadia Parish, LA"	"22001"	"2018 Week 15 ending April 14, 2018"	"2018/15"	19	Not Applicable	Not Applicable
	"Acadia Parish, LA"	"22001"	"2018 Week 16 ending April 21, 2018"	"2018/16"	10	Not Applicable	Not Applicable
	"Acadia Parish, LA"	"22001"	"2018 Week 17 ending April 28, 2018"	"2018/17"	16	Not Applicable	Not Applicable
	"Acadia Parish, LA"	"22001"	"2018 Week 18 ending May 05, 2018"	"2018/18"	18	Not Applicable	Not Applicable
	"Acadia Parish, LA"	"22001"	"2018 Week 20 ending May 19, 2018"	"2018/20"	17	Not Applicable	Not Applicable
	"Acadia Parish, LA"	"22001"	"2018 Week 22 ending June 02, 2018"	"2018/22"	13	Not Applicable	Not Applicable
	"Acadia Parish, LA"	"22001"	"2018 Week 23 ending June 09, 2018"	"2018/23"	13	Not Applicable	Not Applicable
	"Acadia Parish, LA"	"22001"	"2018 Week 24 ending June 16, 2018"	"2018/24"	10	Not Applicable	Not Applicable
	"Acadia Parish, LA"	"22001"	"2018 Week 25 ending June 23, 2018"	"2018/25"	11	Not Applicable	Not Applicable
	"Acadia Parish, LA"	"22001"	"2018 Week 26 ending June 30, 2018"	"2018/26"	12	Not Applicable	Not Applicable
	"Acadia Parish, LA"	"22001"	"2018 Week 27 ending July 07, 2018"	"2018/27"	15	Not Applicable	Not Applicable
	"Acadia Parish, LA"	"22001"	"2018 Week 28 ending July 14, 2018"	"2018/28"	20	Not Applicable	Not Applicable
	"Acadia Parish, LA"	"22001"	"2018 Week 29 ending July 21, 2018"	"2018/29"	11	Not Applicable	Not Applicable
	"Acadia Parish, LA"	"22001"	"2018 Week 30 ending July 28, 2018"	"2018/30"	14	Not Applicable	Not Applicable
	"Acadia Parish, LA"	"22001"	"2018 Week 31 ending August 04, 2018"	"2018/31"	14	Not Applicable	Not Applicable
	"Acadia Parish, LA"	"22001"	"2018 Week 32 ending August 11, 2018"	"2018/32"	11	Not Applicable	Not Applicable
	"Acadia Parish, LA"	"22001"	"2018 Week 33 ending August 18, 2018"	"2018/33"	10	Not Applicable	Not Applicable
	"Acadia Parish, LA"	"22001"	"2018 Week 34 ending August 25, 2018"	"2018/34"	16	Not Applicable	Not Applicable
	"Acadia Parish, LA"	"22001"	"2018 Week 35 ending September 01, 2018"	"2018/35"	12	Not Applicable	Not Applicable
	"Acadia Parish, LA"	"22001"	"2018 Week 37 ending September 15, 2018"	"2018/37"	17	Not Applicable	Not Applicable
	"Acadia Parish, LA"	"22001"	"2018 Week 38 ending September 22, 2018"	"2018/38"	13	Not Applicable	Not Applicable
	"Acadia Parish, LA"	"22001"	"2018 Week 40 ending October 06, 2018"	"2018/40"	11	Not Applicable	Not Applicable
	"Acadia Parish, LA"	"22001"	"2018 Week 42 ending October 20, 2018"	"2018/42"	11	Not Applicable	Not Applicable
	"Acadia Parish, LA"	"22001"	"2018 Week 43 ending October 27, 2018"	"2018/43"	12	Not Applicable	Not Applicable
	"Acadia Parish, LA"	"22001"	"2018 Week 44 ending November 03, 2018"	"2018/44"	11	Not Applicable	Not Applicable
	"Acadia Parish, LA"	"22001"	"2018 Week 45 ending November 10, 2018"	"2018/45"	13	Not Applicable	Not Applicable
	"Acadia Parish, LA"	"22001"	"2018 Week 46 ending November 17, 2018"	"2018/46"	11	Not Applicable	Not Applicable
	"Acadia Parish, LA"	"22001"	"2018 Week 47 ending November 24, 2018"	"2018/47"	15	Not Applicable	Not Applicable
	"Acadia Parish, LA"	"22001"	"2018 Week 49 ending December 08, 2018"	"2018/49"	17	Not Applicable	Not Applicable
	"Acadia Parish, LA"	"22001"	"2018 Week 50 ending December 15, 2018"	"2018/50"	11	Not Applicable	Not Applicable
	"Acadia Parish, LA"	"22001"	"2018 Week 51 ending December 22, 2018"	"2018/51"	12	Not Applicable	Not Applicable
	"Acadia Parish, LA"	"22001"	"2018 Week 52 ending December 29, 2018"	"2018/52"	17	Not Applicable	Not Applicable
	"Acadia Parish, LA"	"22001"	"2019 Week 01 ending January 05, 2019"	"2019/01"	15	Not Applicable	Not Applicable
	"Acadia Parish, LA"	"22001"	"2019 Week 02 ending January 12, 2019"	"2019/02"	13	Not Applicable	Not Applicable
	"Acadia Parish, LA"	"22001"	"2019 Week 03 ending January 19, 2019"	"2019/03"	16	Not Applicable	Not Applicable
	"Acadia Parish, LA"	"22001"	"2019 Week 04 ending January 26, 2019"	"2019/04"	16	Not Applicable	Not Applicable
	"Acadia Parish, LA"	"22001"	"2019 Week 05 ending February 02, 2019"	"2019/05"	15	Not Applicable	Not Applicable
	"Acadia Parish, LA"	"22001"	"2019 Week 06 ending February 09, 2019"	"2019/06"	18	Not Applicable	Not Applicable
	"Acadia Parish, LA"	"22001"	"2019 Week 07 ending February 16, 2019"	"2019/07"	17	Not Applicable	Not Applicable
	"Acadia Parish, LA"	"22001"	"2019 Week 08 ending February 23, 2019"	"2019/08"	18	Not Applicable	Not Applicable
	"Acadia Parish, LA"	"22001"	"2019 Week 10 ending March 09, 2019"	"2019/10"	17	Not Applicable	Not Applicable
	"Acadia Parish, LA"	"22001"	"2019 Week 11 ending March 16, 2019"	"2019/11"	11	Not Applicable	Not Applicable
	"Acadia Parish, LA"	"22001"	"2019 Week 12 ending March 23, 2019"	"2019/12"	23	Not Applicable	Not Applicable
	"Acadia Parish, LA"	"22001"	"2019 Week 13 ending March 30, 2019"	"2019/13"	17	Not Applicable	Not Applicable
	"Acadia Parish, LA"	"22001"	"2019 Week 14 ending April 06, 2019"	"2019/14"	13	Not Applicable	Not Applicable
	"Acadia Parish, LA"	"22001"	"2019 Week 15 ending April 13, 2019"	"2019/15"	13	Not Applicable	Not Applicable
	"Acadia Parish, LA"	"22001"	"2019 Week 16 ending April 20, 2019"	"2019/16"	19	Not Applicable	Not Applicable
	"Acadia Parish, LA"	"22001"	"2019 Week 17 ending April 27, 2019"	"2019/17"	13	Not Applicable	Not Applicable
	"Acadia Parish, LA"	"22001"	"2019 Week 18 ending May 04, 2019"	"2019/18"	10	Not Applicable	Not Applicable
	"Acadia Parish, LA"	"22001"	"2019 Week 19 ending May 11, 2019"	"2019/19"	17	Not Applicable	Not Applicable
	"Acadia Parish, LA"	"22001"	"2019 Week 21 ending May 25, 2019"	"2019/21"	16	Not Applicable	Not Applicable
	"Acadia Parish, LA"	"22001"	"2019 Week 22 ending June 01, 2019"	"2019/22"	15	Not Applicable	Not Applicable
	"Acadia Parish, LA"	"22001"	"2019 Week 23 ending June 08, 2019"	"2019/23"	12	Not Applicable	Not Applicable
	"Acadia Parish, LA"	"22001"	"2019 Week 24 ending June 15, 2019"	"2019/24"	15	Not Applicable	Not Applicable
	"Acadia Parish, LA"	"22001"	"2019 Week 25 ending June 22, 2019"	"2019/25"	11	Not Applicable	Not Applicable
	"Acadia Parish, LA"	"22001"	"2019 Week 27 ending July 06, 2019"	"2019/27"	11	Not Applicable	Not Applicable
	"Acadia Parish, LA"	"22001"	"2019 Week 28 ending July 13, 2019"	"2019/28"	12	Not Applicable	Not Applicable
	"Acadia Parish, LA"	"22001"	"2019 Week 29 ending July 20, 2019"	"2019/29"	15	Not Applicable	Not Applicable
	"Acadia Parish, LA"	"22001"	"2019 Week 30 ending July 27, 2019"	"2019/30"	15	Not Applicable	Not Applicable
	"Acadia Parish, LA"	"22001"	"2019 Week 31 ending August 03, 2019"	"2019/31"	13	Not Applicable	Not Applicable
