"Notes"	"Residence County"	"Residence County Code"	"MMWR Week"	"MMWR Week Code"	Deaths	Population	Crude Rate
"Total"	"Adams County, WA"	"53001"			729	Not Applicable	Not Applicable
	"Asotin County, WA"	"53003"	"2018 Week 39 ending September 29, 2018"	"2018/39"	10	Not Applicable	Not Applicable
	"Asotin County, WA"	"53003"	"2019 Week 08 ending February 23, 2019"	"2019/08"	11	Not Applicable	Not Applicable
	"Asotin County, WA"	"53003"	"2019 Week 13 ending March 30, 2019"	"2019/13"	10	Not Applicable	Not Applicable
	"Asotin County, WA"	"53003"	"2019 Week 21 ending May 25, 2019"	"2019/21"	10	Not Applicable	Not Applicable
	"Asotin County, WA"	"53003"	"2019 Week 34 ending August 24, 2019"	"2019/34"	14	Not Applicable	Not Applicable
	"Asotin County, WA"	"53003"	"2019 Week 47 ending November 23, 2019"	"2019/47"	16	Not Applicable	Not Applicable
	"Asotin County, WA"	"53003"	"2020 Week 30 ending July 25, 2020"	"2020/30"	10	Not Applicable	Not Applicable
	"Asotin County, WA"	"53003"	"2020 Week 32 ending August 08, 2020"	"2020/32"	11	Not Applicable	Not Applicable
	"Asotin County, WA"	"53003"	"2020 Week 40 ending October 03, 2020"	"2020/40"	14	Not Applicable	Not Applicable
	"Asotin County, WA"	"53003"	"2020 Week 41 ending October 10, 2020"	"2020/41"	11	Not Applicable	Not Applicable
	"Asotin County, WA"	"53003"	"2020 Week 45 ending November 07, 2020"	"2020/45"	12	Not Applicable	Not Applicable
	"Asotin County, WA"	"53003"	"2021 Week 39 ending October 02, 2021"	"2021/39"	19	Not Applicable	Not Applicable
	"Asotin County, WA"	"53003"	"2022 Week 05 ending February 05, 2022 (provisional)"	"2022/05"	12	Not Applicable	Not Applicable
	"Asotin County, WA"	"53003"	"2022 Week 24 ending June 18, 2022 (provisional)"	"2022/24"	11	Not Applicable	Not Applicable
	"Asotin County, WA"	"53003"	"2022 Week 27 ending July 09, 2022 (provisional)"	"2022/27"	11	Not Applicable	Not Applicable
	"Asotin County, WA"	"53003"	"2022 Week 40 ending October 08, 2022 (provisional)"	"2022/40"	12	Not Applicable	Not Applicable
