"Notes","Residence County","Residence County Code","MMWR Week","MMWR Week Code",Deaths,Population,Crude Rate
,"Albany County, WY","56001","2018 Week 51 ending December 22, 2018","2018/51",10,Not Applicable,Not Applicable
,"Albany County, WY","56001","2019 Week 35 ending August 31, 2019","2019/35",11,Not Applicable,Not Applicable
,"Albany County, WY","56001","2021 Week 46 ending November 20, 2021","2021/46",11,Not Applicable,Not Applicable
"Total","Albany County, WY","56001",,,1278,Not Applicable,Not Applicable
,"Big Horn County, WY","56003","2021 Week 40 ending October 09, 2021","2021/40",10,Not Applicable,Not Applicable
"Total","Big Horn County, WY","56003",,,833,Not Applicable,Not Applicable
,"Campbell County, WY","56005","2018 Week 23 ending June 09, 2018","2018/23",10,Not Applicable,Not Applicable
,"Campbell County, WY","56005","2019 Week 07 ending February 16, 2019","2019/07",10,Not Applicable,Not Applicable
,"Campbell County, WY","56005","2019 Week 09 ending March 02, 2019","2019/09",10,Not Applicable,Not Applicable
,"Campbell County, WY","56005","2020 Week 41 ending October 10, 2020","2020/41",12,Not Applicable,Not Applicable
,"Campbell County, WY","56005","2020 Week 43 ending October 24, 2020","2020/43",11,Not Applicable,Not Applicable
,"Campbell County, WY","56005","2020 Week 46 ending November 14, 2020","2020/46",10,Not Applicable,Not Applicable
,"Campbell County, WY","56005","2020 Week 50 ending December 12, 2020","2020/50",14,Not Applicable,Not Applicable
,"Campbell County, WY","56005","2020 Week 51 ending December 19, 2020","2020/51",15,Not Applicable,Not Applicable
,"Campbell County, WY","56005","2020 Week 52 ending December 26, 2020","2020/52",10,Not Applicable,Not Applicable
,"Campbell County, WY","56005","2021 Week 01 ending January 09, 2021","2021/01",10,Not Applicable,Not Applicable
,"Campbell County, WY","56005","2021 Week 11 ending March 20, 2021","2021/11",10,Not Applicable,Not Applicable
,"Campbell County, WY","56005","2021 Week 12 ending March 27, 2021","2021/12",11,Not Applicable,Not Applicable
,"Campbell County, WY","56005","2021 Week 34 ending August 28, 2021","2021/34",10,Not Applicable,Not Applicable
,"Campbell County, WY","56005","2021 Week 38 ending September 25, 2021","2021/38",13,Not Applicable,Not Applicable
,"Campbell County, WY","56005","2021 Week 39 ending October 02, 2021","2021/39",10,Not Applicable,Not Applicable
,"Campbell County, WY","56005","2021 Week 41 ending October 16, 2021","2021/41",13,Not Applicable,Not Applicable
,"Campbell County, WY","56005","2021 Week 42 ending October 23, 2021","2021/42",14,Not Applicable,Not Applicable
,"Campbell County, WY","56005","2021 Week 43 ending October 30, 2021","2021/43",11,Not Applicable,Not Applicable
,"Campbell County, WY","56005","2021 Week 46 ending November 20, 2021","2021/46",10,Not Applicable,Not Applicable
,"Campbell County, WY","56005","2021 Week 51 ending December 25, 2021","2021/51",10,Not Applicable,Not Applicable
,"Campbell County, WY","56005","2021 Week 52 ending January 01, 2022","2021/52",10,Not Applicable,Not Applicable
,"Campbell County, WY","56005","2022 Week 01 ending January 08, 2022 (provisional)","2022/01",10,Not Applicable,Not Applicable
,"Campbell County, WY","56005","2022 Week 02 ending January 15, 2022 (provisional)","2022/02",13,Not Applicable,Not Applicable
,"Campbell County, WY","56005","2022 Week 04 ending January 29, 2022 (provisional)","2022/04",10,Not Applicable,Not Applicable
,"Campbell County, WY","56005","2022 Week 06 ending February 12, 2022 (provisional)","2022/06",11,Not Applicable,Not Applicable
,"Campbell County, WY","56005","2022 Week 07 ending February 19, 2022 (provisional)","2022/07",11,Not Applicable,Not Applicable
,"Campbell County, WY","56005","2022 Week 09 ending March 05, 2022 (provisional)","2022/09",10,Not Applicable,Not Applicable
