"Notes"	"Residence County"	"Residence County Code"	"MMWR Week"	"MMWR Week Code"	Deaths	Population	Crude Rate
"Total"	"Beaverhead County, MT"	"30001"			582	Not Applicable	Not Applicable
"Total"	"Big Horn County, MT"	"30003"			870	Not Applicable	Not Applicable
"Total"	"Blaine County, MT"	"30005"			417	Not Applicable	Not Applicable
"Total"	"Broadwater County, MT"	"30007"			350	Not Applicable	Not Applicable
"Total"	"Carbon County, MT"	"30009"			605	Not Applicable	Not Applicable
"Total"	"Carter County, MT"	"30011"			94	Not Applicable	Not Applicable
	"Cascade County, MT"	"30013"	"2018 Week 02 ending January 13, 2018"	"2018/02"	22	Not Applicable	Not Applicable
	"Cascade County, MT"	"30013"	"2018 Week 03 ending January 20, 2018"	"2018/03"	23	Not Applicable	Not Applicable
	"Cascade County, MT"	"30013"	"2018 Week 04 ending January 27, 2018"	"2018/04"	21	Not Applicable	Not Applicable
	"Cascade County, MT"	"30013"	"2018 Week 05 ending February 03, 2018"	"2018/05"	24	Not Applicable	Not Applicable
	"Cascade County, MT"	"30013"	"2018 Week 06 ending February 10, 2018"	"2018/06"	21	Not Applicable	Not Applicable
	"Cascade County, MT"	"30013"	"2018 Week 07 ending February 17, 2018"	"2018/07"	21	Not Applicable	Not Applicable
	"Cascade County, MT"	"30013"	"2018 Week 08 ending February 24, 2018"	"2018/08"	21	Not Applicable	Not Applicable
	"Cascade County, MT"	"30013"	"2018 Week 09 ending March 03, 2018"	"2018/09"	11	Not Applicable	Not Applicable
	"Cascade County, MT"	"30013"	"2018 Week 10 ending March 10, 2018"	"2018/10"	19	Not Applicable	Not Applicable
	"Cascade County, MT"	"30013"	"2018 Week 11 ending March 17, 2018"	"2018/11"	24	Not Applicable	Not Applicable
	"Cascade County, MT"	"30013"	"2018 Week 12 ending March 24, 2018"	"2018/12"	15	Not Applicable	Not Applicable
	"Cascade County, MT"	"30013"	"2018 Week 13 ending March 31, 2018"	"2018/13"	15	Not Applicable	Not Applicable
	"Cascade County, MT"	"30013"	"2018 Week 14 ending April 07, 2018"	"2018/14"	16	Not Applicable	Not Applicable
	"Cascade County, MT"	"30013"	"2018 Week 15 ending April 14, 2018"	"2018/15"	18	Not Applicable	Not Applicable
	"Cascade County, MT"	"30013"	"2018 Week 16 ending April 21, 2018"	"2018/16"	14	Not Applicable	Not Applicable
	"Cascade County, MT"	"30013"	"2018 Week 17 ending April 28, 2018"	"2018/17"	20	Not Applicable	Not Applicable
	"Cascade County, MT"	"30013"	"2018 Week 18 ending May 05, 2018"	"2018/18"	15	Not Applicable	Not Applicable
	"Cascade County, MT"	"30013"	"2018 Week 19 ending May 12, 2018"	"2018/19"	14	Not Applicable	Not Applicable
	"Cascade County, MT"	"30013"	"2018 Week 20 ending May 19, 2018"	"2018/20"	16	Not Applicable	Not Applicable
	"Cascade County, MT"	"30013"	"2018 Week 21 ending May 26, 2018"	"2018/21"	22	Not Applicable	Not Applicable
	"Cascade County, MT"	"30013"	"2018 Week 22 ending June 02, 2018"	"2018/22"	20	Not Applicable	Not Applicable
	"Cascade County, MT"	"30013"	"2018 Week 23 ending June 09, 2018"	"2018/23"	14	Not Applicable	Not Applicable
	"Cascade County, MT"	"30013"	"2018 Week 24 ending June 16, 2018"	"2018/24"	16	Not Applicable	Not Applicable
	"Cascade County, MT"	"30013"	"2018 Week 25 ending June 23, 2018"	"2018/25"	11	Not Applicable	Not Applicable
	"Cascade County, MT"	"30013"	"2018 Week 26 ending June 30, 2018"	"2018/26"	14	Not Applicable	Not Applicable
	"Cascade County, MT"	"30013"	"2018 Week 27 ending July 07, 2018"	"2018/27"	22	Not Applicable	Not Applicable
	"Cascade County, MT"	"30013"	"2018 Week 28 ending July 14, 2018"	"2018/28"	15	Not Applicable	Not Applicable
	"Cascade County, MT"	"30013"	"2018 Week 29 ending July 21, 2018"	"2018/29"	17	Not Applicable	Not Applicable
	"Cascade County, MT"	"30013"	"2018 Week 30 ending July 28, 2018"	"2018/30"	22	Not Applicable	Not Applicable
	"Cascade County, MT"	"30013"	"2018 Week 31 ending August 04, 2018"	"2018/31"	20	Not Applicable	Not Applicable
	"Cascade County, MT"	"30013"	"2018 Week 32 ending August 11, 2018"	"2018/32"	15	Not Applicable	Not Applicable
	"Cascade County, MT"	"30013"	"2018 Week 33 ending August 18, 2018"	"2018/33"	17	Not Applicable	Not Applicable
	"Cascade County, MT"	"30013"	"2018 Week 34 ending August 25, 2018"	"2018/34"	19	Not Applicable	Not Applicable
	"Cascade County, MT"	"30013"	"2018 Week 36 ending September 08, 2018"	"2018/36"	19	Not Applicable	Not Applicable
	"Cascade County, MT"	"30013"	"2018 Week 37 ending September 15, 2018"	"2018/37"	16	Not Applicable	Not Applicable
	"Cascade County, MT"	"30013"	"2018 Week 38 ending September 22, 2018"	"2018/38"	18	Not Applicable	Not Applicable
	"Cascade County, MT"	"30013"	"2018 Week 39 ending September 29, 2018"	"2018/39"	14	Not Applicable	Not Applicable
	"Cascade County, MT"	"30013"	"2018 Week 40 ending October 06, 2018"	"2018/40"	22	Not Applicable	Not Applicable
	"Cascade County, MT"	"30013"	"2018 Week 41 ending October 13, 2018"	"2018/41"	16	Not Applicable	Not Applicable
	"Cascade County, MT"	"30013"	"2018 Week 42 ending October 20, 2018"	"2018/42"	12	Not Applicable	Not Applicable
	"Cascade County, MT"	"30013"	"2018 Week 43 ending October 27, 2018"	"2018/43"	16	Not Applicable	Not Applicable
	"Cascade County, MT"	"30013"	"2018 Week 44 ending November 03, 2018"	"2018/44"	18	Not Applicable	Not Applicable
	"Cascade County, MT"	"30013"	"2018 Week 45 ending November 10, 2018"	"2018/45"	13	Not Applicable	Not Applicable
	"Cascade County, MT"	"30013"	"2018 Week 46 ending November 17, 2018"	"2018/46"	17	Not Applicable	Not Applicable
	"Cascade County, MT"	"30013"	"2018 Week 47 ending November 24, 2018"	"2018/47"	14	Not Applicable	Not Applicable
	"Cascade County, MT"	"30013"	"2018 Week 48 ending December 01, 2018"	"2018/48"	18	Not Applicable	Not Applicable
	"Cascade County, MT"	"30013"	"2018 Week 49 ending December 08, 2018"	"2018/49"	14	Not Applicable	Not Applicable
	"Cascade County, MT"	"30013"	"2018 Week 50 ending December 15, 2018"	"2018/50"	20	Not Applicable	Not Applicable
	"Cascade County, MT"	"30013"	"2018 Week 51 ending December 22, 2018"	"2018/51"	16	Not Applicable	Not Applicable
	"Cascade County, MT"	"30013"	"2018 Week 52 ending December 29, 2018"	"2018/52"	15	Not Applicable	Not Applicable
	"Cascade County, MT"	"30013"	"2019 Week 01 ending January 05, 2019"	"2019/01"	19	Not Applicable	Not Applicable
	"Cascade County, MT"	"30013"	"2019 Week 02 ending January 12, 2019"	"2019/02"	21	Not Applicable	Not Applicable
	"Cascade County, MT"	"30013"	"2019 Week 03 ending January 19, 2019"	"2019/03"	19	Not Applicable	Not Applicable
	"Cascade County, MT"	"30013"	"2019 Week 04 ending January 26, 2019"	"2019/04"	23	Not Applicable	Not Applicable
	"Cascade County, MT"	"30013"	"2019 Week 05 ending February 02, 2019"	"2019/05"	21	Not Applicable	Not Applicable
	"Cascade County, MT"	"30013"	"2019 Week 06 ending February 09, 2019"	"2019/06"	24	Not Applicable	Not Applicable
	"Cascade County, MT"	"30013"	"2019 Week 07 ending February 16, 2019"	"2019/07"	17	Not Applicable	Not Applicable
	"Cascade County, MT"	"30013"	"2019 Week 08 ending February 23, 2019"	"2019/08"	16	Not Applicable	Not Applicable
	"Cascade County, MT"	"30013"	"2019 Week 09 ending March 02, 2019"	"2019/09"	18	Not Applicable	Not Applicable
	"Cascade County, MT"	"30013"	"2019 Week 10 ending March 09, 2019"	"2019/10"	16	Not Applicable	Not Applicable
