"Notes","Residence County","Residence County Code","MMWR Week","MMWR Week Code",Deaths,Population,Crude Rate
,"Accomack County, VA","51001","2018 Week 01 ending January 06, 2018","2018/01",10,Not Applicable,Not Applicable
,"Accomack County, VA","51001","2018 Week 02 ending January 13, 2018","2018/02",11,Not Applicable,Not Applicable
,"Accomack County, VA","51001","2018 Week 05 ending February 03, 2018","2018/05",11,Not Applicable,Not Applicable
,"Accomack County, VA","51001","2018 Week 06 ending February 10, 2018","2018/06",15,Not Applicable,Not Applicable
,"Accomack County, VA","51001","2018 Week 11 ending March 17, 2018","2018/11",11,Not Applicable,Not Applicable
,"Accomack County, VA","51001","2018 Week 14 ending April 07, 2018","2018/14",12,Not Applicable,Not Applicable
,"Accomack County, VA","51001","2018 Week 15 ending April 14, 2018","2018/15",10,Not Applicable,Not Applicable
,"Accomack County, VA","51001","2018 Week 16 ending April 21, 2018","2018/16",10,Not Applicable,Not Applicable
,"Accomack County, VA","51001","2018 Week 22 ending June 02, 2018","2018/22",10,Not Applicable,Not Applicable
,"Accomack County, VA","51001","2018 Week 23 ending June 09, 2018","2018/23",13,Not Applicable,Not Applicable
,"Accomack County, VA","51001","2018 Week 30 ending July 28, 2018","2018/30",13,Not Applicable,Not Applicable
,"Accomack County, VA","51001","2018 Week 32 ending August 11, 2018","2018/32",10,Not Applicable,Not Applicable
,"Accomack County, VA","51001","2018 Week 33 ending August 18, 2018","2018/33",10,Not Applicable,Not Applicable
,"Accomack County, VA","51001","2018 Week 39 ending September 29, 2018","2018/39",10,Not Applicable,Not Applicable
,"Accomack County, VA","51001","2018 Week 41 ending October 13, 2018","2018/41",14,Not Applicable,Not Applicable
,"Accomack County, VA","51001","2018 Week 42 ending October 20, 2018","2018/42",17,Not Applicable,Not Applicable
,"Accomack County, VA","51001","2018 Week 43 ending October 27, 2018","2018/43",13,Not Applicable,Not Applicable
,"Accomack County, VA","51001","2018 Week 44 ending November 03, 2018","2018/44",15,Not Applicable,Not Applicable
