"Notes","Residence County","Residence County Code","MMWR Week","MMWR Week Code",Deaths,Population,Crude Rate
,"Bristol County, RI","44001","2018 Week 01 ending January 06, 2018","2018/01",13,Not Applicable,Not Applicable
,"Bristol County, RI","44001","2018 Week 02 ending January 13, 2018","2018/02",14,Not Applicable,Not Applicable
,"Bristol County, RI","44001","2018 Week 03 ending January 20, 2018","2018/03",11,Not Applicable,Not Applicable
,"Bristol County, RI","44001","2018 Week 04 ending January 27, 2018","2018/04",18,Not Applicable,Not Applicable
,"Bristol County, RI","44001","2018 Week 06 ending February 10, 2018","2018/06",20,Not Applicable,Not Applicable
,"Bristol County, RI","44001","2018 Week 07 ending February 17, 2018","2018/07",14,Not Applicable,Not Applicable
,"Bristol County, RI","44001","2018 Week 10 ending March 10, 2018","2018/10",11,Not Applicable,Not Applicable
,"Bristol County, RI","44001","2018 Week 11 ending March 17, 2018","2018/11",13,Not Applicable,Not Applicable
,"Bristol County, RI","44001","2018 Week 13 ending March 31, 2018","2018/13",13,Not Applicable,Not Applicable
,"Bristol County, RI","44001","2018 Week 14 ending April 07, 2018","2018/14",13,Not Applicable,Not Applicable
,"Bristol County, RI","44001","2018 Week 15 ending April 14, 2018","2018/15",15,Not Applicable,Not Applicable
,"Bristol County, RI","44001","2018 Week 16 ending April 21, 2018","2018/16",20,Not Applicable,Not Applicable
,"Bristol County, RI","44001","2018 Week 18 ending May 05, 2018","2018/18",15,Not Applicable,Not Applicable
,"Bristol County, RI","44001","2018 Week 25 ending June 23, 2018","2018/25",11,Not Applicable,Not Applicable
,"Bristol County, RI","44001","2018 Week 26 ending June 30, 2018","2018/26",10,Not Applicable,Not Applicable
,"Bristol County, RI","44001","2018 Week 27 ending July 07, 2018","2018/27",14,Not Applicable,Not Applicable
,"Bristol County, RI","44001","2018 Week 28 ending July 14, 2018","2018/28",10,Not Applicable,Not Applicable
,"Bristol County, RI","44001","2018 Week 32 ending August 11, 2018","2018/32",10,Not Applicable,Not Applicable
,"Bristol County, RI","44001","2018 Week 33 ending August 18, 2018","2018/33",11,Not Applicable,Not Applicable
,"Bristol County, RI","44001","2018 Week 36 ending September 08, 2018","2018/36",12,Not Applicable,Not Applicable
,"Bristol County, RI","44001","2018 Week 37 ending September 15, 2018","2018/37",11,Not Applicable,Not Applicable
,"Bristol County, RI","44001","2018 Week 38 ending September 22, 2018","2018/38",11,Not Applicable,Not Applicable
,"Bristol County, RI","44001","2018 Week 44 ending November 03, 2018","2018/44",11,Not Applicable,Not Applicable
,"Bristol County, RI","44001","2018 Week 49 ending December 08, 2018","2018/49",13,Not Applicable,Not Applicable
,"Bristol County, RI","44001","2018 Week 50 ending December 15, 2018","2018/50",11,Not Applicable,Not Applicable
,"Bristol County, RI","44001","2018 Week 51 ending December 22, 2018","2018/51",13,Not Applicable,Not Applicable
,"Bristol County, RI","44001","2019 Week 01 ending January 05, 2019","2019/01",14,Not Applicable,Not Applicable
,"Bristol County, RI","44001","2019 Week 02 ending January 12, 2019","2019/02",10,Not Applicable,Not Applicable
,"Bristol County, RI","44001","2019 Week 03 ending January 19, 2019","2019/03",11,Not Applicable,Not Applicable
,"Bristol County, RI","44001","2019 Week 04 ending January 26, 2019","2019/04",13,Not Applicable,Not Applicable
,"Bristol County, RI","44001","2019 Week 05 ending February 02, 2019","2019/05",12,Not Applicable,Not Applicable
,"Bristol County, RI","44001","2019 Week 06 ending February 09, 2019","2019/06",18,Not Applicable,Not Applicable
,"Bristol County, RI","44001","2019 Week 07 ending February 16, 2019","2019/07",11,Not Applicable,Not Applicable
,"Bristol County, RI","44001","2019 Week 08 ending February 23, 2019","2019/08",14,Not Applicable,Not Applicable
,"Bristol County, RI","44001","2019 Week 10 ending March 09, 2019","2019/10",17,Not Applicable,Not Applicable
,"Bristol County, RI","44001","2019 Week 11 ending March 16, 2019","2019/11",15,Not Applicable,Not Applicable
,"Bristol County, RI","44001","2019 Week 12 ending March 23, 2019","2019/12",13,Not Applicable,Not Applicable
,"Bristol County, RI","44001","2019 Week 13 ending March 30, 2019","2019/13",13,Not Applicable,Not Applicable
,"Bristol County, RI","44001","2019 Week 14 ending April 06, 2019","2019/14",11,Not Applicable,Not Applicable
,"Bristol County, RI","44001","2019 Week 15 ending April 13, 2019","2019/15",11,Not Applicable,Not Applicable
