"Notes"	"Residence County"	"Residence County Code"	"MMWR Week"	"MMWR Week Code"	Deaths	Population	Crude Rate
	"Adair County, MO"	"29001"	"2018 Week 51 ending December 22, 2018"	"2018/51"	11	Not Applicable	Not Applicable
	"Adair County, MO"	"29001"	"2019 Week 17 ending April 27, 2019"	"2019/17"	10	Not Applicable	Not Applicable
	"Adair County, MO"	"29001"	"2019 Week 49 ending December 07, 2019"	"2019/49"	11	Not Applicable	Not Applicable
	"Adair County, MO"	"29001"	"2020 Week 09 ending February 29, 2020"	"2020/09"	10	Not Applicable	Not Applicable
	"Adair County, MO"	"29001"	"2020 Week 52 ending December 26, 2020"	"2020/52"	10	Not Applicable	Not Applicable
	"Adair County, MO"	"29001"	"2020 Week 53 ending January 02, 2021"	"2020/53"	14	Not Applicable	Not Applicable
	"Adair County, MO"	"29001"	"2021 Week 09 ending March 06, 2021"	"2021/09"	10	Not Applicable	Not Applicable
	"Adair County, MO"	"29001"	"2021 Week 16 ending April 24, 2021"	"2021/16"	10	Not Applicable	Not Applicable
	"Adair County, MO"	"29001"	"2022 Week 04 ending January 29, 2022 (provisional)"	"2022/04"	10	Not Applicable	Not Applicable
	"Adair County, MO"	"29001"	"2022 Week 40 ending October 08, 2022 (provisional)"	"2022/40"	10	Not Applicable	Not Applicable
	"Andrew County, MO"	"29003"	"2020 Week 39 ending September 26, 2020"	"2020/39"	11	Not Applicable	Not Applicable
	"Andrew County, MO"	"29003"	"2022 Week 04 ending January 29, 2022 (provisional)"	"2022/04"	10	Not Applicable	Not Applicable
	"Audrain County, MO"	"29007"	"2018 Week 03 ending January 20, 2018"	"2018/03"	11	Not Applicable	Not Applicable
	"Audrain County, MO"	"29007"	"2018 Week 08 ending February 24, 2018"	"2018/08"	11	Not Applicable	Not Applicable
	"Audrain County, MO"	"29007"	"2018 Week 41 ending October 13, 2018"	"2018/41"	12	Not Applicable	Not Applicable
	"Audrain County, MO"	"29007"	"2018 Week 47 ending November 24, 2018"	"2018/47"	11	Not Applicable	Not Applicable
	"Audrain County, MO"	"29007"	"2019 Week 02 ending January 12, 2019"	"2019/02"	10	Not Applicable	Not Applicable
	"Audrain County, MO"	"29007"	"2019 Week 46 ending November 16, 2019"	"2019/46"	11	Not Applicable	Not Applicable
	"Audrain County, MO"	"29007"	"2019 Week 52 ending December 28, 2019"	"2019/52"	11	Not Applicable	Not Applicable
	"Audrain County, MO"	"29007"	"2020 Week 06 ending February 08, 2020"	"2020/06"	12	Not Applicable	Not Applicable
	"Audrain County, MO"	"29007"	"2020 Week 13 ending March 28, 2020"	"2020/13"	11	Not Applicable	Not Applicable
	"Audrain County, MO"	"29007"	"2020 Week 23 ending June 06, 2020"	"2020/23"	10	Not Applicable	Not Applicable
	"Audrain County, MO"	"29007"	"2020 Week 25 ending June 20, 2020"	"2020/25"	10	Not Applicable	Not Applicable
	"Audrain County, MO"	"29007"	"2020 Week 26 ending June 27, 2020"	"2020/26"	11	Not Applicable	Not Applicable
	"Audrain County, MO"	"29007"	"2020 Week 41 ending October 10, 2020"	"2020/41"	11	Not Applicable	Not Applicable
	"Audrain County, MO"	"29007"	"2020 Week 42 ending October 17, 2020"	"2020/42"	11	Not Applicable	Not Applicable
	"Audrain County, MO"	"29007"	"2020 Week 47 ending November 21, 2020"	"2020/47"	10	Not Applicable	Not Applicable
	"Audrain County, MO"	"29007"	"2020 Week 48 ending November 28, 2020"	"2020/48"	14	Not Applicable	Not Applicable
	"Audrain County, MO"	"29007"	"2020 Week 49 ending December 05, 2020"	"2020/49"	12	Not Applicable	Not Applicable
	"Audrain County, MO"	"29007"	"2020 Week 50 ending December 12, 2020"	"2020/50"	13	Not Applicable	Not Applicable
	"Audrain County, MO"	"29007"	"2020 Week 51 ending December 19, 2020"	"2020/51"	10	Not Applicable	Not Applicable
	"Audrain County, MO"	"29007"	"2020 Week 53 ending January 02, 2021"	"2020/53"	12	Not Applicable	Not Applicable
	"Audrain County, MO"	"29007"	"2021 Week 22 ending June 05, 2021"	"2021/22"	10	Not Applicable	Not Applicable
	"Audrain County, MO"	"29007"	"2021 Week 24 ending June 19, 2021"	"2021/24"	12	Not Applicable	Not Applicable
	"Audrain County, MO"	"29007"	"2021 Week 30 ending July 31, 2021"	"2021/30"	10	Not Applicable	Not Applicable
	"Audrain County, MO"	"29007"	"2021 Week 36 ending September 11, 2021"	"2021/36"	10	Not Applicable	Not Applicable
	"Audrain County, MO"	"29007"	"2021 Week 39 ending October 02, 2021"	"2021/39"	12	Not Applicable	Not Applicable
	"Audrain County, MO"	"29007"	"2021 Week 45 ending November 13, 2021"	"2021/45"	12	Not Applicable	Not Applicable
	"Audrain County, MO"	"29007"	"2021 Week 46 ending November 20, 2021"	"2021/46"	10	Not Applicable	Not Applicable
	"Audrain County, MO"	"29007"	"2022 Week 01 ending January 08, 2022 (provisional)"	"2022/01"	10	Not Applicable	Not Applicable
	"Audrain County, MO"	"29007"	"2022 Week 03 ending January 22, 2022 (provisional)"	"2022/03"	12	Not Applicable	Not Applicable
	"Audrain County, MO"	"29007"	"2022 Week 05 ending February 05, 2022 (provisional)"	"2022/05"	10	Not Applicable	Not Applicable
