"Notes"	"Residence County"	"Residence County Code"	"MMWR Week"	"MMWR Week Code"	Deaths	Population	Crude Rate
	"District of Columbia, DC"	"11001"	"2018 Week 01 ending January 06, 2018"	"2018/01"	106	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"2018 Week 02 ending January 13, 2018"	"2018/02"	127	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"2018 Week 03 ending January 20, 2018"	"2018/03"	101	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"2018 Week 04 ending January 27, 2018"	"2018/04"	112	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"2018 Week 05 ending February 03, 2018"	"2018/05"	104	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"2018 Week 06 ending February 10, 2018"	"2018/06"	122	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"2018 Week 07 ending February 17, 2018"	"2018/07"	110	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"2018 Week 08 ending February 24, 2018"	"2018/08"	69	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"2018 Week 09 ending March 03, 2018"	"2018/09"	93	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"2018 Week 10 ending March 10, 2018"	"2018/10"	89	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"2018 Week 11 ending March 17, 2018"	"2018/11"	93	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"2018 Week 12 ending March 24, 2018"	"2018/12"	90	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"2018 Week 13 ending March 31, 2018"	"2018/13"	111	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"2018 Week 14 ending April 07, 2018"	"2018/14"	93	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"2018 Week 15 ending April 14, 2018"	"2018/15"	113	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"2018 Week 16 ending April 21, 2018"	"2018/16"	92	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"2018 Week 17 ending April 28, 2018"	"2018/17"	103	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"2018 Week 18 ending May 05, 2018"	"2018/18"	108	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"2018 Week 19 ending May 12, 2018"	"2018/19"	89	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"2018 Week 20 ending May 19, 2018"	"2018/20"	79	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"2018 Week 21 ending May 26, 2018"	"2018/21"	93	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"2018 Week 22 ending June 02, 2018"	"2018/22"	84	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"2018 Week 23 ending June 09, 2018"	"2018/23"	87	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"2018 Week 24 ending June 16, 2018"	"2018/24"	98	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"2018 Week 25 ending June 23, 2018"	"2018/25"	91	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"2018 Week 26 ending June 30, 2018"	"2018/26"	101	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"2018 Week 27 ending July 07, 2018"	"2018/27"	94	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"2018 Week 28 ending July 14, 2018"	"2018/28"	94	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"2018 Week 29 ending July 21, 2018"	"2018/29"	97	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"2018 Week 30 ending July 28, 2018"	"2018/30"	90	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"2018 Week 31 ending August 04, 2018"	"2018/31"	102	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"2018 Week 32 ending August 11, 2018"	"2018/32"	91	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"2018 Week 33 ending August 18, 2018"	"2018/33"	90	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"2018 Week 34 ending August 25, 2018"	"2018/34"	83	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"2018 Week 35 ending September 01, 2018"	"2018/35"	77	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"2018 Week 36 ending September 08, 2018"	"2018/36"	96	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"2018 Week 37 ending September 15, 2018"	"2018/37"	85	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"2018 Week 38 ending September 22, 2018"	"2018/38"	95	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"2018 Week 39 ending September 29, 2018"	"2018/39"	95	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"2018 Week 40 ending October 06, 2018"	"2018/40"	83	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"2018 Week 41 ending October 13, 2018"	"2018/41"	97	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"2018 Week 42 ending October 20, 2018"	"2018/42"	96	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"2018 Week 43 ending October 27, 2018"	"2018/43"	119	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"2018 Week 44 ending November 03, 2018"	"2018/44"	96	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"2018 Week 45 ending November 10, 2018"	"2018/45"	90	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"2018 Week 46 ending November 17, 2018"	"2018/46"	90	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"2018 Week 47 ending November 24, 2018"	"2018/47"	90	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"2018 Week 48 ending December 01, 2018"	"2018/48"	94	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"2018 Week 49 ending December 08, 2018"	"2018/49"	94	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"2018 Week 50 ending December 15, 2018"	"2018/50"	106	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"2018 Week 51 ending December 22, 2018"	"2018/51"	95	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"2018 Week 52 ending December 29, 2018"	"2018/52"	91	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"2019 Week 01 ending January 05, 2019"	"2019/01"	102	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"2019 Week 02 ending January 12, 2019"	"2019/02"	103	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"2019 Week 03 ending January 19, 2019"	"2019/03"	90	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"2019 Week 04 ending January 26, 2019"	"2019/04"	93	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"2019 Week 05 ending February 02, 2019"	"2019/05"	109	Not Applicable	Not Applicable
	"District of Columbia, DC"	"11001"	"2019 Week 06 ending February 09, 2019"	"2019/06"	97	Not Applicable	Not Applicable
