"Notes"	"Month"	"Month Code"	"Single-Year Ages"	"Single-Year Ages Code"	Deaths	Population	Crude Rate
	"Jan., 2007"	"2007/01"	"< 1 year"	"0"	2453	Not Applicable	Not Applicable
	"Jan., 2007"	"2007/01"	"1 year"	"1"	154	Not Applicable	Not Applicable
	"Jan., 2007"	"2007/01"	"2 years"	"2"	104	Not Applicable	Not Applicable
	"Jan., 2007"	"2007/01"	"3 years"	"3"	61	Not Applicable	Not Applicable
	"Jan., 2007"	"2007/01"	"4 years"	"4"	57	Not Applicable	Not Applicable
	"Jan., 2007"	"2007/01"	"5 years"	"5"	51	Not Applicable	Not Applicable
	"Jan., 2007"	"2007/01"	"6 years"	"6"	43	Not Applicable	Not Applicable
	"Jan., 2007"	"2007/01"	"7 years"	"7"	39	Not Applicable	Not Applicable
	"Jan., 2007"	"2007/01"	"8 years"	"8"	28	Not Applicable	Not Applicable
	"Jan., 2007"	"2007/01"	"9 years"	"9"	42	Not Applicable	Not Applicable
	"Jan., 2007"	"2007/01"	"10 years"	"10"	37	Not Applicable	Not Applicable
	"Jan., 2007"	"2007/01"	"11 years"	"11"	36	Not Applicable	Not Applicable
	"Jan., 2007"	"2007/01"	"12 years"	"12"	36	Not Applicable	Not Applicable
	"Jan., 2007"	"2007/01"	"13 years"	"13"	63	Not Applicable	Not Applicable
	"Jan., 2007"	"2007/01"	"14 years"	"14"	74	Not Applicable	Not Applicable
	"Jan., 2007"	"2007/01"	"15 years"	"15"	134	Not Applicable	Not Applicable
	"Jan., 2007"	"2007/01"	"16 years"	"16"	179	Not Applicable	Not Applicable
	"Jan., 2007"	"2007/01"	"17 years"	"17"	236	Not Applicable	Not Applicable
	"Jan., 2007"	"2007/01"	"18 years"	"18"	283	Not Applicable	Not Applicable
	"Jan., 2007"	"2007/01"	"19 years"	"19"	287	Not Applicable	Not Applicable
	"Jan., 2007"	"2007/01"	"20 years"	"20"	291	Not Applicable	Not Applicable
	"Jan., 2007"	"2007/01"	"21 years"	"21"	326	Not Applicable	Not Applicable
	"Jan., 2007"	"2007/01"	"22 years"	"22"	346	Not Applicable	Not Applicable
	"Jan., 2007"	"2007/01"	"23 years"	"23"	360	Not Applicable	Not Applicable
	"Jan., 2007"	"2007/01"	"24 years"	"24"	336	Not Applicable	Not Applicable
	"Jan., 2007"	"2007/01"	"25 years"	"25"	346	Not Applicable	Not Applicable
	"Jan., 2007"	"2007/01"	"26 years"	"26"	349	Not Applicable	Not Applicable
	"Jan., 2007"	"2007/01"	"27 years"	"27"	350	Not Applicable	Not Applicable
	"Jan., 2007"	"2007/01"	"28 years"	"28"	344	Not Applicable	Not Applicable
	"Jan., 2007"	"2007/01"	"29 years"	"29"	344	Not Applicable	Not Applicable
	"Jan., 2007"	"2007/01"	"30 years"	"30"	323	Not Applicable	Not Applicable
	"Jan., 2007"	"2007/01"	"31 years"	"31"	319	Not Applicable	Not Applicable
	"Jan., 2007"	"2007/01"	"32 years"	"32"	374	Not Applicable	Not Applicable
	"Jan., 2007"	"2007/01"	"33 years"	"33"	372	Not Applicable	Not Applicable
	"Jan., 2007"	"2007/01"	"34 years"	"34"	402	Not Applicable	Not Applicable
	"Jan., 2007"	"2007/01"	"35 years"	"35"	462	Not Applicable	Not Applicable
	"Jan., 2007"	"2007/01"	"36 years"	"36"	494	Not Applicable	Not Applicable
	"Jan., 2007"	"2007/01"	"37 years"	"37"	541	Not Applicable	Not Applicable
	"Jan., 2007"	"2007/01"	"38 years"	"38"	596	Not Applicable	Not Applicable
	"Jan., 2007"	"2007/01"	"39 years"	"39"	531	Not Applicable	Not Applicable
	"Jan., 2007"	"2007/01"	"40 years"	"40"	615	Not Applicable	Not Applicable
	"Jan., 2007"	"2007/01"	"41 years"	"41"	688	Not Applicable	Not Applicable
	"Jan., 2007"	"2007/01"	"42 years"	"42"	832	Not Applicable	Not Applicable
	"Jan., 2007"	"2007/01"	"43 years"	"43"	912	Not Applicable	Not Applicable
	"Jan., 2007"	"2007/01"	"44 years"	"44"	1081	Not Applicable	Not Applicable
	"Jan., 2007"	"2007/01"	"45 years"	"45"	1186	Not Applicable	Not Applicable
	"Jan., 2007"	"2007/01"	"46 years"	"46"	1226	Not Applicable	Not Applicable
	"Jan., 2007"	"2007/01"	"47 years"	"47"	1296	Not Applicable	Not Applicable
	"Jan., 2007"	"2007/01"	"48 years"	"48"	1436	Not Applicable	Not Applicable
	"Jan., 2007"	"2007/01"	"49 years"	"49"	1583	Not Applicable	Not Applicable
	"Jan., 2007"	"2007/01"	"50 years"	"50"	1644	Not Applicable	Not Applicable
	"Jan., 2007"	"2007/01"	"51 years"	"51"	1796	Not Applicable	Not Applicable
	"Jan., 2007"	"2007/01"	"52 years"	"52"	1783	Not Applicable	Not Applicable
	"Jan., 2007"	"2007/01"	"53 years"	"53"	1924	Not Applicable	Not Applicable
	"Jan., 2007"	"2007/01"	"54 years"	"54"	2029	Not Applicable	Not Applicable
	"Jan., 2007"	"2007/01"	"55 years"	"55"	2097	Not Applicable	Not Applicable
	"Jan., 2007"	"2007/01"	"56 years"	"56"	2242	Not Applicable	Not Applicable
	"Jan., 2007"	"2007/01"	"57 years"	"57"	2316	Not Applicable	Not Applicable
	"Jan., 2007"	"2007/01"	"58 years"	"58"	2407	Not Applicable	Not Applicable
	"Jan., 2007"	"2007/01"	"59 years"	"59"	2774	Not Applicable	Not Applicable
	"Jan., 2007"	"2007/01"	"60 years"	"60"	2683	Not Applicable	Not Applicable
	"Jan., 2007"	"2007/01"	"61 years"	"61"	2362	Not Applicable	Not Applicable
	"Jan., 2007"	"2007/01"	"62 years"	"62"	2652	Not Applicable	Not Applicable
	"Jan., 2007"	"2007/01"	"63 years"	"63"	2925	Not Applicable	Not Applicable
	"Jan., 2007"	"2007/01"	"64 years"	"64"	3069	Not Applicable	Not Applicable
	"Jan., 2007"	"2007/01"	"65 years"	"65"	2972	Not Applicable	Not Applicable
	"Jan., 2007"	"2007/01"	"66 years"	"66"	3104	Not Applicable	Not Applicable
	"Jan., 2007"	"2007/01"	"67 years"	"67"	3111	Not Applicable	Not Applicable
	"Jan., 2007"	"2007/01"	"68 years"	"68"	3234	Not Applicable	Not Applicable
	"Jan., 2007"	"2007/01"	"69 years"	"69"	3390	Not Applicable	Not Applicable
	"Jan., 2007"	"2007/01"	"70 years"	"70"	3463	Not Applicable	Not Applicable
	"Jan., 2007"	"2007/01"	"71 years"	"71"	3750	Not Applicable	Not Applicable
	"Jan., 2007"	"2007/01"	"72 years"	"72"	3946	Not Applicable	Not Applicable
	"Jan., 2007"	"2007/01"	"73 years"	"73"	4001	Not Applicable	Not Applicable
	"Jan., 2007"	"2007/01"	"74 years"	"74"	4370	Not Applicable	Not Applicable
	"Jan., 2007"	"2007/01"	"75 years"	"75"	4530	Not Applicable	Not Applicable
	"Jan., 2007"	"2007/01"	"76 years"	"76"	5249	Not Applicable	Not Applicable
	"Jan., 2007"	"2007/01"	"77 years"	"77"	5285	Not Applicable	Not Applicable
	"Jan., 2007"	"2007/01"	"78 years"	"78"	5564	Not Applicable	Not Applicable
	"Jan., 2007"	"2007/01"	"79 years"	"79"	6046	Not Applicable	Not Applicable
	"Jan., 2007"	"2007/01"	"80 years"	"80"	6336	Not Applicable	Not Applicable
	"Jan., 2007"	"2007/01"	"81 years"	"81"	6506	Not Applicable	Not Applicable
	"Jan., 2007"	"2007/01"	"82 years"	"82"	6913	Not Applicable	Not Applicable
	"Jan., 2007"	"2007/01"	"83 years"	"83"	7007	Not Applicable	Not Applicable
	"Jan., 2007"	"2007/01"	"84 years"	"84"	7101	Not Applicable	Not Applicable
	"Jan., 2007"	"2007/01"	"85 years"	"85"	7514	Not Applicable	Not Applicable
	"Jan., 2007"	"2007/01"	"86 years"	"86"	7102	Not Applicable	Not Applicable
	"Jan., 2007"	"2007/01"	"87 years"	"87"	6589	Not Applicable	Not Applicable
	"Jan., 2007"	"2007/01"	"88 years"	"88"	6416	Not Applicable	Not Applicable
	"Jan., 2007"	"2007/01"	"89 years"	"89"	5897	Not Applicable	Not Applicable
	"Jan., 2007"	"2007/01"	"90 years"	"90"	5397	Not Applicable	Not Applicable
	"Jan., 2007"	"2007/01"	"91 years"	"91"	5253	Not Applicable	Not Applicable
	"Jan., 2007"	"2007/01"	"92 years"	"92"	4469	Not Applicable	Not Applicable
	"Jan., 2007"	"2007/01"	"93 years"	"93"	3982	Not Applicable	Not Applicable
	"Jan., 2007"	"2007/01"	"94 years"	"94"	3520	Not Applicable	Not Applicable
	"Jan., 2007"	"2007/01"	"95 years"	"95"	2731	Not Applicable	Not Applicable
	"Jan., 2007"	"2007/01"	"96 years"	"96"	2214	Not Applicable	Not Applicable
	"Jan., 2007"	"2007/01"	"97 years"	"97"	1711	Not Applicable	Not Applicable
	"Jan., 2007"	"2007/01"	"98 years"	"98"	1292	Not Applicable	Not Applicable
	"Jan., 2007"	"2007/01"	"99 years"	"99"	1052	Not Applicable	Not Applicable
	"Jan., 2007"	"2007/01"	"100+ years"	"100"	1835	Not Applicable	Not Applicable
	"Jan., 2007"	"2007/01"	"Not Stated"	"NS"	14	Not Applicable	Not Applicable
"Total"	"Jan., 2007"	"2007/01"			220627	Not Applicable	Not Applicable
	"Feb., 2007"	"2007/02"	"< 1 year"	"0"	2202	Not Applicable	Not Applicable
	"Feb., 2007"	"2007/02"	"1 year"	"1"	165	Not Applicable	Not Applicable
