"Notes"	"Month"	"Month Code"	"Single-Year Ages"	"Single-Year Ages Code"	Deaths	Population	Crude Rate
	"Jan., 2000"	"2000/01"	"< 1 year"	"0"	2259	Not Applicable	Not Applicable
	"Jan., 2000"	"2000/01"	"1 year"	"1"	171	Not Applicable	Not Applicable
	"Jan., 2000"	"2000/01"	"2 years"	"2"	113	Not Applicable	Not Applicable
	"Jan., 2000"	"2000/01"	"3 years"	"3"	88	Not Applicable	Not Applicable
	"Jan., 2000"	"2000/01"	"4 years"	"4"	82	Not Applicable	Not Applicable
	"Jan., 2000"	"2000/01"	"5 years"	"5"	63	Not Applicable	Not Applicable
	"Jan., 2000"	"2000/01"	"6 years"	"6"	53	Not Applicable	Not Applicable
	"Jan., 2000"	"2000/01"	"7 years"	"7"	43	Not Applicable	Not Applicable
	"Jan., 2000"	"2000/01"	"8 years"	"8"	52	Not Applicable	Not Applicable
	"Jan., 2000"	"2000/01"	"9 years"	"9"	60	Not Applicable	Not Applicable
	"Jan., 2000"	"2000/01"	"10 years"	"10"	53	Not Applicable	Not Applicable
	"Jan., 2000"	"2000/01"	"11 years"	"11"	51	Not Applicable	Not Applicable
	"Jan., 2000"	"2000/01"	"12 years"	"12"	65	Not Applicable	Not Applicable
	"Jan., 2000"	"2000/01"	"13 years"	"13"	80	Not Applicable	Not Applicable
	"Jan., 2000"	"2000/01"	"14 years"	"14"	89	Not Applicable	Not Applicable
	"Jan., 2000"	"2000/01"	"15 years"	"15"	117	Not Applicable	Not Applicable
	"Jan., 2000"	"2000/01"	"16 years"	"16"	175	Not Applicable	Not Applicable
	"Jan., 2000"	"2000/01"	"17 years"	"17"	203	Not Applicable	Not Applicable
	"Jan., 2000"	"2000/01"	"18 years"	"18"	281	Not Applicable	Not Applicable
	"Jan., 2000"	"2000/01"	"19 years"	"19"	319	Not Applicable	Not Applicable
	"Jan., 2000"	"2000/01"	"20 years"	"20"	288	Not Applicable	Not Applicable
	"Jan., 2000"	"2000/01"	"21 years"	"21"	304	Not Applicable	Not Applicable
	"Jan., 2000"	"2000/01"	"22 years"	"22"	269	Not Applicable	Not Applicable
	"Jan., 2000"	"2000/01"	"23 years"	"23"	268	Not Applicable	Not Applicable
	"Jan., 2000"	"2000/01"	"24 years"	"24"	249	Not Applicable	Not Applicable
	"Jan., 2000"	"2000/01"	"25 years"	"25"	253	Not Applicable	Not Applicable
	"Jan., 2000"	"2000/01"	"26 years"	"26"	294	Not Applicable	Not Applicable
	"Jan., 2000"	"2000/01"	"27 years"	"27"	289	Not Applicable	Not Applicable
	"Jan., 2000"	"2000/01"	"28 years"	"28"	336	Not Applicable	Not Applicable
	"Jan., 2000"	"2000/01"	"29 years"	"29"	356	Not Applicable	Not Applicable
	"Jan., 2000"	"2000/01"	"30 years"	"30"	328	Not Applicable	Not Applicable
	"Jan., 2000"	"2000/01"	"31 years"	"31"	364	Not Applicable	Not Applicable
	"Jan., 2000"	"2000/01"	"32 years"	"32"	365	Not Applicable	Not Applicable
	"Jan., 2000"	"2000/01"	"33 years"	"33"	401	Not Applicable	Not Applicable
