"Notes"	"Month"	"Month Code"	"Single-Year Ages"	"Single-Year Ages Code"	Deaths	Population	Crude Rate
	"Jan., 2005"	"2005/01"	"< 1 year"	"0"	2355	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"1 year"	"1"	145	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"2 years"	"2"	97	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"3 years"	"3"	76	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"4 years"	"4"	60	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"5 years"	"5"	51	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"6 years"	"6"	61	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"7 years"	"7"	46	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"8 years"	"8"	44	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"9 years"	"9"	44	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"10 years"	"10"	42	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"11 years"	"11"	44	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"12 years"	"12"	53	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"13 years"	"13"	70	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"14 years"	"14"	101	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"15 years"	"15"	106	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"16 years"	"16"	154	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"17 years"	"17"	197	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"18 years"	"18"	259	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"19 years"	"19"	270	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"20 years"	"20"	288	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"21 years"	"21"	370	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"22 years"	"22"	334	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"23 years"	"23"	314	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"24 years"	"24"	349	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"25 years"	"25"	328	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"26 years"	"26"	304	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"27 years"	"27"	311	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"28 years"	"28"	303	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"29 years"	"29"	295	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"30 years"	"30"	303	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"31 years"	"31"	322	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"32 years"	"32"	380	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"33 years"	"33"	396	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"34 years"	"34"	446	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"35 years"	"35"	468	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"36 years"	"36"	505	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"37 years"	"37"	519	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"38 years"	"38"	546	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"39 years"	"39"	645	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"40 years"	"40"	781	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"41 years"	"41"	851	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"42 years"	"42"	924	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"43 years"	"43"	1005	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"44 years"	"44"	1131	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"45 years"	"45"	1268	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"46 years"	"46"	1283	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"47 years"	"47"	1363	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"48 years"	"48"	1483	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"49 years"	"49"	1597	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"50 years"	"50"	1676	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"51 years"	"51"	1715	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"52 years"	"52"	1856	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"53 years"	"53"	1973	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"54 years"	"54"	1892	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"55 years"	"55"	2046	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"56 years"	"56"	2141	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"57 years"	"57"	2381	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"58 years"	"58"	2300	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"59 years"	"59"	2151	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"60 years"	"60"	2319	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"61 years"	"61"	2660	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"62 years"	"62"	2866	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"63 years"	"63"	2689	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"64 years"	"64"	2815	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"65 years"	"65"	2763	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"66 years"	"66"	3095	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"67 years"	"67"	3105	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"68 years"	"68"	3302	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"69 years"	"69"	3504	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"70 years"	"70"	3657	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"71 years"	"71"	3677	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"72 years"	"72"	4142	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"73 years"	"73"	4444	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"74 years"	"74"	4812	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"75 years"	"75"	5082	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"76 years"	"76"	5420	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"77 years"	"77"	5771	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"78 years"	"78"	6137	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"79 years"	"79"	6559	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"80 years"	"80"	6870	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"81 years"	"81"	7031	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"82 years"	"82"	7116	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"83 years"	"83"	7676	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"84 years"	"84"	7395	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"85 years"	"85"	7164	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"86 years"	"86"	7159	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"87 years"	"87"	6715	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"88 years"	"88"	6346	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"89 years"	"89"	5993	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"90 years"	"90"	5818	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"91 years"	"91"	5247	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"92 years"	"92"	4755	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"93 years"	"93"	3998	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"94 years"	"94"	3472	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"95 years"	"95"	2767	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"96 years"	"96"	2255	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"97 years"	"97"	1807	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"98 years"	"98"	1265	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"99 years"	"99"	931	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"100+ years"	"100"	1991	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	"Not Stated"	"NS"	25	Not Applicable	Not Applicable
"Total"	"Jan., 2005"	"2005/01"			226433	Not Applicable	Not Applicable
	"Feb., 2005"	"2005/02"	"< 1 year"	"0"	2170	Not Applicable	Not Applicable
	"Feb., 2005"	"2005/02"	"1 year"	"1"	150	Not Applicable	Not Applicable
	"Feb., 2005"	"2005/02"	"2 years"	"2"	89	Not Applicable	Not Applicable
	"Feb., 2005"	"2005/02"	"3 years"	"3"	68	Not Applicable	Not Applicable
	"Feb., 2005"	"2005/02"	"4 years"	"4"	66	Not Applicable	Not Applicable
	"Feb., 2005"	"2005/02"	"5 years"	"5"	41	Not Applicable	Not Applicable
	"Feb., 2005"	"2005/02"	"6 years"	"6"	46	Not Applicable	Not Applicable
	"Feb., 2005"	"2005/02"	"7 years"	"7"	32	Not Applicable	Not Applicable
	"Feb., 2005"	"2005/02"	"8 years"	"8"	37	Not Applicable	Not Applicable
	"Feb., 2005"	"2005/02"	"9 years"	"9"	42	Not Applicable	Not Applicable
	"Feb., 2005"	"2005/02"	"10 years"	"10"	32	Not Applicable	Not Applicable
	"Feb., 2005"	"2005/02"	"11 years"	"11"	53	Not Applicable	Not Applicable
	"Feb., 2005"	"2005/02"	"12 years"	"12"	50	Not Applicable	Not Applicable
	"Feb., 2005"	"2005/02"	"13 years"	"13"	50	Not Applicable	Not Applicable
	"Feb., 2005"	"2005/02"	"14 years"	"14"	93	Not Applicable	Not Applicable
	"Feb., 2005"	"2005/02"	"15 years"	"15"	113	Not Applicable	Not Applicable
	"Feb., 2005"	"2005/02"	"16 years"	"16"	158	Not Applicable	Not Applicable
	"Feb., 2005"	"2005/02"	"17 years"	"17"	197	Not Applicable	Not Applicable
	"Feb., 2005"	"2005/02"	"18 years"	"18"	252	Not Applicable	Not Applicable
	"Feb., 2005"	"2005/02"	"19 years"	"19"	271	Not Applicable	Not Applicable
	"Feb., 2005"	"2005/02"	"20 years"	"20"	261	Not Applicable	Not Applicable
	"Feb., 2005"	"2005/02"	"21 years"	"21"	287	Not Applicable	Not Applicable
	"Feb., 2005"	"2005/02"	"22 years"	"22"	299	Not Applicable	Not Applicable
	"Feb., 2005"	"2005/02"	"23 years"	"23"	305	Not Applicable	Not Applicable
	"Feb., 2005"	"2005/02"	"24 years"	"24"	279	Not Applicable	Not Applicable
	"Feb., 2005"	"2005/02"	"25 years"	"25"	283	Not Applicable	Not Applicable
	"Feb., 2005"	"2005/02"	"26 years"	"26"	282	Not Applicable	Not Applicable
	"Feb., 2005"	"2005/02"	"27 years"	"27"	293	Not Applicable	Not Applicable
	"Feb., 2005"	"2005/02"	"28 years"	"28"	281	Not Applicable	Not Applicable
	"Feb., 2005"	"2005/02"	"29 years"	"29"	282	Not Applicable	Not Applicable
	"Feb., 2005"	"2005/02"	"30 years"	"30"	290	Not Applicable	Not Applicable
	"Feb., 2005"	"2005/02"	"31 years"	"31"	307	Not Applicable	Not Applicable
	"Feb., 2005"	"2005/02"	"32 years"	"32"	371	Not Applicable	Not Applicable
	"Feb., 2005"	"2005/02"	"33 years"	"33"	365	Not Applicable	Not Applicable
	"Feb., 2005"	"2005/02"	"34 years"	"34"	413	Not Applicable	Not Applicable
	"Feb., 2005"	"2005/02"	"35 years"	"35"	410	Not Applicable	Not Applicable
	"Feb., 2005"	"2005/02"	"36 years"	"36"	428	Not Applicable	Not Applicable
	"Feb., 2005"	"2005/02"	"37 years"	"37"	467	Not Applicable	Not Applicable
	"Feb., 2005"	"2005/02"	"38 years"	"38"	553	Not Applicable	Not Applicable
	"Feb., 2005"	"2005/02"	"39 years"	"39"	645	Not Applicable	Not Applicable
	"Feb., 2005"	"2005/02"	"40 years"	"40"	746	Not Applicable	Not Applicable
	"Feb., 2005"	"2005/02"	"41 years"	"41"	776	Not Applicable	Not Applicable
	"Feb., 2005"	"2005/02"	"42 years"	"42"	863	Not Applicable	Not Applicable
	"Feb., 2005"	"2005/02"	"43 years"	"43"	925	Not Applicable	Not Applicable
	"Feb., 2005"	"2005/02"	"44 years"	"44"	1010	Not Applicable	Not Applicable
	"Feb., 2005"	"2005/02"	"45 years"	"45"	1025	Not Applicable	Not Applicable
	"Feb., 2005"	"2005/02"	"46 years"	"46"	1194	Not Applicable	Not Applicable
	"Feb., 2005"	"2005/02"	"47 years"	"47"	1318	Not Applicable	Not Applicable
	"Feb., 2005"	"2005/02"	"48 years"	"48"	1392	Not Applicable	Not Applicable
	"Feb., 2005"	"2005/02"	"49 years"	"49"	1424	Not Applicable	Not Applicable
	"Feb., 2005"	"2005/02"	"50 years"	"50"	1552	Not Applicable	Not Applicable
	"Feb., 2005"	"2005/02"	"51 years"	"51"	1611	Not Applicable	Not Applicable
	"Feb., 2005"	"2005/02"	"52 years"	"52"	1656	Not Applicable	Not Applicable
	"Feb., 2005"	"2005/02"	"53 years"	"53"	1718	Not Applicable	Not Applicable
	"Feb., 2005"	"2005/02"	"54 years"	"54"	1839	Not Applicable	Not Applicable
	"Feb., 2005"	"2005/02"	"55 years"	"55"	1870	Not Applicable	Not Applicable
	"Feb., 2005"	"2005/02"	"56 years"	"56"	2010	Not Applicable	Not Applicable
	"Feb., 2005"	"2005/02"	"57 years"	"57"	2165	Not Applicable	Not Applicable
	"Feb., 2005"	"2005/02"	"58 years"	"58"	2253	Not Applicable	Not Applicable
	"Feb., 2005"	"2005/02"	"59 years"	"59"	1986	Not Applicable	Not Applicable
	"Feb., 2005"	"2005/02"	"60 years"	"60"	2151	Not Applicable	Not Applicable
	"Feb., 2005"	"2005/02"	"61 years"	"61"	2399	Not Applicable	Not Applicable
	"Feb., 2005"	"2005/02"	"62 years"	"62"	2599	Not Applicable	Not Applicable
	"Feb., 2005"	"2005/02"	"63 years"	"63"	2502	Not Applicable	Not Applicable
	"Feb., 2005"	"2005/02"	"64 years"	"64"	2663	Not Applicable	Not Applicable
	"Feb., 2005"	"2005/02"	"65 years"	"65"	2691	Not Applicable	Not Applicable
	"Feb., 2005"	"2005/02"	"66 years"	"66"	2724	Not Applicable	Not Applicable
	"Feb., 2005"	"2005/02"	"67 years"	"67"	2868	Not Applicable	Not Applicable
	"Feb., 2005"	"2005/02"	"68 years"	"68"	3018	Not Applicable	Not Applicable
	"Feb., 2005"	"2005/02"	"69 years"	"69"	3077	Not Applicable	Not Applicable
	"Feb., 2005"	"2005/02"	"70 years"	"70"	3402	Not Applicable	Not Applicable
	"Feb., 2005"	"2005/02"	"71 years"	"71"	3621	Not Applicable	Not Applicable
	"Feb., 2005"	"2005/02"	"72 years"	"72"	3958	Not Applicable	Not Applicable
	"Feb., 2005"	"2005/02"	"73 years"	"73"	4224	Not Applicable	Not Applicable
	"Feb., 2005"	"2005/02"	"74 years"	"74"	4642	Not Applicable	Not Applicable
