"Notes"	"State"	"State Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate
	"Alabama"	"01"	"Jan., 1999"	"1999/01"	37	Not Applicable	Not Applicable
	"Alabama"	"01"	"Feb., 1999"	"1999/02"	22	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 1999"	"1999/03"	36	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 1999"	"1999/04"	26	Not Applicable	Not Applicable
	"Alabama"	"01"	"May, 1999"	"1999/05"	33	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jun., 1999"	"1999/06"	34	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jul., 1999"	"1999/07"	33	Not Applicable	Not Applicable
	"Alabama"	"01"	"Aug., 1999"	"1999/08"	50	Not Applicable	Not Applicable
	"Alabama"	"01"	"Sep., 1999"	"1999/09"	28	Not Applicable	Not Applicable
	"Alabama"	"01"	"Oct., 1999"	"1999/10"	36	Not Applicable	Not Applicable
	"Alabama"	"01"	"Nov., 1999"	"1999/11"	35	Not Applicable	Not Applicable
	"Alabama"	"01"	"Dec., 1999"	"1999/12"	44	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jan., 2000"	"2000/01"	31	Not Applicable	Not Applicable
	"Alabama"	"01"	"Feb., 2000"	"2000/02"	30	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2000"	"2000/03"	38	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 2000"	"2000/04"	20	Not Applicable	Not Applicable
	"Alabama"	"01"	"May, 2000"	"2000/05"	37	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jun., 2000"	"2000/06"	48	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jul., 2000"	"2000/07"	42	Not Applicable	Not Applicable
	"Alabama"	"01"	"Aug., 2000"	"2000/08"	30	Not Applicable	Not Applicable
	"Alabama"	"01"	"Sep., 2000"	"2000/09"	30	Not Applicable	Not Applicable
	"Alabama"	"01"	"Oct., 2000"	"2000/10"	36	Not Applicable	Not Applicable
	"Alabama"	"01"	"Nov., 2000"	"2000/11"	34	Not Applicable	Not Applicable
	"Alabama"	"01"	"Dec., 2000"	"2000/12"	33	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jan., 2001"	"2001/01"	34	Not Applicable	Not Applicable
	"Alabama"	"01"	"Feb., 2001"	"2001/02"	24	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2001"	"2001/03"	44	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 2001"	"2001/04"	26	Not Applicable	Not Applicable
	"Alabama"	"01"	"May, 2001"	"2001/05"	36	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jun., 2001"	"2001/06"	36	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jul., 2001"	"2001/07"	44	Not Applicable	Not Applicable
	"Alabama"	"01"	"Aug., 2001"	"2001/08"	26	Not Applicable	Not Applicable
	"Alabama"	"01"	"Sep., 2001"	"2001/09"	31	Not Applicable	Not Applicable
	"Alabama"	"01"	"Oct., 2001"	"2001/10"	31	Not Applicable	Not Applicable
	"Alabama"	"01"	"Nov., 2001"	"2001/11"	42	Not Applicable	Not Applicable
	"Alabama"	"01"	"Dec., 2001"	"2001/12"	35	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jan., 2002"	"2002/01"	31	Not Applicable	Not Applicable
	"Alabama"	"01"	"Feb., 2002"	"2002/02"	31	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2002"	"2002/03"	30	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 2002"	"2002/04"	37	Not Applicable	Not Applicable
	"Alabama"	"01"	"May, 2002"	"2002/05"	38	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jun., 2002"	"2002/06"	32	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jul., 2002"	"2002/07"	46	Not Applicable	Not Applicable
	"Alabama"	"01"	"Aug., 2002"	"2002/08"	31	Not Applicable	Not Applicable
	"Alabama"	"01"	"Sep., 2002"	"2002/09"	32	Not Applicable	Not Applicable
	"Alabama"	"01"	"Oct., 2002"	"2002/10"	39	Not Applicable	Not Applicable
	"Alabama"	"01"	"Nov., 2002"	"2002/11"	30	Not Applicable	Not Applicable
	"Alabama"	"01"	"Dec., 2002"	"2002/12"	29	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jan., 2003"	"2003/01"	36	Not Applicable	Not Applicable
	"Alabama"	"01"	"Feb., 2003"	"2003/02"	35	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2003"	"2003/03"	37	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 2003"	"2003/04"	24	Not Applicable	Not Applicable
	"Alabama"	"01"	"May, 2003"	"2003/05"	28	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jun., 2003"	"2003/06"	34	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jul., 2003"	"2003/07"	42	Not Applicable	Not Applicable
	"Alabama"	"01"	"Aug., 2003"	"2003/08"	37	Not Applicable	Not Applicable
	"Alabama"	"01"	"Sep., 2003"	"2003/09"	31	Not Applicable	Not Applicable
	"Alabama"	"01"	"Oct., 2003"	"2003/10"	33	Not Applicable	Not Applicable
	"Alabama"	"01"	"Nov., 2003"	"2003/11"	37	Not Applicable	Not Applicable
	"Alabama"	"01"	"Dec., 2003"	"2003/12"	42	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jan., 2004"	"2004/01"	37	Not Applicable	Not Applicable
	"Alabama"	"01"	"Feb., 2004"	"2004/02"	45	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2004"	"2004/03"	33	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 2004"	"2004/04"	30	Not Applicable	Not Applicable
	"Alabama"	"01"	"May, 2004"	"2004/05"	39	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jun., 2004"	"2004/06"	51	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jul., 2004"	"2004/07"	39	Not Applicable	Not Applicable
	"Alabama"	"01"	"Aug., 2004"	"2004/08"	39	Not Applicable	Not Applicable
	"Alabama"	"01"	"Sep., 2004"	"2004/09"	43	Not Applicable	Not Applicable
	"Alabama"	"01"	"Oct., 2004"	"2004/10"	44	Not Applicable	Not Applicable
	"Alabama"	"01"	"Nov., 2004"	"2004/11"	29	Not Applicable	Not Applicable
	"Alabama"	"01"	"Dec., 2004"	"2004/12"	41	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jan., 2005"	"2005/01"	45	Not Applicable	Not Applicable
	"Alabama"	"01"	"Feb., 2005"	"2005/02"	17	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2005"	"2005/03"	44	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 2005"	"2005/04"	45	Not Applicable	Not Applicable
	"Alabama"	"01"	"May, 2005"	"2005/05"	34	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jun., 2005"	"2005/06"	37	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jul., 2005"	"2005/07"	37	Not Applicable	Not Applicable
	"Alabama"	"01"	"Aug., 2005"	"2005/08"	34	Not Applicable	Not Applicable
	"Alabama"	"01"	"Sep., 2005"	"2005/09"	28	Not Applicable	Not Applicable
	"Alabama"	"01"	"Oct., 2005"	"2005/10"	33	Not Applicable	Not Applicable
	"Alabama"	"01"	"Nov., 2005"	"2005/11"	51	Not Applicable	Not Applicable
	"Alabama"	"01"	"Dec., 2005"	"2005/12"	38	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jan., 2006"	"2006/01"	43	Not Applicable	Not Applicable
	"Alabama"	"01"	"Feb., 2006"	"2006/02"	41	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2006"	"2006/03"	54	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 2006"	"2006/04"	52	Not Applicable	Not Applicable
	"Alabama"	"01"	"May, 2006"	"2006/05"	45	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jun., 2006"	"2006/06"	38	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jul., 2006"	"2006/07"	40	Not Applicable	Not Applicable
	"Alabama"	"01"	"Aug., 2006"	"2006/08"	34	Not Applicable	Not Applicable
	"Alabama"	"01"	"Sep., 2006"	"2006/09"	45	Not Applicable	Not Applicable
	"Alabama"	"01"	"Oct., 2006"	"2006/10"	50	Not Applicable	Not Applicable
	"Alabama"	"01"	"Nov., 2006"	"2006/11"	43	Not Applicable	Not Applicable
	"Alabama"	"01"	"Dec., 2006"	"2006/12"	51	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jan., 2007"	"2007/01"	48	Not Applicable	Not Applicable
	"Alabama"	"01"	"Feb., 2007"	"2007/02"	49	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2007"	"2007/03"	40	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 2007"	"2007/04"	40	Not Applicable	Not Applicable
	"Alabama"	"01"	"May, 2007"	"2007/05"	41	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jun., 2007"	"2007/06"	46	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jul., 2007"	"2007/07"	41	Not Applicable	Not Applicable
	"Alabama"	"01"	"Aug., 2007"	"2007/08"	40	Not Applicable	Not Applicable
	"Alabama"	"01"	"Sep., 2007"	"2007/09"	45	Not Applicable	Not Applicable
	"Alabama"	"01"	"Oct., 2007"	"2007/10"	51	Not Applicable	Not Applicable
	"Alabama"	"01"	"Nov., 2007"	"2007/11"	44	Not Applicable	Not Applicable
	"Alabama"	"01"	"Dec., 2007"	"2007/12"	44	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jan., 2008"	"2008/01"	28	Not Applicable	Not Applicable
	"Alabama"	"01"	"Feb., 2008"	"2008/02"	33	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2008"	"2008/03"	39	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 2008"	"2008/04"	42	Not Applicable	Not Applicable
	"Alabama"	"01"	"May, 2008"	"2008/05"	44	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jun., 2008"	"2008/06"	34	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jul., 2008"	"2008/07"	43	Not Applicable	Not Applicable
	"Alabama"	"01"	"Aug., 2008"	"2008/08"	36	Not Applicable	Not Applicable
	"Alabama"	"01"	"Sep., 2008"	"2008/09"	35	Not Applicable	Not Applicable
	"Alabama"	"01"	"Oct., 2008"	"2008/10"	42	Not Applicable	Not Applicable
	"Alabama"	"01"	"Nov., 2008"	"2008/11"	32	Not Applicable	Not Applicable
	"Alabama"	"01"	"Dec., 2008"	"2008/12"	37	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jan., 2009"	"2009/01"	30	Not Applicable	Not Applicable
	"Alabama"	"01"	"Feb., 2009"	"2009/02"	40	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2009"	"2009/03"	32	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 2009"	"2009/04"	39	Not Applicable	Not Applicable
	"Alabama"	"01"	"May, 2009"	"2009/05"	38	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jun., 2009"	"2009/06"	36	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jul., 2009"	"2009/07"	31	Not Applicable	Not Applicable
	"Alabama"	"01"	"Aug., 2009"	"2009/08"	31	Not Applicable	Not Applicable
	"Alabama"	"01"	"Sep., 2009"	"2009/09"	22	Not Applicable	Not Applicable
	"Alabama"	"01"	"Oct., 2009"	"2009/10"	34	Not Applicable	Not Applicable
	"Alabama"	"01"	"Nov., 2009"	"2009/11"	33	Not Applicable	Not Applicable
	"Alabama"	"01"	"Dec., 2009"	"2009/12"	37	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jan., 2010"	"2010/01"	32	Not Applicable	Not Applicable
	"Alabama"	"01"	"Feb., 2010"	"2010/02"	28	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2010"	"2010/03"	32	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 2010"	"2010/04"	25	Not Applicable	Not Applicable
	"Alabama"	"01"	"May, 2010"	"2010/05"	39	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jun., 2010"	"2010/06"	43	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jul., 2010"	"2010/07"	34	Not Applicable	Not Applicable
	"Alabama"	"01"	"Aug., 2010"	"2010/08"	36	Not Applicable	Not Applicable
	"Alabama"	"01"	"Sep., 2010"	"2010/09"	30	Not Applicable	Not Applicable
	"Alabama"	"01"	"Oct., 2010"	"2010/10"	34	Not Applicable	Not Applicable
	"Alabama"	"01"	"Nov., 2010"	"2010/11"	31	Not Applicable	Not Applicable
	"Alabama"	"01"	"Dec., 2010"	"2010/12"	40	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jan., 2011"	"2011/01"	31	Not Applicable	Not Applicable
	"Alabama"	"01"	"Feb., 2011"	"2011/02"	33	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2011"	"2011/03"	36	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 2011"	"2011/04"	51	Not Applicable	Not Applicable
	"Alabama"	"01"	"May, 2011"	"2011/05"	41	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jun., 2011"	"2011/06"	30	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jul., 2011"	"2011/07"	35	Not Applicable	Not Applicable
	"Alabama"	"01"	"Aug., 2011"	"2011/08"	30	Not Applicable	Not Applicable
	"Alabama"	"01"	"Sep., 2011"	"2011/09"	32	Not Applicable	Not Applicable
	"Alabama"	"01"	"Oct., 2011"	"2011/10"	39	Not Applicable	Not Applicable
	"Alabama"	"01"	"Nov., 2011"	"2011/11"	31	Not Applicable	Not Applicable
	"Alabama"	"01"	"Dec., 2011"	"2011/12"	26	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jan., 2012"	"2012/01"	23	Not Applicable	Not Applicable
	"Alabama"	"01"	"Feb., 2012"	"2012/02"	32	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2012"	"2012/03"	21	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 2012"	"2012/04"	30	Not Applicable	Not Applicable
