"Notes"	"State"	"State Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate
	"Alabama"	"01"	"Jan., 1999"	"1999/01"	357	Not Applicable	Not Applicable
	"Alabama"	"01"	"Feb., 1999"	"1999/02"	304	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 1999"	"1999/03"	341	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 1999"	"1999/04"	330	Not Applicable	Not Applicable
	"Alabama"	"01"	"May, 1999"	"1999/05"	351	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jun., 1999"	"1999/06"	341	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jul., 1999"	"1999/07"	289	Not Applicable	Not Applicable
	"Alabama"	"01"	"Aug., 1999"	"1999/08"	320	Not Applicable	Not Applicable
	"Alabama"	"01"	"Sep., 1999"	"1999/09"	317	Not Applicable	Not Applicable
	"Alabama"	"01"	"Oct., 1999"	"1999/10"	355	Not Applicable	Not Applicable
	"Alabama"	"01"	"Nov., 1999"	"1999/11"	324	Not Applicable	Not Applicable
	"Alabama"	"01"	"Dec., 1999"	"1999/12"	340	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jan., 2000"	"2000/01"	410	Not Applicable	Not Applicable
	"Alabama"	"01"	"Feb., 2000"	"2000/02"	354	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2000"	"2000/03"	340	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 2000"	"2000/04"	298	Not Applicable	Not Applicable
	"Alabama"	"01"	"May, 2000"	"2000/05"	332	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jun., 2000"	"2000/06"	324	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jul., 2000"	"2000/07"	308	Not Applicable	Not Applicable
	"Alabama"	"01"	"Aug., 2000"	"2000/08"	361	Not Applicable	Not Applicable
	"Alabama"	"01"	"Sep., 2000"	"2000/09"	331	Not Applicable	Not Applicable
	"Alabama"	"01"	"Oct., 2000"	"2000/10"	358	Not Applicable	Not Applicable
