"Notes"	"State"	"State Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate
	"Alabama"	"01"	"Jan., 1999"	"1999/01"	1097	Not Applicable	Not Applicable
	"Alabama"	"01"	"Feb., 1999"	"1999/02"	1012	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 1999"	"1999/03"	1305	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 1999"	"1999/04"	1015	Not Applicable	Not Applicable
	"Alabama"	"01"	"May, 1999"	"1999/05"	971	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jun., 1999"	"1999/06"	852	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jul., 1999"	"1999/07"	920	Not Applicable	Not Applicable
	"Alabama"	"01"	"Aug., 1999"	"1999/08"	851	Not Applicable	Not Applicable
	"Alabama"	"01"	"Sep., 1999"	"1999/09"	881	Not Applicable	Not Applicable
	"Alabama"	"01"	"Oct., 1999"	"1999/10"	920	Not Applicable	Not Applicable
	"Alabama"	"01"	"Nov., 1999"	"1999/11"	957	Not Applicable	Not Applicable
	"Alabama"	"01"	"Dec., 1999"	"1999/12"	1148	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jan., 2000"	"2000/01"	1347	Not Applicable	Not Applicable
	"Alabama"	"01"	"Feb., 2000"	"2000/02"	1047	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2000"	"2000/03"	981	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 2000"	"2000/04"	930	Not Applicable	Not Applicable
	"Alabama"	"01"	"May, 2000"	"2000/05"	926	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jun., 2000"	"2000/06"	870	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jul., 2000"	"2000/07"	920	Not Applicable	Not Applicable
	"Alabama"	"01"	"Aug., 2000"	"2000/08"	986	Not Applicable	Not Applicable
	"Alabama"	"01"	"Sep., 2000"	"2000/09"	946	Not Applicable	Not Applicable
	"Alabama"	"01"	"Oct., 2000"	"2000/10"	969	Not Applicable	Not Applicable
	"Alabama"	"01"	"Nov., 2000"	"2000/11"	918	Not Applicable	Not Applicable
	"Alabama"	"01"	"Dec., 2000"	"2000/12"	1138	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jan., 2001"	"2001/01"	1189	Not Applicable	Not Applicable
	"Alabama"	"01"	"Feb., 2001"	"2001/02"	1006	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2001"	"2001/03"	1085	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 2001"	"2001/04"	1040	Not Applicable	Not Applicable
	"Alabama"	"01"	"May, 2001"	"2001/05"	999	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jun., 2001"	"2001/06"	944	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jul., 2001"	"2001/07"	971	Not Applicable	Not Applicable
	"Alabama"	"01"	"Aug., 2001"	"2001/08"	898	Not Applicable	Not Applicable
	"Alabama"	"01"	"Sep., 2001"	"2001/09"	942	Not Applicable	Not Applicable
	"Alabama"	"01"	"Oct., 2001"	"2001/10"	1006	Not Applicable	Not Applicable
	"Alabama"	"01"	"Nov., 2001"	"2001/11"	1006	Not Applicable	Not Applicable
	"Alabama"	"01"	"Dec., 2001"	"2001/12"	1084	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jan., 2002"	"2002/01"	1212	Not Applicable	Not Applicable
	"Alabama"	"01"	"Feb., 2002"	"2002/02"	1177	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2002"	"2002/03"	1293	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 2002"	"2002/04"	931	Not Applicable	Not Applicable
	"Alabama"	"01"	"May, 2002"	"2002/05"	982	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jun., 2002"	"2002/06"	926	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jul., 2002"	"2002/07"	957	Not Applicable	Not Applicable
	"Alabama"	"01"	"Aug., 2002"	"2002/08"	962	Not Applicable	Not Applicable
	"Alabama"	"01"	"Sep., 2002"	"2002/09"	941	Not Applicable	Not Applicable
	"Alabama"	"01"	"Oct., 2002"	"2002/10"	1005	Not Applicable	Not Applicable
	"Alabama"	"01"	"Nov., 2002"	"2002/11"	1083	Not Applicable	Not Applicable
