"Notes"	"Month"	"Month Code"	Deaths	Population	Crude Rate
	"Jan., 1999"	"1999/01"	2820	Not Applicable	Not Applicable
	"Feb., 1999"	"1999/02"	2611	Not Applicable	Not Applicable
	"Mar., 1999"	"1999/03"	2866	Not Applicable	Not Applicable
	"Apr., 1999"	"1999/04"	2755	Not Applicable	Not Applicable
	"May, 1999"	"1999/05"	2783	Not Applicable	Not Applicable
	"Jun., 1999"	"1999/06"	2768	Not Applicable	Not Applicable
	"Jul., 1999"	"1999/07"	2791	Not Applicable	Not Applicable
	"Aug., 1999"	"1999/08"	2739	Not Applicable	Not Applicable
	"Sep., 1999"	"1999/09"	2726	Not Applicable	Not Applicable
	"Oct., 1999"	"1999/10"	2826	Not Applicable	Not Applicable
	"Nov., 1999"	"1999/11"	2624	Not Applicable	Not Applicable
	"Dec., 1999"	"1999/12"	2877	Not Applicable	Not Applicable
	"Jan., 2000"	"2000/01"	2876	Not Applicable	Not Applicable
	"Feb., 2000"	"2000/02"	2643	Not Applicable	Not Applicable
	"Mar., 2000"	"2000/03"	2832	Not Applicable	Not Applicable
	"Apr., 2000"	"2000/04"	2770	Not Applicable	Not Applicable
	"May, 2000"	"2000/05"	2769	Not Applicable	Not Applicable
	"Jun., 2000"	"2000/06"	2782	Not Applicable	Not Applicable
	"Jul., 2000"	"2000/07"	2758	Not Applicable	Not Applicable
	"Aug., 2000"	"2000/08"	2701	Not Applicable	Not Applicable
	"Sep., 2000"	"2000/09"	2690	Not Applicable	Not Applicable
	"Oct., 2000"	"2000/10"	2763	Not Applicable	Not Applicable
	"Nov., 2000"	"2000/11"	2597	Not Applicable	Not Applicable
	"Dec., 2000"	"2000/12"	2833	Not Applicable	Not Applicable
	"Jan., 2001"	"2001/01"	2900	Not Applicable	Not Applicable
	"Feb., 2001"	"2001/02"	2727	Not Applicable	Not Applicable
	"Mar., 2001"	"2001/03"	2834	Not Applicable	Not Applicable
	"Apr., 2001"	"2001/04"	2695	Not Applicable	Not Applicable
	"May, 2001"	"2001/05"	2815	Not Applicable	Not Applicable
	"Jun., 2001"	"2001/06"	2568	Not Applicable	Not Applicable
	"Jul., 2001"	"2001/07"	2699	Not Applicable	Not Applicable
	"Aug., 2001"	"2001/08"	2716	Not Applicable	Not Applicable
	"Sep., 2001"	"2001/09"	2599	Not Applicable	Not Applicable
	"Oct., 2001"	"2001/10"	2726	Not Applicable	Not Applicable
	"Nov., 2001"	"2001/11"	2654	Not Applicable	Not Applicable
	"Dec., 2001"	"2001/12"	2742	Not Applicable	Not Applicable
	"Jan., 2002"	"2002/01"	2845	Not Applicable	Not Applicable
	"Feb., 2002"	"2002/02"	2588	Not Applicable	Not Applicable
	"Mar., 2002"	"2002/03"	2931	Not Applicable	Not Applicable
	"Apr., 2002"	"2002/04"	2806	Not Applicable	Not Applicable
	"May, 2002"	"2002/05"	2786	Not Applicable	Not Applicable
	"Jun., 2002"	"2002/06"	2748	Not Applicable	Not Applicable
	"Jul., 2002"	"2002/07"	2736	Not Applicable	Not Applicable
	"Aug., 2002"	"2002/08"	2688	Not Applicable	Not Applicable
	"Sep., 2002"	"2002/09"	2664	Not Applicable	Not Applicable
	"Oct., 2002"	"2002/10"	2708	Not Applicable	Not Applicable
	"Nov., 2002"	"2002/11"	2653	Not Applicable	Not Applicable
	"Dec., 2002"	"2002/12"	2739	Not Applicable	Not Applicable
	"Jan., 2003"	"2003/01"	2799	Not Applicable	Not Applicable
	"Feb., 2003"	"2003/02"	2576	Not Applicable	Not Applicable
	"Mar., 2003"	"2003/03"	2784	Not Applicable	Not Applicable
	"Apr., 2003"	"2003/04"	2741	Not Applicable	Not Applicable
	"May, 2003"	"2003/05"	2783	Not Applicable	Not Applicable
	"Jun., 2003"	"2003/06"	2803	Not Applicable	Not Applicable
	"Jul., 2003"	"2003/07"	2842	Not Applicable	Not Applicable
	"Aug., 2003"	"2003/08"	2778	Not Applicable	Not Applicable
	"Sep., 2003"	"2003/09"	2626	Not Applicable	Not Applicable
	"Oct., 2003"	"2003/10"	2739	Not Applicable	Not Applicable
	"Nov., 2003"	"2003/11"	2604	Not Applicable	Not Applicable
	"Dec., 2003"	"2003/12"	2915	Not Applicable	Not Applicable
	"Jan., 2004"	"2004/01"	2891	Not Applicable	Not Applicable
	"Feb., 2004"	"2004/02"	2719	Not Applicable	Not Applicable
	"Mar., 2004"	"2004/03"	2772	Not Applicable	Not Applicable
	"Apr., 2004"	"2004/04"	2595	Not Applicable	Not Applicable
	"May, 2004"	"2004/05"	2764	Not Applicable	Not Applicable
	"Jun., 2004"	"2004/06"	2632	Not Applicable	Not Applicable
	"Jul., 2004"	"2004/07"	2902	Not Applicable	Not Applicable
	"Aug., 2004"	"2004/08"	2715	Not Applicable	Not Applicable
	"Sep., 2004"	"2004/09"	2685	Not Applicable	Not Applicable
	"Oct., 2004"	"2004/10"	2760	Not Applicable	Not Applicable
	"Nov., 2004"	"2004/11"	2571	Not Applicable	Not Applicable
	"Dec., 2004"	"2004/12"	2715	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	2733	Not Applicable	Not Applicable
	"Feb., 2005"	"2005/02"	2543	Not Applicable	Not Applicable
	"Mar., 2005"	"2005/03"	2930	Not Applicable	Not Applicable
	"Apr., 2005"	"2005/04"	2787	Not Applicable	Not Applicable
	"May, 2005"	"2005/05"	2993	Not Applicable	Not Applicable
	"Jun., 2005"	"2005/06"	2761	Not Applicable	Not Applicable
	"Jul., 2005"	"2005/07"	2942	Not Applicable	Not Applicable
	"Aug., 2005"	"2005/08"	2776	Not Applicable	Not Applicable
	"Sep., 2005"	"2005/09"	2552	Not Applicable	Not Applicable
	"Oct., 2005"	"2005/10"	2739	Not Applicable	Not Applicable
	"Nov., 2005"	"2005/11"	2646	Not Applicable	Not Applicable
	"Dec., 2005"	"2005/12"	2794	Not Applicable	Not Applicable
	"Jan., 2006"	"2006/01"	2723	Not Applicable	Not Applicable
	"Feb., 2006"	"2006/02"	2550	Not Applicable	Not Applicable
	"Mar., 2006"	"2006/03"	2917	Not Applicable	Not Applicable
	"Apr., 2006"	"2006/04"	2778	Not Applicable	Not Applicable
	"May, 2006"	"2006/05"	2769	Not Applicable	Not Applicable
	"Jun., 2006"	"2006/06"	2790	Not Applicable	Not Applicable
	"Jul., 2006"	"2006/07"	2843	Not Applicable	Not Applicable
	"Aug., 2006"	"2006/08"	2795	Not Applicable	Not Applicable
	"Sep., 2006"	"2006/09"	2704	Not Applicable	Not Applicable
	"Oct., 2006"	"2006/10"	2726	Not Applicable	Not Applicable
	"Nov., 2006"	"2006/11"	2695	Not Applicable	Not Applicable
	"Dec., 2006"	"2006/12"	2868	Not Applicable	Not Applicable
	"Jan., 2007"	"2007/01"	2856	Not Applicable	Not Applicable
	"Feb., 2007"	"2007/02"	2618	Not Applicable	Not Applicable
	"Mar., 2007"	"2007/03"	2986	Not Applicable	Not Applicable
	"Apr., 2007"	"2007/04"	2808	Not Applicable	Not Applicable
	"May, 2007"	"2007/05"	2974	Not Applicable	Not Applicable
	"Jun., 2007"	"2007/06"	2723	Not Applicable	Not Applicable
	"Jul., 2007"	"2007/07"	2798	Not Applicable	Not Applicable
	"Aug., 2007"	"2007/08"	2941	Not Applicable	Not Applicable
	"Sep., 2007"	"2007/09"	2689	Not Applicable	Not Applicable
	"Oct., 2007"	"2007/10"	2803	Not Applicable	Not Applicable
	"Nov., 2007"	"2007/11"	2826	Not Applicable	Not Applicable
	"Dec., 2007"	"2007/12"	2819	Not Applicable	Not Applicable
	"Jan., 2008"	"2008/01"	2910	Not Applicable	Not Applicable
	"Feb., 2008"	"2008/02"	2759	Not Applicable	Not Applicable
	"Mar., 2008"	"2008/03"	2891	Not Applicable	Not Applicable
	"Apr., 2008"	"2008/04"	2674	Not Applicable	Not Applicable
	"May, 2008"	"2008/05"	2825	Not Applicable	Not Applicable
	"Jun., 2008"	"2008/06"	2675	Not Applicable	Not Applicable
	"Jul., 2008"	"2008/07"	2695	Not Applicable	Not Applicable
	"Aug., 2008"	"2008/08"	2827	Not Applicable	Not Applicable
	"Sep., 2008"	"2008/09"	2563	Not Applicable	Not Applicable
	"Oct., 2008"	"2008/10"	2657	Not Applicable	Not Applicable
	"Nov., 2008"	"2008/11"	2635	Not Applicable	Not Applicable
	"Dec., 2008"	"2008/12"	2678	Not Applicable	Not Applicable
	"Jan., 2009"	"2009/01"	2656	Not Applicable	Not Applicable
	"Feb., 2009"	"2009/02"	2450	Not Applicable	Not Applicable
	"Mar., 2009"	"2009/03"	2745	Not Applicable	Not Applicable
	"Apr., 2009"	"2009/04"	2730	Not Applicable	Not Applicable
	"May, 2009"	"2009/05"	2682	Not Applicable	Not Applicable
	"Jun., 2009"	"2009/06"	2567	Not Applicable	Not Applicable
	"Jul., 2009"	"2009/07"	2573	Not Applicable	Not Applicable
	"Aug., 2009"	"2009/08"	2635	Not Applicable	Not Applicable
	"Sep., 2009"	"2009/09"	2448	Not Applicable	Not Applicable
	"Oct., 2009"	"2009/10"	2568	Not Applicable	Not Applicable
	"Nov., 2009"	"2009/11"	2386	Not Applicable	Not Applicable
	"Dec., 2009"	"2009/12"	2422	Not Applicable	Not Applicable
	"Jan., 2010"	"2010/01"	2519	Not Applicable	Not Applicable
	"Feb., 2010"	"2010/02"	2249	Not Applicable	Not Applicable
	"Mar., 2010"	"2010/03"	2431	Not Applicable	Not Applicable
	"Apr., 2010"	"2010/04"	2455	Not Applicable	Not Applicable
	"May, 2010"	"2010/05"	2503	Not Applicable	Not Applicable
	"Jun., 2010"	"2010/06"	2351	Not Applicable	Not Applicable
	"Jul., 2010"	"2010/07"	2469	Not Applicable	Not Applicable
	"Aug., 2010"	"2010/08"	2474	Not Applicable	Not Applicable
	"Sep., 2010"	"2010/09"	2384	Not Applicable	Not Applicable
	"Oct., 2010"	"2010/10"	2429	Not Applicable	Not Applicable
	"Nov., 2010"	"2010/11"	2319	Not Applicable	Not Applicable
	"Dec., 2010"	"2010/12"	2319	Not Applicable	Not Applicable
	"Jan., 2011"	"2011/01"	2327	Not Applicable	Not Applicable
	"Feb., 2011"	"2011/02"	2267	Not Applicable	Not Applicable
	"Mar., 2011"	"2011/03"	2509	Not Applicable	Not Applicable
	"Apr., 2011"	"2011/04"	2355	Not Applicable	Not Applicable
	"May, 2011"	"2011/05"	2401	Not Applicable	Not Applicable
	"Jun., 2011"	"2011/06"	2352	Not Applicable	Not Applicable
	"Jul., 2011"	"2011/07"	2377	Not Applicable	Not Applicable
	"Aug., 2011"	"2011/08"	2444	Not Applicable	Not Applicable
	"Sep., 2011"	"2011/09"	2267	Not Applicable	Not Applicable
	"Oct., 2011"	"2011/10"	2436	Not Applicable	Not Applicable
	"Nov., 2011"	"2011/11"	2269	Not Applicable	Not Applicable
	"Dec., 2011"	"2011/12"	2227	Not Applicable	Not Applicable
	"Jan., 2012"	"2012/01"	2255	Not Applicable	Not Applicable
	"Feb., 2012"	"2012/02"	2301	Not Applicable	Not Applicable
	"Mar., 2012"	"2012/03"	2345	Not Applicable	Not Applicable
	"Apr., 2012"	"2012/04"	2348	Not Applicable	Not Applicable
	"May, 2012"	"2012/05"	2431	Not Applicable	Not Applicable
	"Jun., 2012"	"2012/06"	2292	Not Applicable	Not Applicable
	"Jul., 2012"	"2012/07"	2353	Not Applicable	Not Applicable
	"Aug., 2012"	"2012/08"	2355	Not Applicable	Not Applicable
	"Sep., 2012"	"2012/09"	2320	Not Applicable	Not Applicable
	"Oct., 2012"	"2012/10"	2361	Not Applicable	Not Applicable
	"Nov., 2012"	"2012/11"	2229	Not Applicable	Not Applicable
	"Dec., 2012"	"2012/12"	2257	Not Applicable	Not Applicable
	"Jan., 2013"	"2013/01"	2317	Not Applicable	Not Applicable
	"Feb., 2013"	"2013/02"	2153	Not Applicable	Not Applicable
	"Mar., 2013"	"2013/03"	2355	Not Applicable	Not Applicable
	"Apr., 2013"	"2013/04"	2236	Not Applicable	Not Applicable
	"May, 2013"	"2013/05"	2376	Not Applicable	Not Applicable
	"Jun., 2013"	"2013/06"	2353	Not Applicable	Not Applicable
