"Notes"	"State"	"State Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate
	"Alabama"	"01"	"Jan., 1999"	"1999/01"	358	Not Applicable	Not Applicable
	"Alabama"	"01"	"Feb., 1999"	"1999/02"	337	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 1999"	"1999/03"	374	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 1999"	"1999/04"	285	Not Applicable	Not Applicable
	"Alabama"	"01"	"May, 1999"	"1999/05"	334	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jun., 1999"	"1999/06"	298	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jul., 1999"	"1999/07"	309	Not Applicable	Not Applicable
	"Alabama"	"01"	"Aug., 1999"	"1999/08"	271	Not Applicable	Not Applicable
	"Alabama"	"01"	"Sep., 1999"	"1999/09"	292	Not Applicable	Not Applicable
	"Alabama"	"01"	"Oct., 1999"	"1999/10"	304	Not Applicable	Not Applicable
	"Alabama"	"01"	"Nov., 1999"	"1999/11"	281	Not Applicable	Not Applicable
	"Alabama"	"01"	"Dec., 1999"	"1999/12"	390	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jan., 2000"	"2000/01"	402	Not Applicable	Not Applicable
	"Alabama"	"01"	"Feb., 2000"	"2000/02"	369	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2000"	"2000/03"	322	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 2000"	"2000/04"	323	Not Applicable	Not Applicable
	"Alabama"	"01"	"May, 2000"	"2000/05"	314	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jun., 2000"	"2000/06"	288	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jul., 2000"	"2000/07"	311	Not Applicable	Not Applicable
	"Alabama"	"01"	"Aug., 2000"	"2000/08"	308	Not Applicable	Not Applicable
	"Alabama"	"01"	"Sep., 2000"	"2000/09"	312	Not Applicable	Not Applicable
	"Alabama"	"01"	"Oct., 2000"	"2000/10"	308	Not Applicable	Not Applicable
	"Alabama"	"01"	"Nov., 2000"	"2000/11"	332	Not Applicable	Not Applicable
	"Alabama"	"01"	"Dec., 2000"	"2000/12"	336	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jan., 2001"	"2001/01"	348	Not Applicable	Not Applicable
	"Alabama"	"01"	"Feb., 2001"	"2001/02"	303	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2001"	"2001/03"	353	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 2001"	"2001/04"	313	Not Applicable	Not Applicable
	"Alabama"	"01"	"May, 2001"	"2001/05"	313	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jun., 2001"	"2001/06"	333	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jul., 2001"	"2001/07"	294	Not Applicable	Not Applicable
