"Notes"	"Month"	"Month Code"	Deaths	Population	Crude Rate
	"Jan., 1999"	"1999/01"	3174	Not Applicable	Not Applicable
	"Feb., 1999"	"1999/02"	2922	Not Applicable	Not Applicable
	"Mar., 1999"	"1999/03"	3050	Not Applicable	Not Applicable
	"Apr., 1999"	"1999/04"	2917	Not Applicable	Not Applicable
	"May, 1999"	"1999/05"	3138	Not Applicable	Not Applicable
	"Jun., 1999"	"1999/06"	3090	Not Applicable	Not Applicable
	"Jul., 1999"	"1999/07"	3246	Not Applicable	Not Applicable
	"Aug., 1999"	"1999/08"	3180	Not Applicable	Not Applicable
	"Sep., 1999"	"1999/09"	2929	Not Applicable	Not Applicable
	"Oct., 1999"	"1999/10"	3004	Not Applicable	Not Applicable
	"Nov., 1999"	"1999/11"	2933	Not Applicable	Not Applicable
	"Dec., 1999"	"1999/12"	3221	Not Applicable	Not Applicable
	"Jan., 2000"	"2000/01"	3249	Not Applicable	Not Applicable
	"Feb., 2000"	"2000/02"	2996	Not Applicable	Not Applicable
	"Mar., 2000"	"2000/03"	2977	Not Applicable	Not Applicable
	"Apr., 2000"	"2000/04"	2931	Not Applicable	Not Applicable
	"May, 2000"	"2000/05"	3038	Not Applicable	Not Applicable
	"Jun., 2000"	"2000/06"	2969	Not Applicable	Not Applicable
	"Jul., 2000"	"2000/07"	3083	Not Applicable	Not Applicable
	"Aug., 2000"	"2000/08"	3054	Not Applicable	Not Applicable
	"Sep., 2000"	"2000/09"	2897	Not Applicable	Not Applicable
	"Oct., 2000"	"2000/10"	3001	Not Applicable	Not Applicable
	"Nov., 2000"	"2000/11"	2879	Not Applicable	Not Applicable
	"Dec., 2000"	"2000/12"	3066	Not Applicable	Not Applicable
	"Jan., 2001"	"2001/01"	3134	Not Applicable	Not Applicable
	"Feb., 2001"	"2001/02"	2885	Not Applicable	Not Applicable
	"Mar., 2001"	"2001/03"	3112	Not Applicable	Not Applicable
	"Apr., 2001"	"2001/04"	2980	Not Applicable	Not Applicable
	"May, 2001"	"2001/05"	3072	Not Applicable	Not Applicable
	"Jun., 2001"	"2001/06"	2987	Not Applicable	Not Applicable
	"Jul., 2001"	"2001/07"	3000	Not Applicable	Not Applicable
	"Aug., 2001"	"2001/08"	3122	Not Applicable	Not Applicable
	"Sep., 2001"	"2001/09"	3489	Not Applicable	Not Applicable
	"Oct., 2001"	"2001/10"	3107	Not Applicable	Not Applicable
	"Nov., 2001"	"2001/11"	2950	Not Applicable	Not Applicable
	"Dec., 2001"	"2001/12"	3057	Not Applicable	Not Applicable
	"Jan., 2002"	"2002/01"	3084	Not Applicable	Not Applicable
	"Feb., 2002"	"2002/02"	2778	Not Applicable	Not Applicable
	"Mar., 2002"	"2002/03"	3069	Not Applicable	Not Applicable
	"Apr., 2002"	"2002/04"	2798	Not Applicable	Not Applicable
	"May, 2002"	"2002/05"	3038	Not Applicable	Not Applicable
	"Jun., 2002"	"2002/06"	2985	Not Applicable	Not Applicable
	"Jul., 2002"	"2002/07"	2967	Not Applicable	Not Applicable
	"Aug., 2002"	"2002/08"	3078	Not Applicable	Not Applicable
	"Sep., 2002"	"2002/09"	2819	Not Applicable	Not Applicable
	"Oct., 2002"	"2002/10"	2909	Not Applicable	Not Applicable
	"Nov., 2002"	"2002/11"	2854	Not Applicable	Not Applicable
	"Dec., 2002"	"2002/12"	2968	Not Applicable	Not Applicable
	"Jan., 2003"	"2003/01"	2957	Not Applicable	Not Applicable
	"Feb., 2003"	"2003/02"	2645	Not Applicable	Not Applicable
	"Mar., 2003"	"2003/03"	2830	Not Applicable	Not Applicable
	"Apr., 2003"	"2003/04"	2711	Not Applicable	Not Applicable
	"May, 2003"	"2003/05"	2898	Not Applicable	Not Applicable
	"Jun., 2003"	"2003/06"	2815	Not Applicable	Not Applicable
	"Jul., 2003"	"2003/07"	2866	Not Applicable	Not Applicable
	"Aug., 2003"	"2003/08"	2902	Not Applicable	Not Applicable
	"Sep., 2003"	"2003/09"	2790	Not Applicable	Not Applicable
	"Oct., 2003"	"2003/10"	2834	Not Applicable	Not Applicable
	"Nov., 2003"	"2003/11"	2909	Not Applicable	Not Applicable
