"Notes","Month","Month Code",Deaths,Population,Crude Rate
,"Jan., 1999","1999/01",1413,Not Applicable,Not Applicable
,"Feb., 1999","1999/02",1123,Not Applicable,Not Applicable
,"Mar., 1999","1999/03",1413,Not Applicable,Not Applicable
,"Apr., 1999","1999/04",1327,Not Applicable,Not Applicable
,"May, 1999","1999/05",1395,Not Applicable,Not Applicable
,"Jun., 1999","1999/06",1435,Not Applicable,Not Applicable
,"Jul., 1999","1999/07",1574,Not Applicable,Not Applicable
,"Aug., 1999","1999/08",1515,Not Applicable,Not Applicable
,"Sep., 1999","1999/09",1353,Not Applicable,Not Applicable
,"Oct., 1999","1999/10",1471,Not Applicable,Not Applicable
,"Nov., 1999","1999/11",1449,Not Applicable,Not Applicable
,"Dec., 1999","1999/12",1410,Not Applicable,Not Applicable
,"Jan., 2000","2000/01",1460,Not Applicable,Not Applicable
,"Feb., 2000","2000/02",1274,Not Applicable,Not Applicable
,"Mar., 2000","2000/03",1413,Not Applicable,Not Applicable
,"Apr., 2000","2000/04",1403,Not Applicable,Not Applicable
,"May, 2000","2000/05",1566,Not Applicable,Not Applicable
,"Jun., 2000","2000/06",1525,Not Applicable,Not Applicable
,"Jul., 2000","2000/07",1623,Not Applicable,Not Applicable
,"Aug., 2000","2000/08",1566,Not Applicable,Not Applicable
,"Sep., 2000","2000/09",1480,Not Applicable,Not Applicable
,"Oct., 2000","2000/10",1499,Not Applicable,Not Applicable
,"Nov., 2000","2000/11",1438,Not Applicable,Not Applicable
,"Dec., 2000","2000/12",1497,Not Applicable,Not Applicable
,"Jan., 2001","2001/01",1440,Not Applicable,Not Applicable
,"Feb., 2001","2001/02",1283,Not Applicable,Not Applicable
,"Mar., 2001","2001/03",1455,Not Applicable,Not Applicable
,"Apr., 2001","2001/04",1473,Not Applicable,Not Applicable
,"May, 2001","2001/05",1624,Not Applicable,Not Applicable
,"Jun., 2001","2001/06",1624,Not Applicable,Not Applicable
,"Jul., 2001","2001/07",1727,Not Applicable,Not Applicable
,"Aug., 2001","2001/08",1663,Not Applicable,Not Applicable
,"Sep., 2001","2001/09",1690,Not Applicable,Not Applicable
,"Oct., 2001","2001/10",1601,Not Applicable,Not Applicable
,"Nov., 2001","2001/11",1591,Not Applicable,Not Applicable
,"Dec., 2001","2001/12",1526,Not Applicable,Not Applicable
,"Jan., 2002","2002/01",1490,Not Applicable,Not Applicable
,"Feb., 2002","2002/02",1314,Not Applicable,Not Applicable
,"Mar., 2002","2002/03",1633,Not Applicable,Not Applicable
,"Apr., 2002","2002/04",1579,Not Applicable,Not Applicable
,"May, 2002","2002/05",1613,Not Applicable,Not Applicable
,"Jun., 2002","2002/06",1636,Not Applicable,Not Applicable
,"Jul., 2002","2002/07",1803,Not Applicable,Not Applicable
,"Aug., 2002","2002/08",1708,Not Applicable,Not Applicable
,"Sep., 2002","2002/09",1684,Not Applicable,Not Applicable
,"Oct., 2002","2002/10",1569,Not Applicable,Not Applicable
,"Nov., 2002","2002/11",1607,Not Applicable,Not Applicable
