"Notes"	"State"	"State Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate
	"Alabama"	"01"	"Jan., 1999"	"1999/01"	542	Not Applicable	Not Applicable
	"Alabama"	"01"	"Feb., 1999"	"1999/02"	476	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 1999"	"1999/03"	653	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 1999"	"1999/04"	481	Not Applicable	Not Applicable
	"Alabama"	"01"	"May, 1999"	"1999/05"	442	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jun., 1999"	"1999/06"	416	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jul., 1999"	"1999/07"	438	Not Applicable	Not Applicable
	"Alabama"	"01"	"Aug., 1999"	"1999/08"	398	Not Applicable	Not Applicable
	"Alabama"	"01"	"Sep., 1999"	"1999/09"	416	Not Applicable	Not Applicable
	"Alabama"	"01"	"Oct., 1999"	"1999/10"	429	Not Applicable	Not Applicable
	"Alabama"	"01"	"Nov., 1999"	"1999/11"	458	Not Applicable	Not Applicable
	"Alabama"	"01"	"Dec., 1999"	"1999/12"	566	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jan., 2000"	"2000/01"	669	Not Applicable	Not Applicable
	"Alabama"	"01"	"Feb., 2000"	"2000/02"	508	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2000"	"2000/03"	460	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 2000"	"2000/04"	462	Not Applicable	Not Applicable
	"Alabama"	"01"	"May, 2000"	"2000/05"	429	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jun., 2000"	"2000/06"	418	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jul., 2000"	"2000/07"	390	Not Applicable	Not Applicable
	"Alabama"	"01"	"Aug., 2000"	"2000/08"	462	Not Applicable	Not Applicable
	"Alabama"	"01"	"Sep., 2000"	"2000/09"	448	Not Applicable	Not Applicable
	"Alabama"	"01"	"Oct., 2000"	"2000/10"	427	Not Applicable	Not Applicable
	"Alabama"	"01"	"Nov., 2000"	"2000/11"	422	Not Applicable	Not Applicable
	"Alabama"	"01"	"Dec., 2000"	"2000/12"	529	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jan., 2001"	"2001/01"	580	Not Applicable	Not Applicable
	"Alabama"	"01"	"Feb., 2001"	"2001/02"	461	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2001"	"2001/03"	484	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 2001"	"2001/04"	549	Not Applicable	Not Applicable
	"Alabama"	"01"	"May, 2001"	"2001/05"	481	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jun., 2001"	"2001/06"	437	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jul., 2001"	"2001/07"	450	Not Applicable	Not Applicable
	"Alabama"	"01"	"Aug., 2001"	"2001/08"	396	Not Applicable	Not Applicable
	"Alabama"	"01"	"Sep., 2001"	"2001/09"	440	Not Applicable	Not Applicable
	"Alabama"	"01"	"Oct., 2001"	"2001/10"	504	Not Applicable	Not Applicable
	"Alabama"	"01"	"Nov., 2001"	"2001/11"	482	Not Applicable	Not Applicable
	"Alabama"	"01"	"Dec., 2001"	"2001/12"	521	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jan., 2002"	"2002/01"	554	Not Applicable	Not Applicable
	"Alabama"	"01"	"Feb., 2002"	"2002/02"	579	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2002"	"2002/03"	613	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 2002"	"2002/04"	440	Not Applicable	Not Applicable
	"Alabama"	"01"	"May, 2002"	"2002/05"	464	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jun., 2002"	"2002/06"	449	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jul., 2002"	"2002/07"	437	Not Applicable	Not Applicable
	"Alabama"	"01"	"Aug., 2002"	"2002/08"	462	Not Applicable	Not Applicable
	"Alabama"	"01"	"Sep., 2002"	"2002/09"	460	Not Applicable	Not Applicable
	"Alabama"	"01"	"Oct., 2002"	"2002/10"	446	Not Applicable	Not Applicable
	"Alabama"	"01"	"Nov., 2002"	"2002/11"	515	Not Applicable	Not Applicable
	"Alabama"	"01"	"Dec., 2002"	"2002/12"	538	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jan., 2003"	"2003/01"	590	Not Applicable	Not Applicable
	"Alabama"	"01"	"Feb., 2003"	"2003/02"	536	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2003"	"2003/03"	504	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 2003"	"2003/04"	474	Not Applicable	Not Applicable
	"Alabama"	"01"	"May, 2003"	"2003/05"	484	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jun., 2003"	"2003/06"	462	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jul., 2003"	"2003/07"	443	Not Applicable	Not Applicable
	"Alabama"	"01"	"Aug., 2003"	"2003/08"	468	Not Applicable	Not Applicable
	"Alabama"	"01"	"Sep., 2003"	"2003/09"	450	Not Applicable	Not Applicable
	"Alabama"	"01"	"Oct., 2003"	"2003/10"	430	Not Applicable	Not Applicable
	"Alabama"	"01"	"Nov., 2003"	"2003/11"	445	Not Applicable	Not Applicable
	"Alabama"	"01"	"Dec., 2003"	"2003/12"	652	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jan., 2004"	"2004/01"	596	Not Applicable	Not Applicable
	"Alabama"	"01"	"Feb., 2004"	"2004/02"	469	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2004"	"2004/03"	527	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 2004"	"2004/04"	488	Not Applicable	Not Applicable
	"Alabama"	"01"	"May, 2004"	"2004/05"	473	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jun., 2004"	"2004/06"	412	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jul., 2004"	"2004/07"	435	Not Applicable	Not Applicable
	"Alabama"	"01"	"Aug., 2004"	"2004/08"	441	Not Applicable	Not Applicable
	"Alabama"	"01"	"Sep., 2004"	"2004/09"	433	Not Applicable	Not Applicable
	"Alabama"	"01"	"Oct., 2004"	"2004/10"	440	Not Applicable	Not Applicable
	"Alabama"	"01"	"Nov., 2004"	"2004/11"	431	Not Applicable	Not Applicable
	"Alabama"	"01"	"Dec., 2004"	"2004/12"	520	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jan., 2005"	"2005/01"	548	Not Applicable	Not Applicable
	"Alabama"	"01"	"Feb., 2005"	"2005/02"	550	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2005"	"2005/03"	578	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 2005"	"2005/04"	512	Not Applicable	Not Applicable
	"Alabama"	"01"	"May, 2005"	"2005/05"	474	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jun., 2005"	"2005/06"	464	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jul., 2005"	"2005/07"	417	Not Applicable	Not Applicable
	"Alabama"	"01"	"Aug., 2005"	"2005/08"	430	Not Applicable	Not Applicable
	"Alabama"	"01"	"Sep., 2005"	"2005/09"	405	Not Applicable	Not Applicable
	"Alabama"	"01"	"Oct., 2005"	"2005/10"	459	Not Applicable	Not Applicable
	"Alabama"	"01"	"Nov., 2005"	"2005/11"	509	Not Applicable	Not Applicable
	"Alabama"	"01"	"Dec., 2005"	"2005/12"	484	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jan., 2006"	"2006/01"	547	Not Applicable	Not Applicable
	"Alabama"	"01"	"Feb., 2006"	"2006/02"	543	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2006"	"2006/03"	576	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 2006"	"2006/04"	468	Not Applicable	Not Applicable
	"Alabama"	"01"	"May, 2006"	"2006/05"	503	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jun., 2006"	"2006/06"	440	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jul., 2006"	"2006/07"	423	Not Applicable	Not Applicable
	"Alabama"	"01"	"Aug., 2006"	"2006/08"	472	Not Applicable	Not Applicable
	"Alabama"	"01"	"Sep., 2006"	"2006/09"	474	Not Applicable	Not Applicable
	"Alabama"	"01"	"Oct., 2006"	"2006/10"	494	Not Applicable	Not Applicable
	"Alabama"	"01"	"Nov., 2006"	"2006/11"	510	Not Applicable	Not Applicable
	"Alabama"	"01"	"Dec., 2006"	"2006/12"	560	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jan., 2007"	"2007/01"	574	Not Applicable	Not Applicable
	"Alabama"	"01"	"Feb., 2007"	"2007/02"	539	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2007"	"2007/03"	556	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 2007"	"2007/04"	454	Not Applicable	Not Applicable
	"Alabama"	"01"	"May, 2007"	"2007/05"	503	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jun., 2007"	"2007/06"	478	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jul., 2007"	"2007/07"	429	Not Applicable	Not Applicable
	"Alabama"	"01"	"Aug., 2007"	"2007/08"	478	Not Applicable	Not Applicable
	"Alabama"	"01"	"Sep., 2007"	"2007/09"	455	Not Applicable	Not Applicable
	"Alabama"	"01"	"Oct., 2007"	"2007/10"	501	Not Applicable	Not Applicable
	"Alabama"	"01"	"Nov., 2007"	"2007/11"	542	Not Applicable	Not Applicable
	"Alabama"	"01"	"Dec., 2007"	"2007/12"	526	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jan., 2008"	"2008/01"	588	Not Applicable	Not Applicable
	"Alabama"	"01"	"Feb., 2008"	"2008/02"	623	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2008"	"2008/03"	604	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 2008"	"2008/04"	499	Not Applicable	Not Applicable
	"Alabama"	"01"	"May, 2008"	"2008/05"	486	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jun., 2008"	"2008/06"	426	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jul., 2008"	"2008/07"	509	Not Applicable	Not Applicable
	"Alabama"	"01"	"Aug., 2008"	"2008/08"	488	Not Applicable	Not Applicable
	"Alabama"	"01"	"Sep., 2008"	"2008/09"	467	Not Applicable	Not Applicable
	"Alabama"	"01"	"Oct., 2008"	"2008/10"	493	Not Applicable	Not Applicable
	"Alabama"	"01"	"Nov., 2008"	"2008/11"	542	Not Applicable	Not Applicable
	"Alabama"	"01"	"Dec., 2008"	"2008/12"	551	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jan., 2009"	"2009/01"	543	Not Applicable	Not Applicable
	"Alabama"	"01"	"Feb., 2009"	"2009/02"	499	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2009"	"2009/03"	554	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 2009"	"2009/04"	509	Not Applicable	Not Applicable
	"Alabama"	"01"	"May, 2009"	"2009/05"	534	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jun., 2009"	"2009/06"	471	Not Applicable	Not Applicable
