"Notes"	"State"	"State Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate
	"Alabama"	"01"	"Jan., 1999"	"1999/01"	555	Not Applicable	Not Applicable
	"Alabama"	"01"	"Feb., 1999"	"1999/02"	536	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 1999"	"1999/03"	652	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 1999"	"1999/04"	534	Not Applicable	Not Applicable
	"Alabama"	"01"	"May, 1999"	"1999/05"	529	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jun., 1999"	"1999/06"	436	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jul., 1999"	"1999/07"	482	Not Applicable	Not Applicable
	"Alabama"	"01"	"Aug., 1999"	"1999/08"	453	Not Applicable	Not Applicable
	"Alabama"	"01"	"Sep., 1999"	"1999/09"	465	Not Applicable	Not Applicable
	"Alabama"	"01"	"Oct., 1999"	"1999/10"	491	Not Applicable	Not Applicable
	"Alabama"	"01"	"Nov., 1999"	"1999/11"	499	Not Applicable	Not Applicable
	"Alabama"	"01"	"Dec., 1999"	"1999/12"	582	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jan., 2000"	"2000/01"	678	Not Applicable	Not Applicable
	"Alabama"	"01"	"Feb., 2000"	"2000/02"	539	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2000"	"2000/03"	521	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 2000"	"2000/04"	468	Not Applicable	Not Applicable
	"Alabama"	"01"	"May, 2000"	"2000/05"	497	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jun., 2000"	"2000/06"	452	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jul., 2000"	"2000/07"	530	Not Applicable	Not Applicable
	"Alabama"	"01"	"Aug., 2000"	"2000/08"	524	Not Applicable	Not Applicable
	"Alabama"	"01"	"Sep., 2000"	"2000/09"	498	Not Applicable	Not Applicable
	"Alabama"	"01"	"Oct., 2000"	"2000/10"	542	Not Applicable	Not Applicable
	"Alabama"	"01"	"Nov., 2000"	"2000/11"	496	Not Applicable	Not Applicable
	"Alabama"	"01"	"Dec., 2000"	"2000/12"	609	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jan., 2001"	"2001/01"	609	Not Applicable	Not Applicable
	"Alabama"	"01"	"Feb., 2001"	"2001/02"	545	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2001"	"2001/03"	601	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 2001"	"2001/04"	491	Not Applicable	Not Applicable
	"Alabama"	"01"	"May, 2001"	"2001/05"	518	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jun., 2001"	"2001/06"	507	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jul., 2001"	"2001/07"	521	Not Applicable	Not Applicable
	"Alabama"	"01"	"Aug., 2001"	"2001/08"	502	Not Applicable	Not Applicable
	"Alabama"	"01"	"Sep., 2001"	"2001/09"	502	Not Applicable	Not Applicable
	"Alabama"	"01"	"Oct., 2001"	"2001/10"	502	Not Applicable	Not Applicable
	"Alabama"	"01"	"Nov., 2001"	"2001/11"	524	Not Applicable	Not Applicable
	"Alabama"	"01"	"Dec., 2001"	"2001/12"	563	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jan., 2002"	"2002/01"	658	Not Applicable	Not Applicable
	"Alabama"	"01"	"Feb., 2002"	"2002/02"	598	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2002"	"2002/03"	680	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 2002"	"2002/04"	491	Not Applicable	Not Applicable
	"Alabama"	"01"	"May, 2002"	"2002/05"	518	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jun., 2002"	"2002/06"	477	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jul., 2002"	"2002/07"	520	Not Applicable	Not Applicable
	"Alabama"	"01"	"Aug., 2002"	"2002/08"	500	Not Applicable	Not Applicable
	"Alabama"	"01"	"Sep., 2002"	"2002/09"	481	Not Applicable	Not Applicable
	"Alabama"	"01"	"Oct., 2002"	"2002/10"	559	Not Applicable	Not Applicable
	"Alabama"	"01"	"Nov., 2002"	"2002/11"	568	Not Applicable	Not Applicable
	"Alabama"	"01"	"Dec., 2002"	"2002/12"	642	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jan., 2003"	"2003/01"	605	Not Applicable	Not Applicable
	"Alabama"	"01"	"Feb., 2003"	"2003/02"	584	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2003"	"2003/03"	610	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 2003"	"2003/04"	565	Not Applicable	Not Applicable
	"Alabama"	"01"	"May, 2003"	"2003/05"	559	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jun., 2003"	"2003/06"	547	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jul., 2003"	"2003/07"	476	Not Applicable	Not Applicable
	"Alabama"	"01"	"Aug., 2003"	"2003/08"	555	Not Applicable	Not Applicable
	"Alabama"	"01"	"Sep., 2003"	"2003/09"	496	Not Applicable	Not Applicable
	"Alabama"	"01"	"Oct., 2003"	"2003/10"	534	Not Applicable	Not Applicable
	"Alabama"	"01"	"Nov., 2003"	"2003/11"	572	Not Applicable	Not Applicable
	"Alabama"	"01"	"Dec., 2003"	"2003/12"	751	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jan., 2004"	"2004/01"	669	Not Applicable	Not Applicable
	"Alabama"	"01"	"Feb., 2004"	"2004/02"	602	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2004"	"2004/03"	640	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 2004"	"2004/04"	537	Not Applicable	Not Applicable
	"Alabama"	"01"	"May, 2004"	"2004/05"	538	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jun., 2004"	"2004/06"	484	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jul., 2004"	"2004/07"	524	Not Applicable	Not Applicable
	"Alabama"	"01"	"Aug., 2004"	"2004/08"	505	Not Applicable	Not Applicable
	"Alabama"	"01"	"Sep., 2004"	"2004/09"	544	Not Applicable	Not Applicable
	"Alabama"	"01"	"Oct., 2004"	"2004/10"	550	Not Applicable	Not Applicable
	"Alabama"	"01"	"Nov., 2004"	"2004/11"	531	Not Applicable	Not Applicable
	"Alabama"	"01"	"Dec., 2004"	"2004/12"	600	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jan., 2005"	"2005/01"	607	Not Applicable	Not Applicable
	"Alabama"	"01"	"Feb., 2005"	"2005/02"	579	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2005"	"2005/03"	635	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 2005"	"2005/04"	556	Not Applicable	Not Applicable
	"Alabama"	"01"	"May, 2005"	"2005/05"	552	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jun., 2005"	"2005/06"	526	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jul., 2005"	"2005/07"	566	Not Applicable	Not Applicable
	"Alabama"	"01"	"Aug., 2005"	"2005/08"	509	Not Applicable	Not Applicable
	"Alabama"	"01"	"Sep., 2005"	"2005/09"	527	Not Applicable	Not Applicable
	"Alabama"	"01"	"Oct., 2005"	"2005/10"	549	Not Applicable	Not Applicable
	"Alabama"	"01"	"Nov., 2005"	"2005/11"	589	Not Applicable	Not Applicable
	"Alabama"	"01"	"Dec., 2005"	"2005/12"	655	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jan., 2006"	"2006/01"	611	Not Applicable	Not Applicable
	"Alabama"	"01"	"Feb., 2006"	"2006/02"	577	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2006"	"2006/03"	625	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 2006"	"2006/04"	532	Not Applicable	Not Applicable
	"Alabama"	"01"	"May, 2006"	"2006/05"	538	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jun., 2006"	"2006/06"	547	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jul., 2006"	"2006/07"	506	Not Applicable	Not Applicable
	"Alabama"	"01"	"Aug., 2006"	"2006/08"	483	Not Applicable	Not Applicable
	"Alabama"	"01"	"Sep., 2006"	"2006/09"	503	Not Applicable	Not Applicable
	"Alabama"	"01"	"Oct., 2006"	"2006/10"	563	Not Applicable	Not Applicable
	"Alabama"	"01"	"Nov., 2006"	"2006/11"	524	Not Applicable	Not Applicable
	"Alabama"	"01"	"Dec., 2006"	"2006/12"	634	Not Applicable	Not Applicable
