"Notes"	"Year"	"Year Code"	"Single-Year Ages"	"Single-Year Ages Code"	Deaths	Population	Crude Rate
	"1999"	"1999"	"< 1 year"	"0"	1077	130339	826.3
	"1999"	"1999"	"1 year"	"1"	70	132709	52.7
	"1999"	"1999"	"2 years"	"2"	60	134501	44.6
	"1999"	"1999"	"3 years"	"3"	39	134679	29.0
	"1999"	"1999"	"4 years"	"4"	32	139589	22.9
	"1999"	"1999"	"5 years"	"5"	25	143710	17.4
	"1999"	"1999"	"6 years"	"6"	23	145070	15.9
	"1999"	"1999"	"7 years"	"7"	26	150273	17.3
	"1999"	"1999"	"8 years"	"8"	25	153378	16.3
	"1999"	"1999"	"9 years"	"9"	26	160327	16.2
	"1999"	"1999"	"10 years"	"10"	21	153220	13.7
	"1999"	"1999"	"11 years"	"11"	32	145173	22.0
	"1999"	"1999"	"12 years"	"12"	23	146504	15.7
	"1999"	"1999"	"13 years"	"13"	26	145547	17.9
	"1999"	"1999"	"14 years"	"14"	34	146578	23.2
	"1999"	"1999"	"15 years"	"15"	66	142373	46.4
	"1999"	"1999"	"16 years"	"16"	77	143579	53.6
	"1999"	"1999"	"17 years"	"17"	89	144396	61.6
	"1999"	"1999"	"18 years"	"18"	106	143033	74.1
	"1999"	"1999"	"19 years"	"19"	109	146195	74.6
	"1999"	"1999"	"20 years"	"20"	117	137849	84.9
	"1999"	"1999"	"21 years"	"21"	137	132050	103.7
	"1999"	"1999"	"22 years"	"22"	129	126056	102.3
	"1999"	"1999"	"23 years"	"23"	131	120004	109.2
	"1999"	"1999"	"24 years"	"24"	114	122123	93.3
	"1999"	"1999"	"25 years"	"25"	116	123214	94.1
	"1999"	"1999"	"26 years"	"26"	118	124504	94.8
	"1999"	"1999"	"27 years"	"27"	133	133559	99.6
	"1999"	"1999"	"28 years"	"28"	126	142682	88.3
	"1999"	"1999"	"29 years"	"29"	172	144012	119.4
	"1999"	"1999"	"30 years"	"30"	136	142444	95.5
	"1999"	"1999"	"31 years"	"31"	157	136473	115.0
	"1999"	"1999"	"32 years"	"32"	175	140669	124.4
	"1999"	"1999"	"33 years"	"33"	175	140348	124.7
	"1999"	"1999"	"34 years"	"34"	183	149994	122.0
	"1999"	"1999"	"35 years"	"35"	214	158378	135.1
	"1999"	"1999"	"36 years"	"36"	241	158065	152.5
	"1999"	"1999"	"37 years"	"37"	260	159954	162.5
	"1999"	"1999"	"38 years"	"38"	283	157914	179.2
	"1999"	"1999"	"39 years"	"39"	301	163206	184.4
	"1999"	"1999"	"40 years"	"40"	343	166366	206.2
	"1999"	"1999"	"41 years"	"41"	369	162430	227.2
	"1999"	"1999"	"42 years"	"42"	384	165636	231.8
	"1999"	"1999"	"43 years"	"43"	452	157411	287.1
	"1999"	"1999"	"44 years"	"44"	473	155998	303.2
	"1999"	"1999"	"45 years"	"45"	482	155225	310.5
	"1999"	"1999"	"46 years"	"46"	546	146357	373.1
	"1999"	"1999"	"47 years"	"47"	547	144682	378.1
	"1999"	"1999"	"48 years"	"48"	545	136514	399.2
