"Notes"	"Year"	"Year Code"	"Single-Year Ages"	"Single-Year Ages Code"	Deaths	Population	Crude Rate
	"1999"	"1999"	"< 1 year"	"0"	42	6070	691.9
	"1999"	"1999"	"1 year"	"1"	Suppressed	6331	Suppressed
	"1999"	"1999"	"2 years"	"2"	Suppressed	6272	Suppressed
	"1999"	"1999"	"3 years"	"3"	Suppressed	6233	Suppressed
	"1999"	"1999"	"4 years"	"4"	0	6185	Unreliable
	"1999"	"1999"	"5 years"	"5"	Suppressed	6453	Suppressed
	"1999"	"1999"	"6 years"	"6"	Suppressed	6705	Suppressed
	"1999"	"1999"	"7 years"	"7"	Suppressed	6906	Suppressed
	"1999"	"1999"	"8 years"	"8"	Suppressed	7070	Suppressed
	"1999"	"1999"	"9 years"	"9"	Suppressed	7545	Suppressed
	"1999"	"1999"	"10 years"	"10"	Suppressed	7410	Suppressed
	"1999"	"1999"	"11 years"	"11"	Suppressed	7384	Suppressed
	"1999"	"1999"	"12 years"	"12"	Suppressed	7820	Suppressed
	"1999"	"1999"	"13 years"	"13"	Suppressed	8163	Suppressed
	"1999"	"1999"	"14 years"	"14"	Suppressed	8393	Suppressed
	"1999"	"1999"	"15 years"	"15"	Suppressed	8547	Suppressed
	"1999"	"1999"	"16 years"	"16"	11	8724	Unreliable
	"1999"	"1999"	"17 years"	"17"	Suppressed	8582	Suppressed
	"1999"	"1999"	"18 years"	"18"	10	8299	Unreliable
	"1999"	"1999"	"19 years"	"19"	15	8371	Unreliable
	"1999"	"1999"	"20 years"	"20"	Suppressed	7450	Suppressed
	"1999"	"1999"	"21 years"	"21"	Suppressed	6931	Suppressed
	"1999"	"1999"	"22 years"	"22"	Suppressed	6563	Suppressed
	"1999"	"1999"	"23 years"	"23"	Suppressed	6112	Suppressed
	"1999"	"1999"	"24 years"	"24"	Suppressed	6129	Suppressed
	"1999"	"1999"	"25 years"	"25"	Suppressed	5964	Suppressed
	"1999"	"1999"	"26 years"	"26"	Suppressed	5705	Suppressed
	"1999"	"1999"	"27 years"	"27"	Suppressed	5883	Suppressed
	"1999"	"1999"	"28 years"	"28"	Suppressed	6053	Suppressed
	"1999"	"1999"	"29 years"	"29"	Suppressed	6022	Suppressed
	"1999"	"1999"	"30 years"	"30"	Suppressed	5929	Suppressed
	"1999"	"1999"	"31 years"	"31"	Suppressed	5563	Suppressed
	"1999"	"1999"	"32 years"	"32"	Suppressed	5777	Suppressed
	"1999"	"1999"	"33 years"	"33"	11	5635	Unreliable
	"1999"	"1999"	"34 years"	"34"	Suppressed	6496	Suppressed
	"1999"	"1999"	"35 years"	"35"	Suppressed	6987	Suppressed
	"1999"	"1999"	"36 years"	"36"	12	7195	Unreliable
	"1999"	"1999"	"37 years"	"37"	14	7658	Unreliable
	"1999"	"1999"	"38 years"	"38"	Suppressed	7789	Suppressed
	"1999"	"1999"	"39 years"	"39"	23	8246	278.9
	"1999"	"1999"	"40 years"	"40"	24	8578	279.8
	"1999"	"1999"	"41 years"	"41"	16	8384	Unreliable
	"1999"	"1999"	"42 years"	"42"	12	8656	Unreliable
	"1999"	"1999"	"43 years"	"43"	26	8524	305.0
	"1999"	"1999"	"44 years"	"44"	16	8486	Unreliable
	"1999"	"1999"	"45 years"	"45"	24	8701	275.8
	"1999"	"1999"	"46 years"	"46"	21	8284	253.5
	"1999"	"1999"	"47 years"	"47"	25	8087	309.1
	"1999"	"1999"	"48 years"	"48"	21	7272	288.8
	"1999"	"1999"	"49 years"	"49"	30	7433	403.6
	"1999"	"1999"	"50 years"	"50"	25	7273	343.7
	"1999"	"1999"	"51 years"	"51"	33	6808	484.7
