"Notes"	"Year"	"Year Code"	"Single-Year Ages"	"Single-Year Ages Code"	Deaths	Population	Crude Rate
	"1999"	"1999"	"< 1 year"	"0"	154	20075	767.1
	"1999"	"1999"	"1 year"	"1"	Suppressed	19935	Suppressed
	"1999"	"1999"	"2 years"	"2"	Suppressed	20387	Suppressed
	"1999"	"1999"	"3 years"	"3"	Suppressed	20698	Suppressed
	"1999"	"1999"	"4 years"	"4"	Suppressed	21417	Suppressed
	"1999"	"1999"	"5 years"	"5"	Suppressed	21619	Suppressed
	"1999"	"1999"	"6 years"	"6"	Suppressed	21800	Suppressed
	"1999"	"1999"	"7 years"	"7"	Suppressed	22428	Suppressed
	"1999"	"1999"	"8 years"	"8"	Suppressed	22948	Suppressed
	"1999"	"1999"	"9 years"	"9"	Suppressed	23231	Suppressed
	"1999"	"1999"	"10 years"	"10"	Suppressed	23182	Suppressed
	"1999"	"1999"	"11 years"	"11"	Suppressed	22781	Suppressed
	"1999"	"1999"	"12 years"	"12"	Suppressed	23191	Suppressed
	"1999"	"1999"	"13 years"	"13"	Suppressed	23744	Suppressed
	"1999"	"1999"	"14 years"	"14"	13	24101	Unreliable
	"1999"	"1999"	"15 years"	"15"	10	24058	Unreliable
	"1999"	"1999"	"16 years"	"16"	20	25101	79.7
	"1999"	"1999"	"17 years"	"17"	25	26089	95.8
	"1999"	"1999"	"18 years"	"18"	29	26110	111.1
	"1999"	"1999"	"19 years"	"19"	28	27944	100.2
	"1999"	"1999"	"20 years"	"20"	29	26990	107.4
	"1999"	"1999"	"21 years"	"21"	24	25567	93.9
	"1999"	"1999"	"22 years"	"22"	27	24425	110.5
	"1999"	"1999"	"23 years"	"23"	27	22563	119.7
	"1999"	"1999"	"24 years"	"24"	17	22150	Unreliable
	"1999"	"1999"	"25 years"	"25"	18	22055	Unreliable
	"1999"	"1999"	"26 years"	"26"	22	21905	100.4
	"1999"	"1999"	"27 years"	"27"	22	24067	91.4
	"1999"	"1999"	"28 years"	"28"	35	24265	144.2
	"1999"	"1999"	"29 years"	"29"	32	23266	137.5
	"1999"	"1999"	"30 years"	"30"	32	22552	141.9
	"1999"	"1999"	"31 years"	"31"	18	21814	Unreliable
	"1999"	"1999"	"32 years"	"32"	28	22303	125.5
	"1999"	"1999"	"33 years"	"33"	31	22462	138.0
	"1999"	"1999"	"34 years"	"34"	40	24680	162.1
	"1999"	"1999"	"35 years"	"35"	52	25945	200.4
	"1999"	"1999"	"36 years"	"36"	38	25748	147.6
	"1999"	"1999"	"37 years"	"37"	51	26246	194.3
	"1999"	"1999"	"38 years"	"38"	55	26129	210.5
	"1999"	"1999"	"39 years"	"39"	60	27824	215.6
	"1999"	"1999"	"40 years"	"40"	72	28808	249.9
	"1999"	"1999"	"41 years"	"41"	75	28735	261.0
	"1999"	"1999"	"42 years"	"42"	72	29646	242.9
	"1999"	"1999"	"43 years"	"43"	92	28088	327.5
	"1999"	"1999"	"44 years"	"44"	95	28489	333.5
	"1999"	"1999"	"45 years"	"45"	80	29169	274.3
	"1999"	"1999"	"46 years"	"46"	83	28118	295.2
	"1999"	"1999"	"47 years"	"47"	104	28530	364.5
	"1999"	"1999"	"48 years"	"48"	110	26847	409.7
	"1999"	"1999"	"49 years"	"49"	109	27798	392.1
	"1999"	"1999"	"50 years"	"50"	134	27948	479.5
	"1999"	"1999"	"51 years"	"51"	144	27158	530.2
	"1999"	"1999"	"52 years"	"52"	161	28372	567.5
	"1999"	"1999"	"53 years"	"53"	124	20014	619.6
	"1999"	"1999"	"54 years"	"54"	137	20530	667.3
	"1999"	"1999"	"55 years"	"55"	149	20567	724.5
	"1999"	"1999"	"56 years"	"56"	187	21264	879.4
	"1999"	"1999"	"57 years"	"57"	161	19300	834.2
	"1999"	"1999"	"58 years"	"58"	190	18217	1043.0
	"1999"	"1999"	"59 years"	"59"	206	17795	1157.6
	"1999"	"1999"	"60 years"	"60"	232	18006	1288.5
	"1999"	"1999"	"61 years"	"61"	238	17859	1332.7
	"1999"	"1999"	"62 years"	"62"	266	16744	1588.6
