"Notes"	"Year"	"Year Code"	"Single-Year Ages"	"Single-Year Ages Code"	Deaths	Population	Crude Rate
	"1999"	"1999"	"< 1 year"	"0"	1452	187719	773.5
	"1999"	"1999"	"1 year"	"1"	139	186085	74.7
	"1999"	"1999"	"2 years"	"2"	89	185961	47.9
	"1999"	"1999"	"3 years"	"3"	52	188623	27.6
	"1999"	"1999"	"4 years"	"4"	49	193385	25.3
	"1999"	"1999"	"5 years"	"5"	44	198497	22.2
	"1999"	"1999"	"6 years"	"6"	51	202958	25.1
	"1999"	"1999"	"7 years"	"7"	35	208930	16.8
	"1999"	"1999"	"8 years"	"8"	28	210955	13.3
	"1999"	"1999"	"9 years"	"9"	28	215763	13.0
	"1999"	"1999"	"10 years"	"10"	36	212432	16.9
	"1999"	"1999"	"11 years"	"11"	35	207521	16.9
	"1999"	"1999"	"12 years"	"12"	46	204789	22.5
	"1999"	"1999"	"13 years"	"13"	47	203362	23.1
	"1999"	"1999"	"14 years"	"14"	48	204035	23.5
	"1999"	"1999"	"15 years"	"15"	80	199791	40.0
	"1999"	"1999"	"16 years"	"16"	107	201907	53.0
	"1999"	"1999"	"17 years"	"17"	138	198998	69.3
	"1999"	"1999"	"18 years"	"18"	181	194976	92.8
	"1999"	"1999"	"19 years"	"19"	168	196593	85.5
	"1999"	"1999"	"20 years"	"20"	184	190265	96.7
	"1999"	"1999"	"21 years"	"21"	185	180687	102.4
	"1999"	"1999"	"22 years"	"22"	177	179534	98.6
	"1999"	"1999"	"23 years"	"23"	207	175929	117.7
	"1999"	"1999"	"24 years"	"24"	156	181048	86.2
	"1999"	"1999"	"25 years"	"25"	205	183599	111.7
	"1999"	"1999"	"26 years"	"26"	196	184786	106.1
	"1999"	"1999"	"27 years"	"27"	224	199637	112.2
	"1999"	"1999"	"28 years"	"28"	233	212165	109.8
	"1999"	"1999"	"29 years"	"29"	230	214146	107.4
	"1999"	"1999"	"30 years"	"30"	262	216569	121.0
	"1999"	"1999"	"31 years"	"31"	253	204106	124.0
	"1999"	"1999"	"32 years"	"32"	281	216719	129.7
	"1999"	"1999"	"33 years"	"33"	300	221748	135.3
