"Notes"	"Year"	"Year Code"	"Single-Year Ages"	"Single-Year Ages Code"	Deaths	Population	Crude Rate
	"1999"	"1999"	"< 1 year"	"0"	265	42660	621.2
	"1999"	"1999"	"1 year"	"1"	11	44047	Unreliable
	"1999"	"1999"	"2 years"	"2"	Suppressed	43691	Suppressed
	"1999"	"1999"	"3 years"	"3"	Suppressed	45729	Suppressed
	"1999"	"1999"	"4 years"	"4"	Suppressed	46690	Suppressed
	"1999"	"1999"	"5 years"	"5"	Suppressed	46916	Suppressed
	"1999"	"1999"	"6 years"	"6"	Suppressed	48327	Suppressed
	"1999"	"1999"	"7 years"	"7"	11	49279	Unreliable
	"1999"	"1999"	"8 years"	"8"	Suppressed	49349	Suppressed
	"1999"	"1999"	"9 years"	"9"	Suppressed	51514	Suppressed
	"1999"	"1999"	"10 years"	"10"	Suppressed	50158	Suppressed
	"1999"	"1999"	"11 years"	"11"	Suppressed	47868	Suppressed
	"1999"	"1999"	"12 years"	"12"	11	46767	Unreliable
	"1999"	"1999"	"13 years"	"13"	Suppressed	45784	Suppressed
	"1999"	"1999"	"14 years"	"14"	Suppressed	45476	Suppressed
	"1999"	"1999"	"15 years"	"15"	11	43331	Unreliable
	"1999"	"1999"	"16 years"	"16"	15	43709	Unreliable
	"1999"	"1999"	"17 years"	"17"	21	43359	48.4
	"1999"	"1999"	"18 years"	"18"	28	41354	67.7
	"1999"	"1999"	"19 years"	"19"	20	41409	48.3
	"1999"	"1999"	"20 years"	"20"	25	39789	62.8
	"1999"	"1999"	"21 years"	"21"	37	38032	97.3
	"1999"	"1999"	"22 years"	"22"	31	36598	84.7
	"1999"	"1999"	"23 years"	"23"	33	35334	93.4
	"1999"	"1999"	"24 years"	"24"	33	36141	91.3
	"1999"	"1999"	"25 years"	"25"	29	36658	79.1
	"1999"	"1999"	"26 years"	"26"	29	37058	78.3
	"1999"	"1999"	"27 years"	"27"	31	41143	75.3
	"1999"	"1999"	"28 years"	"28"	34	45731	74.3
	"1999"	"1999"	"29 years"	"29"	33	47342	69.7
	"1999"	"1999"	"30 years"	"30"	36	49167	73.2
	"1999"	"1999"	"31 years"	"31"	35	47017	74.4
	"1999"	"1999"	"32 years"	"32"	46	50112	91.8
	"1999"	"1999"	"33 years"	"33"	55	51740	106.3
	"1999"	"1999"	"34 years"	"34"	63	56468	111.6
	"1999"	"1999"	"35 years"	"35"	68	58928	115.4
	"1999"	"1999"	"36 years"	"36"	65	57735	112.6
	"1999"	"1999"	"37 years"	"37"	95	57906	164.1
	"1999"	"1999"	"38 years"	"38"	79	58612	134.8
