"Notes"	"Year"	"Year Code"	"Single-Year Ages"	"Single-Year Ages Code"	Deaths	Population	Crude Rate
	"1999"	"1999"	"< 1 year"	"0"	686	83904	817.6
	"1999"	"1999"	"1 year"	"1"	62	83940	73.9
	"1999"	"1999"	"2 years"	"2"	34	83648	40.6
	"1999"	"1999"	"3 years"	"3"	24	83226	28.8
	"1999"	"1999"	"4 years"	"4"	22	86187	25.5
	"1999"	"1999"	"5 years"	"5"	26	85689	30.3
	"1999"	"1999"	"6 years"	"6"	14	87138	Unreliable
	"1999"	"1999"	"7 years"	"7"	14	88401	Unreliable
	"1999"	"1999"	"8 years"	"8"	11	88525	Unreliable
	"1999"	"1999"	"9 years"	"9"	24	90662	26.5
	"1999"	"1999"	"10 years"	"10"	14	89897	Unreliable
	"1999"	"1999"	"11 years"	"11"	15	86812	Unreliable
	"1999"	"1999"	"12 years"	"12"	27	86977	31.0
	"1999"	"1999"	"13 years"	"13"	19	87291	Unreliable
	"1999"	"1999"	"14 years"	"14"	26	88102	29.5
	"1999"	"1999"	"15 years"	"15"	32	86831	36.9
	"1999"	"1999"	"16 years"	"16"	52	88755	58.6
	"1999"	"1999"	"17 years"	"17"	78	90095	86.6
	"1999"	"1999"	"18 years"	"18"	84	91472	91.8
	"1999"	"1999"	"19 years"	"19"	93	97998	94.9
	"1999"	"1999"	"20 years"	"20"	62	93237	66.5
	"1999"	"1999"	"21 years"	"21"	84	88235	95.2
	"1999"	"1999"	"22 years"	"22"	67	83620	80.1
	"1999"	"1999"	"23 years"	"23"	72	77840	92.5
	"1999"	"1999"	"24 years"	"24"	84	77663	108.2
	"1999"	"1999"	"25 years"	"25"	74	77613	95.3
	"1999"	"1999"	"26 years"	"26"	72	77777	92.6
	"1999"	"1999"	"27 years"	"27"	81	85715	94.5
	"1999"	"1999"	"28 years"	"28"	87	88830	97.9
	"1999"	"1999"	"29 years"	"29"	93	87450	106.3
	"1999"	"1999"	"30 years"	"30"	79	84800	93.2
	"1999"	"1999"	"31 years"	"31"	94	79348	118.5
	"1999"	"1999"	"32 years"	"32"	99	81392	121.6
	"1999"	"1999"	"33 years"	"33"	110	83207	132.2
	"1999"	"1999"	"34 years"	"34"	116	90811	127.7
	"1999"	"1999"	"35 years"	"35"	121	96601	125.3
	"1999"	"1999"	"36 years"	"36"	147	95591	153.8
	"1999"	"1999"	"37 years"	"37"	137	96680	141.7
	"1999"	"1999"	"38 years"	"38"	190	95073	199.8
	"1999"	"1999"	"39 years"	"39"	147	98889	148.7
	"1999"	"1999"	"40 years"	"40"	209	99810	209.4
	"1999"	"1999"	"41 years"	"41"	183	96483	189.7
	"1999"	"1999"	"42 years"	"42"	197	98372	200.3
	"1999"	"1999"	"43 years"	"43"	211	92062	229.2
	"1999"	"1999"	"44 years"	"44"	232	92706	250.3
	"1999"	"1999"	"45 years"	"45"	252	93055	270.8
	"1999"	"1999"	"46 years"	"46"	266	87855	302.8
	"1999"	"1999"	"47 years"	"47"	281	86301	325.6
	"1999"	"1999"	"48 years"	"48"	297	80206	370.3
	"1999"	"1999"	"49 years"	"49"	356	81887	434.7
	"1999"	"1999"	"50 years"	"50"	346	82043	421.7
	"1999"	"1999"	"51 years"	"51"	367	78982	464.7
	"1999"	"1999"	"52 years"	"52"	451	84023	536.8
	"1999"	"1999"	"53 years"	"53"	380	59453	639.2
	"1999"	"1999"	"54 years"	"54"	390	61936	629.7
	"1999"	"1999"	"55 years"	"55"	427	62811	679.8
	"1999"	"1999"	"56 years"	"56"	477	64031	745.0
	"1999"	"1999"	"57 years"	"57"	465	57037	815.3
	"1999"	"1999"	"58 years"	"58"	476	53116	896.2
	"1999"	"1999"	"59 years"	"59"	519	51466	1008.4
	"1999"	"1999"	"60 years"	"60"	571	51262	1113.9
	"1999"	"1999"	"61 years"	"61"	593	48616	1219.8
	"1999"	"1999"	"62 years"	"62"	610	45482	1341.2
	"1999"	"1999"	"63 years"	"63"	684	44170	1548.6
	"1999"	"1999"	"64 years"	"64"	724	44971	1609.9
	"1999"	"1999"	"65 years"	"65"	730	40974	1781.6
	"1999"	"1999"	"66 years"	"66"	797	40391	1973.2
	"1999"	"1999"	"67 years"	"67"	936	41284	2267.2
	"1999"	"1999"	"68 years"	"68"	1020	40965	2489.9
	"1999"	"1999"	"69 years"	"69"	1012	40846	2477.6
	"1999"	"1999"	"70 years"	"70"	1077	40368	2668.0
	"1999"	"1999"	"71 years"	"71"	1229	39917	3078.9
	"1999"	"1999"	"72 years"	"72"	1285	38142	3369.0
	"1999"	"1999"	"73 years"	"73"	1418	37314	3800.2
	"1999"	"1999"	"74 years"	"74"	1405	36879	3809.8
	"1999"	"1999"	"75 years"	"75"	1477	35316	4182.2
	"1999"	"1999"	"76 years"	"76"	1513	33351	4536.6
