"Notes"	"Year"	"Year Code"	"Single-Year Ages"	"Single-Year Ages Code"	Deaths	Population	Crude Rate
	"1999"	"1999"	"< 1 year"	"0"	134	19493	687.4
	"1999"	"1999"	"1 year"	"1"	12	19381	Unreliable
	"1999"	"1999"	"2 years"	"2"	Suppressed	18859	Suppressed
	"1999"	"1999"	"3 years"	"3"	Suppressed	19267	Suppressed
	"1999"	"1999"	"4 years"	"4"	Suppressed	19186	Suppressed
	"1999"	"1999"	"5 years"	"5"	Suppressed	19113	Suppressed
	"1999"	"1999"	"6 years"	"6"	Suppressed	19755	Suppressed
	"1999"	"1999"	"7 years"	"7"	Suppressed	20089	Suppressed
	"1999"	"1999"	"8 years"	"8"	Suppressed	19894	Suppressed
	"1999"	"1999"	"9 years"	"9"	Suppressed	20878	Suppressed
	"1999"	"1999"	"10 years"	"10"	Suppressed	20770	Suppressed
	"1999"	"1999"	"11 years"	"11"	Suppressed	20325	Suppressed
	"1999"	"1999"	"12 years"	"12"	Suppressed	20624	Suppressed
	"1999"	"1999"	"13 years"	"13"	Suppressed	20880	Suppressed
	"1999"	"1999"	"14 years"	"14"	Suppressed	21380	Suppressed
	"1999"	"1999"	"15 years"	"15"	19	21819	Unreliable
	"1999"	"1999"	"16 years"	"16"	15	22495	Unreliable
	"1999"	"1999"	"17 years"	"17"	19	22481	Unreliable
	"1999"	"1999"	"18 years"	"18"	26	22666	114.7
	"1999"	"1999"	"19 years"	"19"	17	22126	Unreliable
	"1999"	"1999"	"20 years"	"20"	24	19576	122.6
	"1999"	"1999"	"21 years"	"21"	17	19031	Unreliable
	"1999"	"1999"	"22 years"	"22"	11	18891	Unreliable
	"1999"	"1999"	"23 years"	"23"	11	17821	Unreliable
	"1999"	"1999"	"24 years"	"24"	17	17118	Unreliable
	"1999"	"1999"	"25 years"	"25"	15	16363	Unreliable
	"1999"	"1999"	"26 years"	"26"	13	16112	Unreliable
	"1999"	"1999"	"27 years"	"27"	14	16797	Unreliable
	"1999"	"1999"	"28 years"	"28"	12	16998	Unreliable
	"1999"	"1999"	"29 years"	"29"	16	16570	Unreliable
	"1999"	"1999"	"30 years"	"30"	17	16589	Unreliable
	"1999"	"1999"	"31 years"	"31"	18	16202	Unreliable
	"1999"	"1999"	"32 years"	"32"	16	15951	Unreliable
	"1999"	"1999"	"33 years"	"33"	18	16068	Unreliable
	"1999"	"1999"	"34 years"	"34"	18	17185	Unreliable
	"1999"	"1999"	"35 years"	"35"	29	18468	157.0
	"1999"	"1999"	"36 years"	"36"	35	18603	188.1
	"1999"	"1999"	"37 years"	"37"	20	19766	101.2
	"1999"	"1999"	"38 years"	"38"	33	19306	170.9
	"1999"	"1999"	"39 years"	"39"	28	19815	141.3
	"1999"	"1999"	"40 years"	"40"	30	20295	147.8
	"1999"	"1999"	"41 years"	"41"	37	19310	191.6
	"1999"	"1999"	"42 years"	"42"	29	19853	146.1
	"1999"	"1999"	"43 years"	"43"	39	19099	204.2
	"1999"	"1999"	"44 years"	"44"	28	18981	147.5
	"1999"	"1999"	"45 years"	"45"	31	19643	157.8
	"1999"	"1999"	"46 years"	"46"	47	18464	254.5
	"1999"	"1999"	"47 years"	"47"	47	18156	258.9
	"1999"	"1999"	"48 years"	"48"	54	16866	320.2
	"1999"	"1999"	"49 years"	"49"	54	16954	318.5
	"1999"	"1999"	"50 years"	"50"	56	16797	333.4
	"1999"	"1999"	"51 years"	"51"	70	15952	438.8
	"1999"	"1999"	"52 years"	"52"	64	17030	375.8
	"1999"	"1999"	"53 years"	"53"	62	11824	524.4
	"1999"	"1999"	"54 years"	"54"	58	12927	448.7
	"1999"	"1999"	"55 years"	"55"	70	13083	535.0
	"1999"	"1999"	"56 years"	"56"	84	12952	648.5
	"1999"	"1999"	"57 years"	"57"	63	11072	569.0
	"1999"	"1999"	"58 years"	"58"	80	10554	758.0
	"1999"	"1999"	"59 years"	"59"	84	10447	804.1
	"1999"	"1999"	"60 years"	"60"	85	10234	830.6
