"Notes"	"Month"	"Month Code"	"Single-Year Ages"	"Single-Year Ages Code"	Deaths	Population	Crude Rate
	"Jan., 2013"	"2013/01"	"< 1 year"	"0"	1892	Not Applicable	Not Applicable
	"Jan., 2013"	"2013/01"	"1 year"	"1"	125	Not Applicable	Not Applicable
	"Jan., 2013"	"2013/01"	"2 years"	"2"	81	Not Applicable	Not Applicable
	"Jan., 2013"	"2013/01"	"3 years"	"3"	61	Not Applicable	Not Applicable
	"Jan., 2013"	"2013/01"	"4 years"	"4"	52	Not Applicable	Not Applicable
	"Jan., 2013"	"2013/01"	"5 years"	"5"	57	Not Applicable	Not Applicable
	"Jan., 2013"	"2013/01"	"6 years"	"6"	46	Not Applicable	Not Applicable
	"Jan., 2013"	"2013/01"	"7 years"	"7"	38	Not Applicable	Not Applicable
	"Jan., 2013"	"2013/01"	"8 years"	"8"	43	Not Applicable	Not Applicable
	"Jan., 2013"	"2013/01"	"9 years"	"9"	41	Not Applicable	Not Applicable
	"Jan., 2013"	"2013/01"	"10 years"	"10"	31	Not Applicable	Not Applicable
	"Jan., 2013"	"2013/01"	"11 years"	"11"	29	Not Applicable	Not Applicable
	"Jan., 2013"	"2013/01"	"12 years"	"12"	45	Not Applicable	Not Applicable
	"Jan., 2013"	"2013/01"	"13 years"	"13"	49	Not Applicable	Not Applicable
	"Jan., 2013"	"2013/01"	"14 years"	"14"	63	Not Applicable	Not Applicable
	"Jan., 2013"	"2013/01"	"15 years"	"15"	77	Not Applicable	Not Applicable
	"Jan., 2013"	"2013/01"	"16 years"	"16"	115	Not Applicable	Not Applicable
	"Jan., 2013"	"2013/01"	"17 years"	"17"	160	Not Applicable	Not Applicable
	"Jan., 2013"	"2013/01"	"18 years"	"18"	185	Not Applicable	Not Applicable
	"Jan., 2013"	"2013/01"	"19 years"	"19"	228	Not Applicable	Not Applicable
	"Jan., 2013"	"2013/01"	"20 years"	"20"	267	Not Applicable	Not Applicable
	"Jan., 2013"	"2013/01"	"21 years"	"21"	321	Not Applicable	Not Applicable
	"Jan., 2013"	"2013/01"	"22 years"	"22"	308	Not Applicable	Not Applicable
	"Jan., 2013"	"2013/01"	"23 years"	"23"	324	Not Applicable	Not Applicable
	"Jan., 2013"	"2013/01"	"24 years"	"24"	335	Not Applicable	Not Applicable
	"Jan., 2013"	"2013/01"	"25 years"	"25"	309	Not Applicable	Not Applicable
	"Jan., 2013"	"2013/01"	"26 years"	"26"	310	Not Applicable	Not Applicable
	"Jan., 2013"	"2013/01"	"27 years"	"27"	363	Not Applicable	Not Applicable
	"Jan., 2013"	"2013/01"	"28 years"	"28"	322	Not Applicable	Not Applicable
	"Jan., 2013"	"2013/01"	"29 years"	"29"	352	Not Applicable	Not Applicable
	"Jan., 2013"	"2013/01"	"30 years"	"30"	372	Not Applicable	Not Applicable
	"Jan., 2013"	"2013/01"	"31 years"	"31"	348	Not Applicable	Not Applicable
	"Jan., 2013"	"2013/01"	"32 years"	"32"	386	Not Applicable	Not Applicable
	"Jan., 2013"	"2013/01"	"33 years"	"33"	400	Not Applicable	Not Applicable
	"Jan., 2013"	"2013/01"	"34 years"	"34"	423	Not Applicable	Not Applicable
	"Jan., 2013"	"2013/01"	"35 years"	"35"	435	Not Applicable	Not Applicable
	"Jan., 2013"	"2013/01"	"36 years"	"36"	397	Not Applicable	Not Applicable
	"Jan., 2013"	"2013/01"	"37 years"	"37"	425	Not Applicable	Not Applicable
	"Jan., 2013"	"2013/01"	"38 years"	"38"	474	Not Applicable	Not Applicable
	"Jan., 2013"	"2013/01"	"39 years"	"39"	502	Not Applicable	Not Applicable
	"Jan., 2013"	"2013/01"	"40 years"	"40"	587	Not Applicable	Not Applicable
	"Jan., 2013"	"2013/01"	"41 years"	"41"	658	Not Applicable	Not Applicable
	"Jan., 2013"	"2013/01"	"42 years"	"42"	766	Not Applicable	Not Applicable
	"Jan., 2013"	"2013/01"	"43 years"	"43"	799	Not Applicable	Not Applicable
	"Jan., 2013"	"2013/01"	"44 years"	"44"	837	Not Applicable	Not Applicable
	"Jan., 2013"	"2013/01"	"45 years"	"45"	889	Not Applicable	Not Applicable
	"Jan., 2013"	"2013/01"	"46 years"	"46"	1046	Not Applicable	Not Applicable
	"Jan., 2013"	"2013/01"	"47 years"	"47"	1162	Not Applicable	Not Applicable
	"Jan., 2013"	"2013/01"	"48 years"	"48"	1336	Not Applicable	Not Applicable
	"Jan., 2013"	"2013/01"	"49 years"	"49"	1563	Not Applicable	Not Applicable
	"Jan., 2013"	"2013/01"	"50 years"	"50"	1673	Not Applicable	Not Applicable
	"Jan., 2013"	"2013/01"	"51 years"	"51"	1774	Not Applicable	Not Applicable
