"Notes"	"Month"	"Month Code"	"State"	"State Code"	Deaths	Population	Crude Rate
	"Jan., 2009"	"2009/01"	"Alabama"	"01"	4205	Not Applicable	Not Applicable
	"Jan., 2009"	"2009/01"	"Alaska"	"02"	316	Not Applicable	Not Applicable
	"Jan., 2009"	"2009/01"	"Arizona"	"04"	4037	Not Applicable	Not Applicable
	"Jan., 2009"	"2009/01"	"Arkansas"	"05"	2568	Not Applicable	Not Applicable
	"Jan., 2009"	"2009/01"	"California"	"06"	21130	Not Applicable	Not Applicable
	"Jan., 2009"	"2009/01"	"Colorado"	"08"	2759	Not Applicable	Not Applicable
	"Jan., 2009"	"2009/01"	"Connecticut"	"09"	2738	Not Applicable	Not Applicable
	"Jan., 2009"	"2009/01"	"Delaware"	"10"	699	Not Applicable	Not Applicable
	"Jan., 2009"	"2009/01"	"District of Columbia"	"11"	432	Not Applicable	Not Applicable
	"Jan., 2009"	"2009/01"	"Florida"	"12"	15147	Not Applicable	Not Applicable
	"Jan., 2009"	"2009/01"	"Georgia"	"13"	6348	Not Applicable	Not Applicable
	"Jan., 2009"	"2009/01"	"Hawaii"	"15"	859	Not Applicable	Not Applicable
	"Jan., 2009"	"2009/01"	"Idaho"	"16"	913	Not Applicable	Not Applicable
	"Jan., 2009"	"2009/01"	"Illinois"	"17"	9089	Not Applicable	Not Applicable
	"Jan., 2009"	"2009/01"	"Indiana"	"18"	5054	Not Applicable	Not Applicable
	"Jan., 2009"	"2009/01"	"Iowa"	"19"	2581	Not Applicable	Not Applicable
	"Jan., 2009"	"2009/01"	"Kansas"	"20"	2267	Not Applicable	Not Applicable
	"Jan., 2009"	"2009/01"	"Kentucky"	"21"	3785	Not Applicable	Not Applicable
	"Jan., 2009"	"2009/01"	"Louisiana"	"22"	3664	Not Applicable	Not Applicable
	"Jan., 2009"	"2009/01"	"Maine"	"23"	1166	Not Applicable	Not Applicable
	"Jan., 2009"	"2009/01"	"Maryland"	"24"	4105	Not Applicable	Not Applicable
	"Jan., 2009"	"2009/01"	"Massachusetts"	"25"	4759	Not Applicable	Not Applicable
	"Jan., 2009"	"2009/01"	"Michigan"	"26"	8044	Not Applicable	Not Applicable
	"Jan., 2009"	"2009/01"	"Minnesota"	"27"	3490	Not Applicable	Not Applicable
	"Jan., 2009"	"2009/01"	"Mississippi"	"28"	2527	Not Applicable	Not Applicable
	"Jan., 2009"	"2009/01"	"Missouri"	"29"	5017	Not Applicable	Not Applicable
	"Jan., 2009"	"2009/01"	"Montana"	"30"	788	Not Applicable	Not Applicable
	"Jan., 2009"	"2009/01"	"Nebraska"	"31"	1395	Not Applicable	Not Applicable
	"Jan., 2009"	"2009/01"	"Nevada"	"32"	1717	Not Applicable	Not Applicable
	"Jan., 2009"	"2009/01"	"New Hampshire"	"33"	990	Not Applicable	Not Applicable
	"Jan., 2009"	"2009/01"	"New Jersey"	"34"	6345	Not Applicable	Not Applicable
	"Jan., 2009"	"2009/01"	"New Mexico"	"35"	1424	Not Applicable	Not Applicable
