"Notes"	"Month"	"Month Code"	"State"	"State Code"	Deaths	Population	Crude Rate
	"Jan., 2013"	"2013/01"	"Alabama"	"01"	4978	Not Applicable	Not Applicable
	"Jan., 2013"	"2013/01"	"Alaska"	"02"	362	Not Applicable	Not Applicable
	"Jan., 2013"	"2013/01"	"Arizona"	"04"	5136	Not Applicable	Not Applicable
	"Jan., 2013"	"2013/01"	"Arkansas"	"05"	3195	Not Applicable	Not Applicable
	"Jan., 2013"	"2013/01"	"California"	"06"	24923	Not Applicable	Not Applicable
	"Jan., 2013"	"2013/01"	"Colorado"	"08"	3363	Not Applicable	Not Applicable
	"Jan., 2013"	"2013/01"	"Connecticut"	"09"	3109	Not Applicable	Not Applicable
	"Jan., 2013"	"2013/01"	"Delaware"	"10"	773	Not Applicable	Not Applicable
	"Jan., 2013"	"2013/01"	"District of Columbia"	"11"	474	Not Applicable	Not Applicable
	"Jan., 2013"	"2013/01"	"Florida"	"12"	16914	Not Applicable	Not Applicable
	"Jan., 2013"	"2013/01"	"Georgia"	"13"	7134	Not Applicable	Not Applicable
	"Jan., 2013"	"2013/01"	"Hawaii"	"15"	914	Not Applicable	Not Applicable
	"Jan., 2013"	"2013/01"	"Idaho"	"16"	1170	Not Applicable	Not Applicable
	"Jan., 2013"	"2013/01"	"Illinois"	"17"	10690	Not Applicable	Not Applicable
	"Jan., 2013"	"2013/01"	"Indiana"	"18"	6270	Not Applicable	Not Applicable
	"Jan., 2013"	"2013/01"	"Iowa"	"19"	3080	Not Applicable	Not Applicable
	"Jan., 2013"	"2013/01"	"Kansas"	"20"	2727	Not Applicable	Not Applicable
	"Jan., 2013"	"2013/01"	"Kentucky"	"21"	4235	Not Applicable	Not Applicable
	"Jan., 2013"	"2013/01"	"Louisiana"	"22"	4215	Not Applicable	Not Applicable
	"Jan., 2013"	"2013/01"	"Maine"	"23"	1460	Not Applicable	Not Applicable
	"Jan., 2013"	"2013/01"	"Maryland"	"24"	4713	Not Applicable	Not Applicable
	"Jan., 2013"	"2013/01"	"Massachusetts"	"25"	5845	Not Applicable	Not Applicable
	"Jan., 2013"	"2013/01"	"Michigan"	"26"	9243	Not Applicable	Not Applicable
	"Jan., 2013"	"2013/01"	"Minnesota"	"27"	4149	Not Applicable	Not Applicable
	"Jan., 2013"	"2013/01"	"Mississippi"	"28"	2947	Not Applicable	Not Applicable
	"Jan., 2013"	"2013/01"	"Missouri"	"29"	5762	Not Applicable	Not Applicable
	"Jan., 2013"	"2013/01"	"Montana"	"30"	923	Not Applicable	Not Applicable
	"Jan., 2013"	"2013/01"	"Nebraska"	"31"	1631	Not Applicable	Not Applicable
	"Jan., 2013"	"2013/01"	"Nevada"	"32"	1984	Not Applicable	Not Applicable
	"Jan., 2013"	"2013/01"	"New Hampshire"	"33"	1111	Not Applicable	Not Applicable
	"Jan., 2013"	"2013/01"	"New Jersey"	"34"	7549	Not Applicable	Not Applicable
	"Jan., 2013"	"2013/01"	"New Mexico"	"35"	1662	Not Applicable	Not Applicable
	"Jan., 2013"	"2013/01"	"New York"	"36"	15652	Not Applicable	Not Applicable
	"Jan., 2013"	"2013/01"	"North Carolina"	"37"	8225	Not Applicable	Not Applicable
	"Jan., 2013"	"2013/01"	"North Dakota"	"38"	647	Not Applicable	Not Applicable
	"Jan., 2013"	"2013/01"	"Ohio"	"39"	11694	Not Applicable	Not Applicable
	"Jan., 2013"	"2013/01"	"Oklahoma"	"40"	3980	Not Applicable	Not Applicable
	"Jan., 2013"	"2013/01"	"Oregon"	"41"	3256	Not Applicable	Not Applicable
	"Jan., 2013"	"2013/01"	"Pennsylvania"	"42"	13457	Not Applicable	Not Applicable
	"Jan., 2013"	"2013/01"	"Rhode Island"	"44"	986	Not Applicable	Not Applicable
	"Jan., 2013"	"2013/01"	"South Carolina"	"45"	4185	Not Applicable	Not Applicable
	"Jan., 2013"	"2013/01"	"South Dakota"	"46"	738	Not Applicable	Not Applicable
	"Jan., 2013"	"2013/01"	"Tennessee"	"47"	6207	Not Applicable	Not Applicable
	"Jan., 2013"	"2013/01"	"Texas"	"48"	18251	Not Applicable	Not Applicable
	"Jan., 2013"	"2013/01"	"Utah"	"49"	1591	Not Applicable	Not Applicable
	"Jan., 2013"	"2013/01"	"Vermont"	"50"	556	Not Applicable	Not Applicable
	"Jan., 2013"	"2013/01"	"Virginia"	"51"	6305	Not Applicable	Not Applicable
	"Jan., 2013"	"2013/01"	"Washington"	"53"	5011	Not Applicable	Not Applicable
	"Jan., 2013"	"2013/01"	"West Virginia"	"54"	2140	Not Applicable	Not Applicable
	"Jan., 2013"	"2013/01"	"Wisconsin"	"55"	5131	Not Applicable	Not Applicable
	"Jan., 2013"	"2013/01"	"Wyoming"	"56"	436	Not Applicable	Not Applicable
"Total"	"Jan., 2013"	"2013/01"			261089	Not Applicable	Not Applicable
	"Feb., 2013"	"2013/02"	"Alabama"	"01"	4147	Not Applicable	Not Applicable
	"Feb., 2013"	"2013/02"	"Alaska"	"02"	309	Not Applicable	Not Applicable
	"Feb., 2013"	"2013/02"	"Arizona"	"04"	4444	Not Applicable	Not Applicable
	"Feb., 2013"	"2013/02"	"Arkansas"	"05"	2581	Not Applicable	Not Applicable
	"Feb., 2013"	"2013/02"	"California"	"06"	22284	Not Applicable	Not Applicable
	"Feb., 2013"	"2013/02"	"Colorado"	"08"	2922	Not Applicable	Not Applicable
	"Feb., 2013"	"2013/02"	"Connecticut"	"09"	2546	Not Applicable	Not Applicable
