"Notes"	"Month"	"Month Code"	"State"	"State Code"	Deaths	Population	Crude Rate
	"Jan., 2010"	"2010/01"	"Alabama"	"01"	4473	Not Applicable	Not Applicable
	"Jan., 2010"	"2010/01"	"Alaska"	"02"	318	Not Applicable	Not Applicable
	"Jan., 2010"	"2010/01"	"Arizona"	"04"	4022	Not Applicable	Not Applicable
	"Jan., 2010"	"2010/01"	"Arkansas"	"05"	2623	Not Applicable	Not Applicable
	"Jan., 2010"	"2010/01"	"California"	"06"	21255	Not Applicable	Not Applicable
	"Jan., 2010"	"2010/01"	"Colorado"	"08"	2784	Not Applicable	Not Applicable
	"Jan., 2010"	"2010/01"	"Connecticut"	"09"	2605	Not Applicable	Not Applicable
	"Jan., 2010"	"2010/01"	"Delaware"	"10"	738	Not Applicable	Not Applicable
	"Jan., 2010"	"2010/01"	"District of Columbia"	"11"	398	Not Applicable	Not Applicable
	"Jan., 2010"	"2010/01"	"Florida"	"12"	16052	Not Applicable	Not Applicable
	"Jan., 2010"	"2010/01"	"Georgia"	"13"	6686	Not Applicable	Not Applicable
	"Jan., 2010"	"2010/01"	"Hawaii"	"15"	837	Not Applicable	Not Applicable
	"Jan., 2010"	"2010/01"	"Idaho"	"16"	1012	Not Applicable	Not Applicable
	"Jan., 2010"	"2010/01"	"Illinois"	"17"	8952	Not Applicable	Not Applicable
	"Jan., 2010"	"2010/01"	"Indiana"	"18"	5064	Not Applicable	Not Applicable
	"Jan., 2010"	"2010/01"	"Iowa"	"19"	2452	Not Applicable	Not Applicable
	"Jan., 2010"	"2010/01"	"Kansas"	"20"	2178	Not Applicable	Not Applicable
	"Jan., 2010"	"2010/01"	"Kentucky"	"21"	3867	Not Applicable	Not Applicable
	"Jan., 2010"	"2010/01"	"Louisiana"	"22"	3697	Not Applicable	Not Applicable
	"Jan., 2010"	"2010/01"	"Maine"	"23"	1157	Not Applicable	Not Applicable
	"Jan., 2010"	"2010/01"	"Maryland"	"24"	3893	Not Applicable	Not Applicable
	"Jan., 2010"	"2010/01"	"Massachusetts"	"25"	4789	Not Applicable	Not Applicable
	"Jan., 2010"	"2010/01"	"Michigan"	"26"	7685	Not Applicable	Not Applicable
	"Jan., 2010"	"2010/01"	"Minnesota"	"27"	3450	Not Applicable	Not Applicable
	"Jan., 2010"	"2010/01"	"Mississippi"	"28"	2820	Not Applicable	Not Applicable
	"Jan., 2010"	"2010/01"	"Missouri"	"29"	4958	Not Applicable	Not Applicable
	"Jan., 2010"	"2010/01"	"Montana"	"30"	682	Not Applicable	Not Applicable
	"Jan., 2010"	"2010/01"	"Nebraska"	"31"	1333	Not Applicable	Not Applicable
	"Jan., 2010"	"2010/01"	"Nevada"	"32"	1691	Not Applicable	Not Applicable
	"Jan., 2010"	"2010/01"	"New Hampshire"	"33"	931	Not Applicable	Not Applicable
	"Jan., 2010"	"2010/01"	"New Jersey"	"34"	6357	Not Applicable	Not Applicable
	"Jan., 2010"	"2010/01"	"New Mexico"	"35"	1451	Not Applicable	Not Applicable
	"Jan., 2010"	"2010/01"	"New York"	"36"	13051	Not Applicable	Not Applicable
	"Jan., 2010"	"2010/01"	"North Carolina"	"37"	7209	Not Applicable	Not Applicable
	"Jan., 2010"	"2010/01"	"North Dakota"	"38"	556	Not Applicable	Not Applicable
	"Jan., 2010"	"2010/01"	"Ohio"	"39"	9581	Not Applicable	Not Applicable
	"Jan., 2010"	"2010/01"	"Oklahoma"	"40"	3255	Not Applicable	Not Applicable
	"Jan., 2010"	"2010/01"	"Oregon"	"41"	2803	Not Applicable	Not Applicable
	"Jan., 2010"	"2010/01"	"Pennsylvania"	"42"	11252	Not Applicable	Not Applicable
	"Jan., 2010"	"2010/01"	"Rhode Island"	"44"	875	Not Applicable	Not Applicable
	"Jan., 2010"	"2010/01"	"South Carolina"	"45"	3999	Not Applicable	Not Applicable
	"Jan., 2010"	"2010/01"	"South Dakota"	"46"	612	Not Applicable	Not Applicable
	"Jan., 2010"	"2010/01"	"Tennessee"	"47"	5521	Not Applicable	Not Applicable
	"Jan., 2010"	"2010/01"	"Texas"	"48"	15122	Not Applicable	Not Applicable
	"Jan., 2010"	"2010/01"	"Utah"	"49"	1266	Not Applicable	Not Applicable
	"Jan., 2010"	"2010/01"	"Vermont"	"50"	521	Not Applicable	Not Applicable
	"Jan., 2010"	"2010/01"	"Virginia"	"51"	5308	Not Applicable	Not Applicable
	"Jan., 2010"	"2010/01"	"Washington"	"53"	4180	Not Applicable	Not Applicable
	"Jan., 2010"	"2010/01"	"West Virginia"	"54"	1948	Not Applicable	Not Applicable
	"Jan., 2010"	"2010/01"	"Wisconsin"	"55"	4148	Not Applicable	Not Applicable
	"Jan., 2010"	"2010/01"	"Wyoming"	"56"	366	Not Applicable	Not Applicable
"Total"	"Jan., 2010"	"2010/01"			222783	Not Applicable	Not Applicable
	"Feb., 2010"	"2010/02"	"Alabama"	"01"	4073	Not Applicable	Not Applicable
	"Feb., 2010"	"2010/02"	"Alaska"	"02"	289	Not Applicable	Not Applicable
	"Feb., 2010"	"2010/02"	"Arizona"	"04"	3656	Not Applicable	Not Applicable
